item_0,item_1,item_2,time_cost
b c h w/ c -> b c h w,"[1, 2, 6, 7]",[2],3.528594970703125e-05
bcn/bck->bnk,"[2, 512, 9409]","[2, 512, 64]",0.0001220703125
nc/ck->nk,"[32, 128]","[128, 65536]",0.00012564659118652344
bcn/bnk->bck,"[2, 512, 9409]","[2, 9409, 64]",0.0001361370086669922
b c h w/ c -> b c h w,"[1, 2, 12, 24]",[2],4.982948303222656e-05
bchw/bciw->bwhi,"[2, 64, 64, 128]","[2, 64, 64, 128]",0.00011610984802246094
lbqc/bchw->lbqhw,"[6, 1, 100, 256]","[1, 256, 152, 165]",0.00013446807861328125
bnhw/bchw->bnc,"[2, 150, 128, 128]","[2, 512, 128, 128]",0.0001361370086669922
bchj/bhwj->bchw,"[2, 512, 64, 128]","[2, 64, 128, 128]",0.00016045570373535156
nkctv/kvw->nctw,"[32, 3, 128, 300, 17]","[3, 17, 17]",0.00019550323486328125
bck/bnk->bcn,"[2, 512, 64]","[2, 8192, 64]",0.00010776519775390625
b c h w/ c -> b c h w,"[1, 2, 48, 56]",[2],5.3882598876953125e-05
b c h w/ c -> b c h w,"[1, 2, 24, 48]",[2],3.2901763916015625e-05
bnd/df->bnf,"[29, 14, 256]","[256, 64]",9.846687316894531e-05
bchj/bhwj->bchw,"[2, 512, 97, 97]","[2, 97, 97, 97]",0.0001556873321533203
ak/ kn-> an,"[60000, 11]","[11, 50]",9.322166442871094e-05
nc/mc->nm,"[100, 44896]","[20, 44896]",0.0001289844512939453
nc/mc->nm,"[100, 12544]","[2, 12544]",9.059906005859375e-05
b c h w/ c -> b c h w,"[1, 2, 384, 768]",[2],5.435943603515625e-05
bchw/bciw->bwhi,"[2, 64, 97, 97]","[2, 64, 97, 97]",0.00010180473327636719
lbqc/bchw->lbqhw,"[6, 1, 100, 256]","[1, 256, 120, 175]",0.00013327598571777344
bnd/df->bnf,"[16, 14, 1024]","[1024, 256]",0.00010728836059570312
nc/mc->nm,"[128, 256]","[128, 256]",6.723403930664062e-05
m/d->md,[196],[96],4.5299530029296875e-05
b c h w/ c -> b c h w,"[1, 2, 96, 192]",[2],4.935264587402344e-05
bts/bcs->bct,"[64, 256, 256]","[64, 64, 256]",0.00010752677917480469
