item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[1, 32, 32, 32, 32]","[32, 32, 1, 3, 3]",[False],"[1, 2, 2]","[0, 1, 1]","[1, 1, 1]",[1],0.031830549240112305
"[1, 64, 32, 32, 32]","[32, 64, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.023745298385620117
"[1, 8, 32, 64, 64]","[8, 8, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.026936054229736328
"[1, 64, 32, 16, 16]","[64, 64, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.02488398551940918
"[1, 80, 4, 64, 64]","[256, 80, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.015244722366333008
"[1, 64, 32, 32, 32]","[128, 64, 5, 1, 1]",[False],"[8, 1, 1]","[2, 0, 0]","[1, 1, 1]",[1],0.02500319480895996
"[1, 3, 4, 256, 256]","[64, 3, 1, 7, 7]",[False],"[1, 2, 2]","[0, 3, 3]","[1, 1, 1]",[1],0.016370058059692383
"[1, 32, 32, 16, 16]","[128, 32, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.021268129348754883
"[1, 32, 32, 64, 64]","[64, 32, 5, 1, 1]",[False],"[8, 1, 1]","[2, 0, 0]","[1, 1, 1]",[1],0.026130199432373047
"[1, 32, 32, 64, 64]","[64, 32, 1, 1, 1]",[False],"[1, 2, 2]","[0, 0, 0]","[1, 1, 1]",[1],0.021227359771728516
"[1, 128, 32, 16, 16]","[64, 128, 3, 1, 1]",[False],"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",[1],0.024179697036743164
"[1, 128, 32, 16, 16]","[256, 128, 5, 1, 1]",[False],"[8, 1, 1]","[2, 0, 0]","[1, 1, 1]",[1],0.02498650550842285
"[1, 128, 4, 32, 32]","[512, 128, 1, 1, 1]",[False],"[1, 1, 1]","[0, 0, 0]","[1, 1, 1]",[1],0.014231204986572266
"[1, 16, 32, 32, 32]","[16, 16, 1, 3, 3]",[False],"[1, 1, 1]","[0, 1, 1]","[1, 1, 1]",[1],0.024491071701049805
