item_0,item_1,item_2,item_3,item_4,item_5,item_6,time_cost
"[2, 1024, 50, 84]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017671585083007812
"[4, 544, 7, 7]","[128, 544, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006601810455322266
"[1, 256, 136, 100]","[12, 256, 1, 1]",[12],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002739429473876953
"[4, 960, 7, 7]","[320, 960, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001932382583618164
"[1, 256, 35, 30]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.001682281494140625
"[2, 256, 25, 38]","[256, 256, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.0036301612854003906
"[1, 64, 300, 300]","[64, 64, 3, 3]",[64],"[1, 1]","[1, 1]","[1, 1]",[1],0.0005171298980712891
"[1, 96, 32, 48]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.00039696693420410156
"[1, 64, 200, 272]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003132820129394531
"[1, 128, 69, 60]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010678768157958984
"[1, 256, 168, 193]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009620189666748047
"[1, 512, 101, 96]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005779266357421875
"[2, 256, 336, 200]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003104209899902344
"[2, 64, 128, 128]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002219676971435547
"[1, 1024, 59, 44]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0031304359436035156
"[4, 232, 7, 7]","[232, 232, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005276203155517578
"[4, 512, 14, 14]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005800724029541016
"[1, 128, 304, 200]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0010445117950439453
"[1, 96, 8, 12]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011532306671142578
"[1, 2048, 22, 19]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005842447280883789
"[1, 1024, 84, 48]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003091573715209961
"[1, 128, 176, 181]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0010476112365722656
"[1, 576, 20, 26]","[96, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005288124084472656
"[1, 256, 10, 7]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0035016536712646484
"[1, 576, 14, 26]","[576, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[576],0.0002658367156982422
"[48, 512, 7, 7]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.014629125595092773
"[1, 2048, 25, 34]","[256, 2048, 3, 3]",[256],"[2, 2]","[1, 1]","[1, 1]",[1],0.025764942169189453
"[1, 512, 60, 69]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.002135038375854492
"[1, 256, 42, 24]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013630390167236328
"[1, 256, 272, 200]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009505748748779297
"[48, 128, 28, 28]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006451606750488281
"[1, 256, 38, 25]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0007693767547607422
"[1, 1024, 50, 74]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017304420471191406
"[4, 3, 224, 224]","[48, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00021767616271972656
"[1, 192, 24, 26]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003025531768798828
"[2, 1024, 50, 78]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016977787017822266
"[2, 512, 25, 38]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012741804122924805
"[1, 128, 48, 52]","[96, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00036072731018066406
"[4, 64, 160, 160]","[128, 64, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.00025081634521484375
"[1, 512, 60, 69]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005779266357421875
"[1, 128, 88, 91]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005741119384765625
"[1, 512, 18, 15]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.01254892349243164
"[1, 512, 50, 56]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0125732421875
"[1, 512, 52, 50]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012749671936035156
"[1, 256, 200, 304]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003796815872192383
"[2, 2560, 64, 64]","[512, 2560, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.08473324775695801
"[2, 1024, 50, 84]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.012380838394165039
"[1, 512, 96, 168]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010485649108886719
"[1, 24, 96, 104]","[144, 24, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002415180206298828
"[1, 1024, 44, 38]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011274099349975586
"[4, 320, 28, 28]","[128, 320, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004858970642089844
"[1, 256, 152, 100]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.001417398452758789
"[2, 2048, 34, 25]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00577235221862793
"[2, 64, 200, 280]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002770423889160156
"[2, 2048, 25, 42]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00577092170715332
"[2, 256, 200, 304]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003452301025390625
"[1, 192, 32, 48]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003113746643066406
"[16, 256, 1, 1]","[60, 256, 1, 1]",[60],"[1, 1]","[0, 0]","[1, 1]",[1],0.00037479400634765625
"[2, 256, 9, 7]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013570785522460938
"[2, 256, 50, 68]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003199577331542969
"[8, 64, 64, 48]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002944469451904297
"[2, 1024, 32, 32]","[256, 1024, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.013155460357666016
"[32, 256, 6, 40]","[512, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011806488037109375
"[2, 1024, 50, 68]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017895698547363281
"[2, 2048, 25, 35]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005773782730102539
"[16, 256, 32, 32]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003907680511474609
"[1, 256, 7, 9]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.001348257064819336
"[1, 256, 34, 25]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.00077056884765625
"[2, 256, 100, 156]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00034499168395996094
"[4, 256, 56, 56]","[512, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.006453037261962891
"[2, 128, 100, 140]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001135110855102539
"[1, 96, 96, 104]","[24, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002288818359375
"[4, 992, 7, 7]","[128, 992, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010251998901367188
"[8, 256, 16, 12]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034432411193847656
"[2, 256, 100, 136]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013184547424316406
"[1, 256, 38, 25]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.000286102294921875
"[1, 192, 16, 24]","[96, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00030732154846191406
"[2, 512, 25, 39]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012644052505493164
"[4, 480, 28, 28]","[128, 480, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006463527679443359
"[4, 256, 40, 40]","[256, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005724430084228516
"[2, 256, 34, 25]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00034737586975097656
"[2, 512, 64, 64]","[512, 512, 3, 3]",[False],"[1, 1]","[2, 2]","[2, 2]",[1],0.012565851211547852
"[2, 256, 136, 100]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0036211013793945312
"[1, 256, 7, 10]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033881664276123047
"[1, 256, 200, 304]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009622573852539062
"[1, 256, 6, 11]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003424406051635742
"[2, 256, 42, 25]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003438711166381836
"[2, 512, 64, 64]","[256, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0009636878967285156
"[1, 32, 32, 48]","[192, 32, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00023889541625976562
"[1, 256, 48, 84]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0007715225219726562
"[1, 96, 14, 26]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001165628433227539
"[1, 1024, 41, 40]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011411905288696289
"[6, 256, 28, 28]","[80, 256, 1, 1]",[80],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003898143768310547
"[1, 512, 15, 18]","[512, 512, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.012650489807128906
"[1, 512, 152, 100]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0011205673217773438
"[6, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0035622119903564453
"[2, 256, 136, 100]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.00031065940856933594
"[2, 256, 100, 140]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.00033783912658691406
"[1, 256, 336, 192]","[512, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0009448528289794922
"[1, 1024, 50, 68]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011327266693115234
"[1, 256, 50, 76]","[256, 256, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0006453990936279297
"[1, 256, 59, 44]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017619132995605469
"[1, 256, 76, 50]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.009015083312988281
"[2, 256, 13, 20]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003421306610107422
"[1, 256, 10, 7]","[36, 256, 3, 3]",[36],"[1, 1]","[1, 1]","[1, 1]",[1],0.0007796287536621094
"[2, 256, 50, 76]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033843517303466797
"[1, 512, 30, 35]","[512, 512, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.012686014175415039
"[1, 64, 192, 240]","[64, 64, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0006780624389648438
"[1, 256, 25, 34]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.0002899169921875
"[1, 256, 12, 12]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003382444381713867
"[1, 576, 10, 13]","[160, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0007321834564208984
"[2, 512, 38, 25]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005781888961791992
"[2, 512, 100, 156]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010485649108886719
"[1, 128, 84, 97]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.001068115234375
"[1, 144, 80, 104]","[144, 1, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[144],0.00022339820861816406
"[2, 256, 64, 64]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017235279083251953
"[2, 2048, 64, 64]","[2048, 1, 3, 3]",[False],"[1, 1]","[24, 24]","[24, 24]",[2048],0.0006766319274902344
"[1, 256, 25, 40]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.003420114517211914
"[4, 704, 14, 14]","[128, 704, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.000774383544921875
"[1, 512, 100, 136]","[256, 512, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0010159015655517578
"[2, 256, 50, 78]","[4, 256, 3, 3]",[4],"[1, 1]","[1, 1]","[1, 1]",[1],0.0003542900085449219
"[1, 2048, 25, 28]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0057468414306640625
"[4, 352, 28, 28]","[128, 352, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005128383636474609
"[1, 512, 100, 160]","[128, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005788803100585938
"[2, 512, 25, 39]","[2048, 512, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00568699836730957
"[1, 256, 13, 19]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.009025812149047852
"[1, 3, 1344, 768]","[64, 3, 7, 7]",[False],"[2, 2]","[3, 3]","[1, 1]",[1],0.0002624988555908203
"[1, 256, 3, 3]","[16, 256, 3, 3]",[16],"[1, 1]","[1, 1]","[1, 1]",[1],0.0004775524139404297
"[1, 256, 200, 304]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002474784851074219
"[4, 1024, 14, 14]","[256, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017266273498535156
"[2, 256, 100, 168]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013985633850097656
"[1, 256, 68, 50]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033800601959228516
"[1, 64, 304, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003008842468261719
"[1, 384, 24, 26]","[96, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004069805145263672
"[2, 128, 136, 100]","[512, 128, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0005755424499511719
"[1, 256, 13, 17]","[3, 256, 1, 1]",[3],"[1, 1]","[0, 0]","[1, 1]",[1],0.00025272369384765625
"[1, 256, 50, 76]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013246536254882812
"[4, 256, 14, 14]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0016818046569824219
"[2, 256, 16, 16]","[150, 256, 1, 1]",[150],"[1, 1]","[0, 0]","[1, 1]",[1],0.0004870891571044922
"[2, 256, 13, 19]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.001344442367553711
"[1, 256, 50, 68]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0033833980560302734
"[1, 576, 7, 13]","[160, 576, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0007350444793701172
"[1, 64, 304, 200]","[64, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002315044403076172
"[8, 256, 64, 48]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003879070281982422
"[4, 384, 14, 14]","[128, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00047326087951660156
"[1, 96, 16, 24]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.00040984153747558594
"[1, 256, 88, 76]","[256, 256, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.003346681594848633
"[1, 384, 20, 26]","[96, 384, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00047707557678222656
"[1, 256, 24, 42]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0034279823303222656
"[1, 96, 48, 52]","[255, 96, 1, 1]",[255],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003962516784667969
"[1, 256, 200, 224]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002918243408203125
"[1, 96, 192, 208]","[96, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[96],0.0001888275146484375
"[1, 1024, 50, 68]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003167867660522461
"[2, 2048, 6, 6]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00576019287109375
"[2, 256, 13, 17]","[80, 256, 3, 3]",[80],"[1, 1]","[1, 1]","[1, 1]",[1],0.0013592243194580078
"[1, 96, 16, 24]","[192, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0011570453643798828
"[2, 64, 336, 200]","[256, 64, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003018379211425781
"[1, 1024, 41, 40]","[512, 1024, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.003078460693359375
"[48, 1024, 14, 14]","[2048, 1024, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.011714696884155273
"[2, 256, 13, 19]","[1, 256, 3, 3]",[1],"[1, 1]","[1, 1]","[1, 1]",[1],0.00032067298889160156
"[2, 256, 200, 280]","[128, 256, 1, 1]",[False],"[2, 2]","[0, 0]","[1, 1]",[1],0.0003879070281982422
"[1, 256, 42, 49]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003404378890991211
"[1, 128, 168, 96]","[128, 128, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0010886192321777344
"[1, 2048, 22, 23]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005740165710449219
"[1, 96, 40, 52]","[96, 96, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.0007216930389404297
"[1, 3, 224, 416]","[32, 3, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.00021457672119140625
"[1, 256, 235, 176]","[64, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00028586387634277344
"[1, 256, 38, 25]","[720, 256, 3, 3]",[720],"[1, 1]","[1, 1]","[1, 1]",[1],0.008932828903198242
"[1, 96, 10, 13]","[96, 96, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.00026226043701171875
"[1, 256, 272, 200]","[128, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0003821849822998047
"[2, 1024, 50, 76]","[256, 1024, 1, 1]",[256],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017795562744140625
"[1, 128, 75, 75]","[256, 128, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0019307136535644531
"[2, 256, 68, 50]","[1024, 256, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0017001628875732422
"[1, 192, 20, 26]","[64, 192, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.0002760887145996094
"[2, 256, 100, 136]","[256, 256, 3, 3]",[False],"[1, 1]","[1, 1]","[1, 1]",[1],0.003382444381713867
"[1, 2048, 18, 15]","[512, 2048, 1, 1]",[False],"[1, 1]","[0, 0]","[1, 1]",[1],0.005750179290771484
"[1, 128, 200, 224]","[128, 128, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[1],0.0010726451873779297
"[1, 96, 160, 208]","[96, 1, 3, 3]",[False],"[2, 2]","[1, 1]","[1, 1]",[96],0.00022459030151367188
"[32, 256, 14, 14]","[256, 256, 3, 3]",[256],"[1, 1]","[1, 1]","[1, 1]",[1],0.0048770904541015625
