item_0,item_1,item_2,time_cost
[672],0,int,8.344650268554688e-06
[144],-4.59511985013459,float,8.58306884765625e-06
[116],0,int,8.106231689453125e-06
[704],1.0,float,8.58306884765625e-06
[1152],0.0,float,8.106231689453125e-06
[58],1,int,8.344650268554688e-06
[12],0,int,7.867813110351562e-06
[256],0,int,8.344650268554688e-06
[1536],1.0,float,2.8848648071289062e-05
[1280],1.0,float,2.1219253540039062e-05
[1],0,int,1.0251998901367188e-05
[512],0,int,8.58306884765625e-06
[1152],1.0,float,8.58306884765625e-06
[320],0,int,8.58306884765625e-06
[240],0,int,8.106231689453125e-06
[80],-4.59511985013459,float,8.344650268554688e-06
[480],1,int,8.344650268554688e-06
[160],0,int,8.58306884765625e-06
[20],0,int,3.0279159545898438e-05
[704],1,int,2.7894973754882812e-05
[81],0,int,2.765655517578125e-05
[32],1.0,float,1.0728836059570312e-05
[486],0,int,8.106231689453125e-06
[64],1.0,float,8.106231689453125e-06
[2048],1,int,7.867813110351562e-06
[768],1.0,float,7.867813110351562e-06
[256],-4.59511985013459,float,7.62939453125e-06
[832],1.0,float,2.8848648071289062e-05
[128],1,int,1.0013580322265625e-05
[10],0,int,8.106231689453125e-06
[112],0,int,1.811981201171875e-05
[255],0,int,1.8596649169921875e-05
[576],1.0,float,8.58306884765625e-06
[608],1.0,float,8.106231689453125e-06
[144],1.0,float,8.106231689453125e-06
[832],1,int,7.867813110351562e-06
[192],1,int,8.106231689453125e-06
[34],0,int,8.344650268554688e-06
[928],1.0,float,8.106231689453125e-06
[51],0,int,7.867813110351562e-06
[576],-4.59511985013459,float,8.344650268554688e-06
[864],1,int,7.867813110351562e-06
[40],0,int,7.62939453125e-06
[1296],0,int,8.106231689453125e-06
[150],0,int,8.344650268554688e-06
[40],1.0,float,7.867813110351562e-06
[3],-3.787026515253461,float,7.867813110351562e-06
[60],0,int,8.106231689453125e-06
[3],0,int,8.344650268554688e-06
[608],1,int,8.106231689453125e-06
[4],0,int,7.62939453125e-06
[80],1.0,float,7.867813110351562e-06
[352],1,int,8.106231689453125e-06
[896],1,int,7.867813110351562e-06
[560],0,int,7.867813110351562e-06
[232],1,int,8.106231689453125e-06
[288],1,int,7.62939453125e-06
[3072],0.0,float,7.62939453125e-06
[2304],0.0,float,7.62939453125e-06
[352],1.0,float,7.867813110351562e-06
[800],1,int,1.5974044799804688e-05
[256],1.0,float,2.2649765014648438e-05
[8],1,int,9.059906005859375e-06
[672],1,int,8.106231689453125e-06
[1000],0.0,float,2.2172927856445312e-05
[24],1,int,2.8371810913085938e-05
[101],0,int,9.5367431640625e-06
"[3, 80]",-4.59511985013459,float,8.821487426757812e-06
[768],0.0,float,7.867813110351562e-06
[112],1.0,float,8.106231689453125e-06
[320],1,int,8.106231689453125e-06
[448],1,int,8.344650268554688e-06
[1024],1.0,float,8.106231689453125e-06
[1536],0.0,float,8.106231689453125e-06
[736],1.0,float,1.5020370483398438e-05
[640],1.0,float,2.2172927856445312e-05
[672],1.0,float,8.58306884765625e-06
[112],1,int,8.58306884765625e-06
[32],0,int,8.106231689453125e-06
[4096],0,int,7.62939453125e-06
[1152],0,int,1.1920928955078125e-05
[7],0,int,1.239776611328125e-05
[560],1.0,float,8.58306884765625e-06
[48],1,int,8.106231689453125e-06
[6],0,int,7.867813110351562e-06
[144],0,int,7.867813110351562e-06
[232],0,int,1.0251998901367188e-05
[64],1,int,1.430511474609375e-05
[80],-2.1972245773362196,float,8.821487426757812e-06
[960],0,int,9.059906005859375e-06
