id,source_neural_network,num_of_calls,parameters
#13,ann_r101-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1116259]], 'reshape_shape': [[-1]]}"
#14,ann_r101-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1163133]], 'reshape_shape': [[-1]]}"
#15,ccnet_r50-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1093700]], 'reshape_shape': [[-1]]}"
#16,ccnet_r50-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1150096]], 'reshape_shape': [[-1]]}"
#17,ccnet_r50-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1157508]], 'reshape_shape': [[-1]]}"
#18,ccnet_r50-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1049699]], 'reshape_shape': [[-1]]}"
#19,ccnet_r50-d8_769x769_40k_cityscapes,2,"{'input_shape': [[1, 1172174]], 'reshape_shape': [[-1]]}"
#20,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--scnet50_coco_256x192.py,10,"{'input_shape': [[2, 17, 64, 48]], 'reshape_shape': [[2, 17, -1]]}"
#21,pspnet_r101-d8_512x1024_40k_cityscapes,2,"{'input_shape': [[1, 1037367]], 'reshape_shape': [[-1]]}"
#22,pspnet_r101-d8_512x1024_40k_cityscapes,2,"{'input_shape': [[1, 1034789]], 'reshape_shape': [[-1]]}"
#23,pspnet_r101-d8_512x1024_40k_cityscapes,2,"{'input_shape': [[1, 1006411]], 'reshape_shape': [[-1]]}"
#24,pspnet_r101-d8_512x1024_40k_cityscapes,2,"{'input_shape': [[1, 1033579]], 'reshape_shape': [[-1]]}"
#25,pspnet_r101-d8_512x1024_40k_cityscapes,2,"{'input_shape': [[1, 1005386]], 'reshape_shape': [[-1]]}"
#26,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--animalpose--res101_animalpose_256x256.py,10,"{'input_shape': [[2, 20, 64, 64]], 'reshape_shape': [[2, 20, -1]]}"
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,50,"{'input_shape': [[2, 6, 1, 1]], 'reshape_shape': [[2, 1, 6, 1]]}"
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,50,"{'input_shape': [[256, 1536, 1, 1]], 'reshape_shape': [[1, 256, 6, 256]]}"
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,50,"{'input_shape': [[2, 256, 6, 256]], 'reshape_shape': [[2, 256, 1536]]}"
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 92, 124]], 'reshape_shape': [[2, 1536, 11408]]}"
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 11408]], 'reshape_shape': [[2, 256, 92, 124]]}"
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 92, 124, 4]], 'reshape_shape': [[-1, 4]]}"
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[22816, 4]], 'reshape_shape': [[2, 92, 124, 4]]}"
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 46, 62]], 'reshape_shape': [[2, 1536, 2852]]}"
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 2852]], 'reshape_shape': [[2, 256, 46, 62]]}"
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 46, 62, 4]], 'reshape_shape': [[-1, 4]]}"
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[5704, 4]], 'reshape_shape': [[2, 46, 62, 4]]}"
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 23, 31]], 'reshape_shape': [[2, 1536, 713]]}"
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 713]], 'reshape_shape': [[2, 256, 23, 31]]}"
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 23, 31, 4]], 'reshape_shape': [[-1, 4]]}"
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[1426, 4]], 'reshape_shape': [[2, 23, 31, 4]]}"
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 12, 16]], 'reshape_shape': [[2, 1536, 192]]}"
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 192]], 'reshape_shape': [[2, 256, 12, 16]]}"
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 12, 16, 4]], 'reshape_shape': [[-1, 4]]}"
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[384, 4]], 'reshape_shape': [[2, 12, 16, 4]]}"
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 6, 8]], 'reshape_shape': [[2, 1536, 48]]}"
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 48]], 'reshape_shape': [[2, 256, 6, 8]]}"
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 6, 8, 4]], 'reshape_shape': [[-1, 4]]}"
#49,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[96, 4]], 'reshape_shape': [[2, 6, 8, 4]]}"
#50,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 92, 124, 80]], 'reshape_shape': [[2, -1, 80]]}"
#51,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 46, 62, 80]], 'reshape_shape': [[2, -1, 80]]}"
#52,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 23, 31, 80]], 'reshape_shape': [[2, -1, 80]]}"
#53,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 12, 16, 80]], 'reshape_shape': [[2, -1, 80]]}"
#54,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 6, 8, 80]], 'reshape_shape': [[2, -1, 80]]}"
#55,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 92, 124, 4]], 'reshape_shape': [[2, -1, 4]]}"
#56,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 46, 62, 4]], 'reshape_shape': [[2, -1, 4]]}"
#57,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 23, 31, 4]], 'reshape_shape': [[2, -1, 4]]}"
#58,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 12, 16, 4]], 'reshape_shape': [[2, -1, 4]]}"
#59,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 6, 8, 4]], 'reshape_shape': [[2, -1, 4]]}"
#60,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 11408, 4]], 'reshape_shape': [[-1, 4]]}"
#61,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 92, 124, 80]], 'reshape_shape': [[-1, 80]]}"
#62,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 11408]], 'reshape_shape': [[-1]]}"
#63,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 2852, 4]], 'reshape_shape': [[-1, 4]]}"
#64,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 46, 62, 80]], 'reshape_shape': [[-1, 80]]}"
#65,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 2852]], 'reshape_shape': [[-1]]}"
#66,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 713, 4]], 'reshape_shape': [[-1, 4]]}"
#67,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 23, 31, 80]], 'reshape_shape': [[-1, 80]]}"
#68,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 713]], 'reshape_shape': [[-1]]}"
#69,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_shape': [[2, 192, 4]], 'reshape_shape': [[-1, 4]]}"
#70,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 12, 16, 80]], 'reshape_shape': [[-1, 80]]}"
#71,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,6,"{'input_shape': [[2, 192]], 'reshape_shape': [[-1]]}"
#72,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_shape': [[2, 48, 4]], 'reshape_shape': [[-1, 4]]}"
#73,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 6, 8, 80]], 'reshape_shape': [[-1, 80]]}"
#74,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,6,"{'input_shape': [[2, 48]], 'reshape_shape': [[-1]]}"
#75,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 128, 96]], 'reshape_shape': [[2, 1536, 12288]]}"
#76,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 12288]], 'reshape_shape': [[2, 256, 128, 96]]}"
#77,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 128, 96, 4]], 'reshape_shape': [[-1, 4]]}"
#78,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[24576, 4]], 'reshape_shape': [[2, 128, 96, 4]]}"
#79,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 64, 48]], 'reshape_shape': [[2, 1536, 3072]]}"
#80,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 3072]], 'reshape_shape': [[2, 256, 64, 48]]}"
#81,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 64, 48, 4]], 'reshape_shape': [[-1, 4]]}"
#82,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[6144, 4]], 'reshape_shape': [[2, 64, 48, 4]]}"
#83,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 32, 24]], 'reshape_shape': [[2, 1536, 768]]}"
#84,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 768]], 'reshape_shape': [[2, 256, 32, 24]]}"
#85,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 32, 24, 4]], 'reshape_shape': [[-1, 4]]}"
#86,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[1536, 4]], 'reshape_shape': [[2, 32, 24, 4]]}"
#87,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 16, 12]], 'reshape_shape': [[2, 1536, 192]]}"
#88,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 192]], 'reshape_shape': [[2, 256, 16, 12]]}"
#89,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 16, 12, 4]], 'reshape_shape': [[-1, 4]]}"
#90,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[384, 4]], 'reshape_shape': [[2, 16, 12, 4]]}"
#91,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 8, 6]], 'reshape_shape': [[2, 1536, 48]]}"
#92,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 48]], 'reshape_shape': [[2, 256, 8, 6]]}"
#93,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 8, 6, 4]], 'reshape_shape': [[-1, 4]]}"
#94,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[96, 4]], 'reshape_shape': [[2, 8, 6, 4]]}"
#95,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 80]], 'reshape_shape': [[2, -1, 80]]}"
#96,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 80]], 'reshape_shape': [[2, -1, 80]]}"
#97,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 80]], 'reshape_shape': [[2, -1, 80]]}"
#98,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 80]], 'reshape_shape': [[2, -1, 80]]}"
#99,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 80]], 'reshape_shape': [[2, -1, 80]]}"
#100,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 4]], 'reshape_shape': [[2, -1, 4]]}"
#101,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 4]], 'reshape_shape': [[2, -1, 4]]}"
#102,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 4]], 'reshape_shape': [[2, -1, 4]]}"
#103,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 4]], 'reshape_shape': [[2, -1, 4]]}"
#104,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 4]], 'reshape_shape': [[2, -1, 4]]}"
#105,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 12288, 4]], 'reshape_shape': [[-1, 4]]}"
#106,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 80]], 'reshape_shape': [[-1, 80]]}"
#107,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 12288]], 'reshape_shape': [[-1]]}"
#108,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 3072, 4]], 'reshape_shape': [[-1, 4]]}"
#109,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 80]], 'reshape_shape': [[-1, 80]]}"
#110,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 3072]], 'reshape_shape': [[-1]]}"
#111,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 768, 4]], 'reshape_shape': [[-1, 4]]}"
#112,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 80]], 'reshape_shape': [[-1, 80]]}"
#113,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 768]], 'reshape_shape': [[-1]]}"
#114,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 80]], 'reshape_shape': [[-1, 80]]}"
#115,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 80]], 'reshape_shape': [[-1, 80]]}"
#116,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 76, 104]], 'reshape_shape': [[2, 1536, 7904]]}"
#117,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 7904]], 'reshape_shape': [[2, 256, 76, 104]]}"
#118,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 76, 104, 4]], 'reshape_shape': [[-1, 4]]}"
#119,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15808, 4]], 'reshape_shape': [[2, 76, 104, 4]]}"
#120,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 38, 52]], 'reshape_shape': [[2, 1536, 1976]]}"
#121,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 1976]], 'reshape_shape': [[2, 256, 38, 52]]}"
#122,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 38, 52, 4]], 'reshape_shape': [[-1, 4]]}"
#123,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[3952, 4]], 'reshape_shape': [[2, 38, 52, 4]]}"
#124,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 19, 26]], 'reshape_shape': [[2, 1536, 494]]}"
#125,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 494]], 'reshape_shape': [[2, 256, 19, 26]]}"
#126,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 19, 26, 4]], 'reshape_shape': [[-1, 4]]}"
#127,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[988, 4]], 'reshape_shape': [[2, 19, 26, 4]]}"
#128,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 10, 13]], 'reshape_shape': [[2, 1536, 130]]}"
#129,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 130]], 'reshape_shape': [[2, 256, 10, 13]]}"
#130,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 10, 13, 4]], 'reshape_shape': [[-1, 4]]}"
#131,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[260, 4]], 'reshape_shape': [[2, 10, 13, 4]]}"
#132,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 5, 7]], 'reshape_shape': [[2, 1536, 35]]}"
#133,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 35]], 'reshape_shape': [[2, 256, 5, 7]]}"
#134,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 5, 7, 4]], 'reshape_shape': [[-1, 4]]}"
#135,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[70, 4]], 'reshape_shape': [[2, 5, 7, 4]]}"
#136,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 80]], 'reshape_shape': [[2, -1, 80]]}"
#137,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 38, 52, 80]], 'reshape_shape': [[2, -1, 80]]}"
#138,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 19, 26, 80]], 'reshape_shape': [[2, -1, 80]]}"
#139,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 10, 13, 80]], 'reshape_shape': [[2, -1, 80]]}"
#140,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 5, 7, 80]], 'reshape_shape': [[2, -1, 80]]}"
#141,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 4]], 'reshape_shape': [[2, -1, 4]]}"
#142,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 38, 52, 4]], 'reshape_shape': [[2, -1, 4]]}"
#143,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 19, 26, 4]], 'reshape_shape': [[2, -1, 4]]}"
#144,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 10, 13, 4]], 'reshape_shape': [[2, -1, 4]]}"
#145,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 5, 7, 4]], 'reshape_shape': [[2, -1, 4]]}"
#146,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 7904, 4]], 'reshape_shape': [[-1, 4]]}"
#147,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 80]], 'reshape_shape': [[-1, 80]]}"
#148,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 7904]], 'reshape_shape': [[-1]]}"
#149,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1976, 4]], 'reshape_shape': [[-1, 4]]}"
#150,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 38, 52, 80]], 'reshape_shape': [[-1, 80]]}"
#151,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 1976]], 'reshape_shape': [[-1]]}"
#152,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 494, 4]], 'reshape_shape': [[-1, 4]]}"
#153,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 19, 26, 80]], 'reshape_shape': [[-1, 80]]}"
#154,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 494]], 'reshape_shape': [[-1]]}"
#155,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 130, 4]], 'reshape_shape': [[-1, 4]]}"
#156,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 10, 13, 80]], 'reshape_shape': [[-1, 80]]}"
#157,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 130]], 'reshape_shape': [[-1]]}"
#158,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 35, 4]], 'reshape_shape': [[-1, 4]]}"
#159,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 5, 7, 80]], 'reshape_shape': [[-1, 80]]}"
#160,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 35]], 'reshape_shape': [[-1]]}"
#161,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 80, 144]], 'reshape_shape': [[2, 1536, 11520]]}"
#162,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 11520]], 'reshape_shape': [[2, 256, 80, 144]]}"
#163,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 80, 144, 4]], 'reshape_shape': [[-1, 4]]}"
#164,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[23040, 4]], 'reshape_shape': [[2, 80, 144, 4]]}"
#165,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 40, 72]], 'reshape_shape': [[2, 1536, 2880]]}"
#166,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 2880]], 'reshape_shape': [[2, 256, 40, 72]]}"
#167,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 40, 72, 4]], 'reshape_shape': [[-1, 4]]}"
#168,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[5760, 4]], 'reshape_shape': [[2, 40, 72, 4]]}"
