id,source_neural_network,num_of_calls,parameters
#72,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[20, 49, 49]], 'masked': [[20, 49, 49]], 'value': [0.0]}"
#73,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,15,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [-100.0]}"
#74,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,15,"{'input': [[6, 49, 49]], 'masked': [[6, 49, 49]], 'value': [0.0]}"
#75,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [-100.0]}"
#76,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_t_p4_w7_coco_256x192.py,5,"{'input': [[2, 49, 49]], 'masked': [[2, 49, 49]], 'value': [0.0]}"
#77,robustscanner_r31_academic,10,"{'input': [[64, 30, 240]], 'masked': [[64, 1, 240]], 'value': ['-inf']}"
#78,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[48, 144, 144]], 'masked': [[48, 144, 144]], 'value': [-100.0]}"
#79,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[48, 144, 144]], 'masked': [[48, 144, 144]], 'value': [0.0]}"
#80,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[12, 144, 144]], 'masked': [[12, 144, 144]], 'value': [-100.0]}"
#81,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[12, 144, 144]], 'masked': [[12, 144, 144]], 'value': [0.0]}"
#82,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,45,"{'input': [[4, 144, 144]], 'masked': [[4, 144, 144]], 'value': [-100.0]}"
#83,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,45,"{'input': [[4, 144, 144]], 'masked': [[4, 144, 144]], 'value': [0.0]}"
#84,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[1, 144, 144]], 'masked': [[1, 144, 144]], 'value': [-100.0]}"
#85,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_fpn_coco_384x288.py,5,"{'input': [[1, 144, 144]], 'masked': [[1, 144, 144]], 'value': [0.0]}"
#86,abinet_academic,15,"{'input': [[26, 26]], 'masked': [[26, 26]], 'value': ['-inf']}"
#87,abinet_academic,60,"{'input': [[1, 26, 26]], 'masked': [[8, 1, 26]], 'value': ['-inf']}"
#88,deformable_detr_refine_r50_16x2_50e_coco,12,"{'input': [[2, 12540, 256]], 'masked': [[2, 12540, 1]], 'value': [0.0]}"
#89,deformable_detr_refine_r50_16x2_50e_coco,12,"{'input': [[2, 20097, 256]], 'masked': [[2, 20097, 1]], 'value': [0.0]}"
#90,deformable_detr_refine_r50_16x2_50e_coco,12,"{'input': [[2, 12714, 256]], 'masked': [[2, 12714, 1]], 'value': [0.0]}"
#91,deformable_detr_refine_r50_16x2_50e_coco,12,"{'input': [[2, 17271, 256]], 'masked': [[2, 17271, 1]], 'value': [0.0]}"
#92,deformable_detr_refine_r50_16x2_50e_coco,12,"{'input': [[2, 11903, 256]], 'masked': [[2, 11903, 1]], 'value': [0.0]}"
#93,swin-base_16xb64_cifar10,5,"{'input': [[64, 49, 49]], 'masked': [[64, 49, 49]], 'value': [-100.0]}"
#94,swin-base_16xb64_cifar10,5,"{'input': [[64, 49, 49]], 'masked': [[64, 49, 49]], 'value': [0.0]}"
#95,swin-base_16xb64_cifar10,5,"{'input': [[16, 49, 49]], 'masked': [[16, 49, 49]], 'value': [-100.0]}"
#96,swin-base_16xb64_cifar10,5,"{'input': [[16, 49, 49]], 'masked': [[16, 49, 49]], 'value': [0.0]}"
#97,swin-base_16xb64_cifar10,45,"{'input': [[4, 49, 49]], 'masked': [[4, 49, 49]], 'value': [-100.0]}"
#98,swin-base_16xb64_cifar10,45,"{'input': [[4, 49, 49]], 'masked': [[4, 49, 49]], 'value': [0.0]}"
#99,swin-base_16xb64_cifar10,5,"{'input': [[1, 49, 49]], 'masked': [[1, 49, 49]], 'value': [-100.0]}"
#100,swin-base_16xb64_cifar10,5,"{'input': [[1, 49, 49]], 'masked': [[1, 49, 49]], 'value': [0.0]}"
#101,nrtr_modality_transform_toy_dataset,90,"{'input': [[2, 8, 40, 40]], 'masked': [[2, 1, 1, 40]], 'value': ['-inf']}"
#102,nrtr_modality_transform_toy_dataset,30,"{'input': [[2, 8, 40, 40]], 'masked': [[2, 1, 40, 40]], 'value': ['-inf']}"
