id,source_neural_network,num_of_calls,parameters
#95,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[405]], 'dims': [[-1, 9]]}"
#96,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[405]], 'dims': [[-1]]}"
#97,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[89820]], 'dims': [[9, -1]]}"
#98,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[10140]], 'dims': [[1, -1]]}"
#99,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[1, 10140]], 'dims': [[-1]]}"
#100,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[15808]], 'dims': [[-1, 1]]}"
#101,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[3952]], 'dims': [[-1, 1]]}"
#102,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[988]], 'dims': [[-1, 1]]}"
#103,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[260]], 'dims': [[-1, 1]]}"
#104,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[70]], 'dims': [[-1, 1]]}"
#105,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[80]], 'dims': [[-1, 1]]}"
#106,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[80, 144]], 'dims': [[-1]]}"
#107,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11520, 1, 4]], 'dims': [[-1, 4]]}"
#108,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[40]], 'dims': [[-1, 1]]}"
#109,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[40, 72]], 'dims': [[-1]]}"
#110,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2880, 1, 4]], 'dims': [[-1, 4]]}"
#111,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[20]], 'dims': [[-1, 1]]}"
#112,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[20, 36]], 'dims': [[-1]]}"
#113,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[720, 1, 4]], 'dims': [[-1, 4]]}"
#114,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[10, 18]], 'dims': [[-1]]}"
#115,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[180, 1, 4]], 'dims': [[-1, 4]]}"
#116,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[5, 9]], 'dims': [[-1]]}"
#117,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 1, 4]], 'dims': [[-1, 4]]}"
#118,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11520, 1]], 'dims': [[-1]]}"
#119,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2880, 1]], 'dims': [[-1]]}"
#120,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[720, 1]], 'dims': [[-1]]}"
#121,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[180, 1]], 'dims': [[-1]]}"
#122,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[15345]], 'dims': [[1, -1]]}"
#123,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[12, 15345]], 'dims': [[-1]]}"
#124,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 12]], 'dims': [[-1]]}"
#125,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[540]], 'dims': [[-1, 12]]}"
#126,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[540]], 'dims': [[-1]]}"
#127,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[184140]], 'dims': [[12, -1]]}"
#128,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11085]], 'dims': [[1, -1]]}"
#129,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[5, 11085]], 'dims': [[-1]]}"
#130,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 5]], 'dims': [[-1]]}"
#131,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[225]], 'dims': [[-1, 5]]}"
#132,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[225]], 'dims': [[-1]]}"
#133,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[55425]], 'dims': [[5, -1]]}"
#134,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[23040]], 'dims': [[-1, 1]]}"
#135,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[5760]], 'dims': [[-1, 1]]}"
#136,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1440]], 'dims': [[-1, 1]]}"
#137,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[360]], 'dims': [[-1, 1]]}"
#138,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[90]], 'dims': [[-1, 1]]}"
#139,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,5,"{'input_tensor': [[84]], 'dims': [[-1, 1]]}"
#140,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[84, 112]], 'dims': [[-1]]}"
#141,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[9408, 1, 4]], 'dims': [[-1, 4]]}"
#142,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[42]], 'dims': [[-1, 1]]}"
#143,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[42, 56]], 'dims': [[-1]]}"
#144,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2352, 1, 4]], 'dims': [[-1, 4]]}"
#145,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[21]], 'dims': [[-1, 1]]}"
#146,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[21, 28]], 'dims': [[-1]]}"
#147,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[588, 1, 4]], 'dims': [[-1, 4]]}"
#148,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[11]], 'dims': [[-1, 1]]}"
#149,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[11, 14]], 'dims': [[-1]]}"
#150,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[154, 1, 4]], 'dims': [[-1, 4]]}"
#151,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[6, 7]], 'dims': [[-1]]}"
#152,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[42, 1, 4]], 'dims': [[-1, 4]]}"
#153,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[9408, 1]], 'dims': [[-1]]}"
#154,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2352, 1]], 'dims': [[-1]]}"
#155,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[588, 1]], 'dims': [[-1]]}"
#156,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[154, 1]], 'dims': [[-1]]}"
#157,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[42, 1]], 'dims': [[-1]]}"
#158,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[10311]], 'dims': [[1, -1]]}"
#159,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[25, 10311]], 'dims': [[-1]]}"
#160,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 25]], 'dims': [[-1]]}"
#161,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[1125]], 'dims': [[-1, 25]]}"
#162,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1125]], 'dims': [[-1]]}"
#163,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[257775]], 'dims': [[25, -1]]}"
#164,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[12544]], 'dims': [[1, -1]]}"
#165,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[4, 12544]], 'dims': [[-1]]}"
#166,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 4]], 'dims': [[-1]]}"
#167,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[180]], 'dims': [[-1, 4]]}"
#168,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[180]], 'dims': [[-1]]}"
#169,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[50176]], 'dims': [[4, -1]]}"
#170,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[18816]], 'dims': [[-1, 1]]}"
#171,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[4704]], 'dims': [[-1, 1]]}"
#172,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1176]], 'dims': [[-1, 1]]}"
#173,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[308]], 'dims': [[-1, 1]]}"
#174,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 1, 1]], 'dims': [[2, 512, -1]]}"
#175,apcnet_r101-d8_512x1024_40k_cityscapes,20,"{'input_tensor': [[2, 512, 8192]], 'dims': [[2, 512, 64, 128]]}"
#176,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 2, 2]], 'dims': [[2, 512, -1]]}"
#177,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 3, 3]], 'dims': [[2, 512, -1]]}"
#178,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 6, 6]], 'dims': [[2, 512, -1]]}"
#179,configs--fashion--2d_kpt_sview_rgb_img--deeppose--deepfashion--res152_deepfashion_full_256x192.py,5,"{'input_tensor': [[2, 2048, 1, 1]], 'dims': [[2, -1]]}"
#180,maml_conv4_1xb105_cub_5way-5shot,10,"{'input_tensor': [[25, 64, 5, 5]], 'dims': [[25, -1]]}"
#181,maml_conv4_1xb105_cub_5way-5shot,5,"{'input_tensor': [[80, 64, 5, 5]], 'dims': [[80, -1]]}"
#182,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 1, 1]], 'dims': [[2, 512, -1]]}"
#183,apcnet_r50-d8_769x769_40k_cityscapes,20,"{'input_tensor': [[2, 512, 9409]], 'dims': [[2, 512, 97, 97]]}"
#184,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 2, 2]], 'dims': [[2, 512, -1]]}"
#185,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 3, 3]], 'dims': [[2, 512, -1]]}"
#186,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 6, 6]], 'dims': [[2, 512, -1]]}"
#187,master_toy_dataset,2,"{'input_tensor': [[512]], 'dims': [[1, -1]]}"
#188,master_toy_dataset,5,"{'input_tensor': [[1, 256, 24, 80]], 'dims': [[1, 256, 24, 80]]}"
#189,master_toy_dataset,5,"{'input_tensor': [[1, 256, 24, 80]], 'dims': [[1, 256, 1920]]}"
#190,master_toy_dataset,5,"{'input_tensor': [[1, 1, 24, 80]], 'dims': [[1, 1, 1920]]}"
#191,master_toy_dataset,15,"{'input_tensor': [[1, 1, 256, 1]], 'dims': [[1, 256, 1, 1]]}"
#192,master_toy_dataset,10,"{'input_tensor': [[1, 256, 12, 40]], 'dims': [[1, 256, 12, 40]]}"
