id,source_neural_network,num_of_calls,parameters
#23,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 32, 24, 4]], 'dims': [[0, 3, 1, 2]]}"
#24,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 16, 12]], 'dims': [[0, 2, 3, 1]]}"
#25,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 16, 12, 4]], 'dims': [[0, 3, 1, 2]]}"
#26,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 8, 6]], 'dims': [[0, 2, 3, 1]]}"
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 8, 6, 4]], 'dims': [[0, 3, 1, 2]]}"
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 128, 96]], 'dims': [[0, 2, 3, 1]]}"
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 64, 48]], 'dims': [[0, 2, 3, 1]]}"
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 32, 24]], 'dims': [[0, 2, 3, 1]]}"
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 16, 12]], 'dims': [[0, 2, 3, 1]]}"
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 8, 6]], 'dims': [[0, 2, 3, 1]]}"
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 76, 104]], 'dims': [[0, 2, 3, 1]]}"
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 76, 104, 4]], 'dims': [[0, 3, 1, 2]]}"
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 38, 52]], 'dims': [[0, 2, 3, 1]]}"
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 38, 52, 4]], 'dims': [[0, 3, 1, 2]]}"
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 19, 26]], 'dims': [[0, 2, 3, 1]]}"
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 19, 26, 4]], 'dims': [[0, 3, 1, 2]]}"
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 10, 13]], 'dims': [[0, 2, 3, 1]]}"
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 10, 13, 4]], 'dims': [[0, 3, 1, 2]]}"
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 5, 7]], 'dims': [[0, 2, 3, 1]]}"
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 5, 7, 4]], 'dims': [[0, 3, 1, 2]]}"
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 76, 104]], 'dims': [[0, 2, 3, 1]]}"
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 38, 52]], 'dims': [[0, 2, 3, 1]]}"
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 19, 26]], 'dims': [[0, 2, 3, 1]]}"
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 10, 13]], 'dims': [[0, 2, 3, 1]]}"
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 5, 7]], 'dims': [[0, 2, 3, 1]]}"
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 80, 144]], 'dims': [[0, 2, 3, 1]]}"
#49,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 80, 144, 4]], 'dims': [[0, 3, 1, 2]]}"
#50,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 40, 72]], 'dims': [[0, 2, 3, 1]]}"
#51,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 40, 72, 4]], 'dims': [[0, 3, 1, 2]]}"
#52,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 20, 36]], 'dims': [[0, 2, 3, 1]]}"
#53,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 20, 36, 4]], 'dims': [[0, 3, 1, 2]]}"
#54,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 10, 18]], 'dims': [[0, 2, 3, 1]]}"
#55,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 10, 18, 4]], 'dims': [[0, 3, 1, 2]]}"
#56,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 5, 9]], 'dims': [[0, 2, 3, 1]]}"
#57,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 5, 9, 4]], 'dims': [[0, 3, 1, 2]]}"
#58,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 80, 144]], 'dims': [[0, 2, 3, 1]]}"
#59,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 40, 72]], 'dims': [[0, 2, 3, 1]]}"
#60,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 20, 36]], 'dims': [[0, 2, 3, 1]]}"
#61,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 10, 18]], 'dims': [[0, 2, 3, 1]]}"
#62,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 5, 9]], 'dims': [[0, 2, 3, 1]]}"
#63,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 84, 112]], 'dims': [[0, 2, 3, 1]]}"
#64,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 84, 112, 4]], 'dims': [[0, 3, 1, 2]]}"
#65,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 42, 56]], 'dims': [[0, 2, 3, 1]]}"
#66,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 42, 56, 4]], 'dims': [[0, 3, 1, 2]]}"
#67,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 21, 28]], 'dims': [[0, 2, 3, 1]]}"
#68,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 21, 28, 4]], 'dims': [[0, 3, 1, 2]]}"
#69,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 11, 14]], 'dims': [[0, 2, 3, 1]]}"
#70,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 11, 14, 4]], 'dims': [[0, 3, 1, 2]]}"
#71,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[2, 4, 6, 7]], 'dims': [[0, 2, 3, 1]]}"
#72,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[2, 6, 7, 4]], 'dims': [[0, 3, 1, 2]]}"
#73,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 84, 112]], 'dims': [[0, 2, 3, 1]]}"
#74,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 42, 56]], 'dims': [[0, 2, 3, 1]]}"
#75,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 21, 28]], 'dims': [[0, 2, 3, 1]]}"
#76,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 11, 14]], 'dims': [[0, 2, 3, 1]]}"
#77,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2, 80, 6, 7]], 'dims': [[0, 2, 3, 1]]}"
#78,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 1]], 'dims': [[0, 2, 1]]}"
#79,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 1, 64, 128]], 'dims': [[0, 2, 3, 1]]}"
#80,apcnet_r101-d8_512x1024_40k_cityscapes,20,"{'input_tensor': [[2, 8192, 512]], 'dims': [[0, 2, 1]]}"
#81,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 4]], 'dims': [[0, 2, 1]]}"
#82,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 4, 64, 128]], 'dims': [[0, 2, 3, 1]]}"
#83,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 9]], 'dims': [[0, 2, 1]]}"
#84,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 9, 64, 128]], 'dims': [[0, 2, 3, 1]]}"
#85,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 36]], 'dims': [[0, 2, 1]]}"
#86,apcnet_r101-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 36, 64, 128]], 'dims': [[0, 2, 3, 1]]}"
#87,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 128, 2]], 'dims': [[0, 2, 1]]}"
#88,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 36, 36, 128]], 'dims': [[0, 3, 1, 2]]}"
#89,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,150,"{'input_tensor': [[1, 2, 16, 1024]], 'dims': [[1, 2, 0, 3]]}"
#90,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[1, 2, 3, 1024]], 'dims': [[1, 2, 0, 3]]}"
#91,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 1]], 'dims': [[0, 2, 1]]}"
#92,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 1, 97, 97]], 'dims': [[0, 2, 3, 1]]}"
#93,apcnet_r50-d8_769x769_40k_cityscapes,20,"{'input_tensor': [[2, 9409, 512]], 'dims': [[0, 2, 1]]}"
#94,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 4]], 'dims': [[0, 2, 1]]}"
#95,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 4, 97, 97]], 'dims': [[0, 2, 3, 1]]}"
#96,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 9]], 'dims': [[0, 2, 1]]}"
#97,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 9, 97, 97]], 'dims': [[0, 2, 3, 1]]}"
#98,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 512, 36]], 'dims': [[0, 2, 1]]}"
#99,apcnet_r50-d8_769x769_40k_cityscapes,5,"{'input_tensor': [[2, 36, 97, 97]], 'dims': [[0, 2, 3, 1]]}"
#100,master_toy_dataset,5,"{'input_tensor': [[1, 512, 240]], 'dims': [[0, 2, 1]]}"
#101,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 512, 8, 8, 16, 8]], 'dims': [[0, 3, 5, 1, 2, 4]]}"
#102,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[128, 256, 128]], 'dims': [[0, 2, 1]]}"
#103,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[128, 512, 128]], 'dims': [[0, 2, 1]]}"
#104,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[128, 128, 512]], 'dims': [[0, 2, 1]]}"
#105,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 8, 8, 512, 8, 16]], 'dims': [[0, 4, 5, 3, 1, 2]]}"
#106,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[256, 256, 64]], 'dims': [[0, 2, 1]]}"
#107,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[256, 512, 64]], 'dims': [[0, 2, 1]]}"
#108,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[256, 64, 512]], 'dims': [[0, 2, 1]]}"
#109,isanet_r50-d8_512x1024_40k_cityscapes,5,"{'input_tensor': [[2, 8, 16, 512, 8, 8]], 'dims': [[0, 3, 1, 4, 2, 5]]}"
#110,nonlocal_r101-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 256, 8192]], 'dims': [[0, 2, 1]]}"
#111,nonlocal_r101-d8_512x1024_80k_cityscapes,5,"{'input_tensor': [[2, 8192, 256]], 'dims': [[0, 2, 1]]}"
#112,attention-rpn_r50_c4_voc-split1_base-training,10,"{'input_tensor': [[1, 1024, 1, 1]], 'dims': [[1, 0, 2, 3]]}"
#113,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 15, 34, 48]], 'dims': [[0, 2, 3, 1]]}"
#114,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 60, 34, 48]], 'dims': [[0, 2, 3, 1]]}"
#115,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[15, 34, 48]], 'dims': [[1, 2, 0]]}"
#116,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[60, 34, 48]], 'dims': [[1, 2, 0]]}"
#117,attention-rpn_r50_c4_voc-split1_base-training,10,"{'input_tensor': [[1, 2048, 7, 7]], 'dims': [[1, 0, 2, 3]]}"
#118,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 15, 39, 28]], 'dims': [[0, 2, 3, 1]]}"
#119,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 60, 39, 28]], 'dims': [[0, 2, 3, 1]]}"
#120,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[15, 39, 28]], 'dims': [[1, 2, 0]]}"
#121,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[60, 39, 28]], 'dims': [[1, 2, 0]]}"
#122,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 15, 42, 30]], 'dims': [[0, 2, 3, 1]]}"
#123,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 60, 42, 30]], 'dims': [[0, 2, 3, 1]]}"
#124,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[15, 42, 30]], 'dims': [[1, 2, 0]]}"
#125,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[60, 42, 30]], 'dims': [[1, 2, 0]]}"
#126,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 15, 30, 59]], 'dims': [[0, 2, 3, 1]]}"
#127,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 60, 30, 59]], 'dims': [[0, 2, 3, 1]]}"
#128,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[15, 30, 59]], 'dims': [[1, 2, 0]]}"
#129,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[60, 30, 59]], 'dims': [[1, 2, 0]]}"
#130,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 15, 35, 30]], 'dims': [[0, 2, 3, 1]]}"
#131,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_tensor': [[2, 60, 35, 30]], 'dims': [[0, 2, 3, 1]]}"
#132,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[15, 35, 30]], 'dims': [[1, 2, 0]]}"
#133,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_tensor': [[60, 35, 30]], 'dims': [[1, 2, 0]]}"
#134,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 256, 9409]], 'dims': [[0, 2, 1]]}"
#135,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 256, 110]], 'dims': [[0, 2, 1]]}"
#136,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 9409, 256]], 'dims': [[0, 2, 1]]}"
#137,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 56, 56, 64]], 'dims': [[0, 3, 1, 2]]}"
#138,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 28, 28, 128]], 'dims': [[0, 3, 1, 2]]}"
#139,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 14, 14, 320]], 'dims': [[0, 3, 1, 2]]}"
#140,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 7, 7, 512]], 'dims': [[0, 3, 1, 2]]}"
#141,raft_8x2_100k_flyingchairs_368x496,5,"{'input_tensor': [[2, 256, 2852]], 'dims': [[0, 2, 1]]}"
#142,raft_8x2_100k_flyingchairs_368x496,10,"{'input_tensor': [[2, 2, 46, 62]], 'dims': [[0, 2, 3, 1]]}"
#143,raft_8x2_100k_flyingchairs_368x496,10,"{'input_tensor': [[2, 46, 62, 324]], 'dims': [[0, 3, 1, 2]]}"
#144,raft_8x2_100k_flyingchairs_368x496,10,"{'input_tensor': [[2, 2, 8, 8, 46, 62]], 'dims': [[0, 1, 4, 2, 5, 3]]}"
#145,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 243, 69, 69]], 'dims': [[0, 2, 3, 1]]}"
#146,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 243, 35, 35]], 'dims': [[0, 2, 3, 1]]}"
#147,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 243, 18, 18]], 'dims': [[0, 2, 3, 1]]}"
#148,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 243, 9, 9]], 'dims': [[0, 2, 3, 1]]}"
#149,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 243, 5, 5]], 'dims': [[0, 2, 3, 1]]}"
#150,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 12, 69, 69]], 'dims': [[0, 2, 3, 1]]}"
#151,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 12, 35, 35]], 'dims': [[0, 2, 3, 1]]}"
#152,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 12, 18, 18]], 'dims': [[0, 2, 3, 1]]}"
#153,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 12, 9, 9]], 'dims': [[0, 2, 3, 1]]}"
#154,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 12, 5, 5]], 'dims': [[0, 2, 3, 1]]}"
#155,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 32, 138, 138]], 'dims': [[0, 2, 3, 1]]}"
#156,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 96, 69, 69]], 'dims': [[0, 2, 3, 1]]}"
#157,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 96, 35, 35]], 'dims': [[0, 2, 3, 1]]}"
#158,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 96, 18, 18]], 'dims': [[0, 2, 3, 1]]}"
#159,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 96, 9, 9]], 'dims': [[0, 2, 3, 1]]}"
#160,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 96, 5, 5]], 'dims': [[0, 2, 3, 1]]}"
#161,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 3]], 'dims': [[2, 0, 1]]}"
#162,yolact_r50_8x8_coco,2,"{'input_tensor': [[138, 138, 26]], 'dims': [[2, 0, 1]]}"
#163,yolact_r50_8x8_coco,2,"{'input_tensor': [[138, 138, 36]], 'dims': [[2, 0, 1]]}"
#164,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 7]], 'dims': [[2, 0, 1]]}"
#165,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 10]], 'dims': [[2, 0, 1]]}"
#166,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 12]], 'dims': [[2, 0, 1]]}"
#167,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 18]], 'dims': [[2, 0, 1]]}"
#168,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 29]], 'dims': [[2, 0, 1]]}"
#169,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 4]], 'dims': [[2, 0, 1]]}"
#170,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 9]], 'dims': [[2, 0, 1]]}"
#171,yolact_r50_8x8_coco,2,"{'input_tensor': [[138, 138, 13]], 'dims': [[2, 0, 1]]}"
#172,yolact_r50_8x8_coco,3,"{'input_tensor': [[138, 138, 11]], 'dims': [[2, 0, 1]]}"
#173,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 22]], 'dims': [[2, 0, 1]]}"
#174,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 6]], 'dims': [[2, 0, 1]]}"
#175,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 42]], 'dims': [[2, 0, 1]]}"
#176,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 37]], 'dims': [[2, 0, 1]]}"
#177,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 16]], 'dims': [[2, 0, 1]]}"
#178,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 8]], 'dims': [[2, 0, 1]]}"
#179,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 5]], 'dims': [[2, 0, 1]]}"
#180,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 23]], 'dims': [[2, 0, 1]]}"
#181,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 25]], 'dims': [[2, 0, 1]]}"
#182,yolact_r50_8x8_coco,2,"{'input_tensor': [[138, 138, 1]], 'dims': [[2, 0, 1]]}"
#183,yolact_r50_8x8_coco,1,"{'input_tensor': [[138, 138, 58]], 'dims': [[2, 0, 1]]}"
