id,source_neural_network,num_of_calls,parameters
#45,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[76]], 'dim': [[0]]}"
#46,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[64, 76, 3, 3]], 'dim': [[0]]}"
#47,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 76]], 'dim': [[1]]}"
#48,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 76]], 'dim': [[3]]}"
#49,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 76, 1]], 'dim': [[4]]}"
#50,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64]], 'dim': [[2]]}"
#51,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64, 1]], 'dim': [[3]]}"
#52,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64, 1, 1]], 'dim': [[4]]}"
#53,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[64]], 'dim': [[0]]}"
#54,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[54, 64, 3, 3]], 'dim': [[0]]}"
#55,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 64]], 'dim': [[1]]}"
#56,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 64]], 'dim': [[3]]}"
#57,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 64, 1]], 'dim': [[4]]}"
#58,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54]], 'dim': [[2]]}"
#59,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54, 1]], 'dim': [[3]]}"
#60,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54, 1, 1]], 'dim': [[4]]}"
#61,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[54]], 'dim': [[0]]}"
#62,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[45, 54, 3, 3]], 'dim': [[0]]}"
#63,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 54]], 'dim': [[1]]}"
#64,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 54]], 'dim': [[3]]}"
#65,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 54, 1]], 'dim': [[4]]}"
#66,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45]], 'dim': [[2]]}"
#67,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45, 1]], 'dim': [[3]]}"
#68,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45, 1, 1]], 'dim': [[4]]}"
#69,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[45]], 'dim': [[0]]}"
#70,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[38, 45, 3, 3]], 'dim': [[0]]}"
#71,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 45]], 'dim': [[1]]}"
#72,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 45]], 'dim': [[3]]}"
#73,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 45, 1]], 'dim': [[4]]}"
#74,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38]], 'dim': [[2]]}"
#75,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38, 1]], 'dim': [[3]]}"
#76,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38, 1, 1]], 'dim': [[4]]}"
#77,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[38]], 'dim': [[0]]}"
#78,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[32, 38, 3, 3]], 'dim': [[0]]}"
#79,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 38]], 'dim': [[1]]}"
#80,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 38]], 'dim': [[3]]}"
#81,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 38, 1]], 'dim': [[4]]}"
#82,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32]], 'dim': [[2]]}"
#83,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32, 1]], 'dim': [[3]]}"
#84,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32, 1, 1]], 'dim': [[4]]}"
#85,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[32]], 'dim': [[0]]}"
#86,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[27, 32, 3, 3]], 'dim': [[0]]}"
#87,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 32]], 'dim': [[3]]}"
#88,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 32, 1]], 'dim': [[4]]}"
#89,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27]], 'dim': [[2]]}"
#90,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27, 1]], 'dim': [[3]]}"
#91,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27, 1, 1]], 'dim': [[4]]}"
#92,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[27]], 'dim': [[0]]}"
#93,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[23, 27, 3, 3]], 'dim': [[0]]}"
#94,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 27]], 'dim': [[1]]}"
#95,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 27]], 'dim': [[3]]}"
#96,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 27, 1]], 'dim': [[4]]}"
#97,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23]], 'dim': [[2]]}"
#98,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23, 1]], 'dim': [[3]]}"
#99,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23, 1, 1]], 'dim': [[4]]}"
#100,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[23]], 'dim': [[0]]}"
#101,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[19, 23, 3, 3]], 'dim': [[0]]}"
#102,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 23]], 'dim': [[1]]}"
#103,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 23]], 'dim': [[3]]}"
#104,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 23, 1]], 'dim': [[4]]}"
#105,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19]], 'dim': [[2]]}"
#106,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19, 1]], 'dim': [[3]]}"
#107,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19, 1, 1]], 'dim': [[4]]}"
#108,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[19]], 'dim': [[0]]}"
#109,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[16, 19, 3, 3]], 'dim': [[0]]}"
#110,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 19]], 'dim': [[1]]}"
#111,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 19]], 'dim': [[3]]}"
#112,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 19, 1]], 'dim': [[4]]}"
#113,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16]], 'dim': [[2]]}"
#114,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16, 1]], 'dim': [[3]]}"
#115,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16, 1, 1]], 'dim': [[4]]}"
#116,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[16]], 'dim': [[0]]}"
#117,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[16, 16, 3, 3]], 'dim': [[0]]}"
#118,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 16]], 'dim': [[1]]}"
#119,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 16]], 'dim': [[3]]}"
#120,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 16, 1]], 'dim': [[4]]}"
#121,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[3, 16, 1, 1]], 'dim': [[0]]}"
#122,apcnet_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}"
#123,deeplabv3_unet_s5-d16_ce-1.0-dice-3.0_64x64_40k_drive,10,"{'input_tensor': [[4, 64, 64]], 'dim': [[0]]}"
#124,master_toy_dataset,1,"{'input_tensor': [[31]], 'dim': [[-1]]}"
#125,master_toy_dataset,1,"{'input_tensor': [[31, 512]], 'dim': [[0]]}"
#126,master_toy_dataset,1,"{'input_tensor': [[240]], 'dim': [[-1]]}"
#127,master_toy_dataset,1,"{'input_tensor': [[240, 512]], 'dim': [[0]]}"
#128,master_toy_dataset,5,"{'input_tensor': [[1, 256, 1920]], 'dim': [[1]]}"
#129,master_toy_dataset,5,"{'input_tensor': [[1, 1, 1920]], 'dim': [[-1]]}"
#130,master_toy_dataset,10,"{'input_tensor': [[1, 256, 480]], 'dim': [[1]]}"
#131,master_toy_dataset,10,"{'input_tensor': [[1, 1, 480]], 'dim': [[-1]]}"
#132,master_toy_dataset,40,"{'input_tensor': [[1, 512, 240]], 'dim': [[1]]}"
#133,master_toy_dataset,40,"{'input_tensor': [[1, 1, 240]], 'dim': [[-1]]}"
#134,master_toy_dataset,5,"{'input_tensor': [[1, 30]], 'dim': [[1]]}"
#135,master_toy_dataset,5,"{'input_tensor': [[1, 1, 30]], 'dim': [[3]]}"
#136,isanet_r50-d8_512x1024_40k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}"
#137,gcnet_r50-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 512, 4096]], 'dim': [[1]]}"
#138,gcnet_r50-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 1, 4096]], 'dim': [[-1]]}"
#139,gcnet_r50-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#140,pspnet_r101-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#141,nonlocal_r101-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}"
#142,fcn_hr48_4x4_512x512_80k_vaihingen,5,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#143,pspnet_unet_s5-d16_128x128_40k_chase_db1,10,"{'input_tensor': [[4, 128, 128]], 'dim': [[0]]}"
#144,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 34, 48]], 'dim': [[0]]}"
#145,attention-rpn_r50_c4_voc-split1_base-training,40,"{'input_tensor': [[4]], 'dim': [[0]]}"
#146,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 39, 28]], 'dim': [[0]]}"
#147,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 42, 30]], 'dim': [[0]]}"
#148,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 30, 59]], 'dim': [[0]]}"
#149,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 35, 30]], 'dim': [[0]]}"
#150,deeplabv3plus_r101-d8_480x480_80k_pascal_context_59,10,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}"
#151,fcn_hr18s_480x480_80k_pascal_context,5,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}"
#152,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}"
#153,fcn_hr48_512x512_40k_voc12aug,5,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#154,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,5,"{'input_tensor': [[16]], 'dim': [[0]]}"
#155,dmnet_r50-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#156,yolact_r50_8x8_coco,80,"{'input_tensor': [[4]], 'dim': [[0]]}"
#157,yolact_r50_8x8_coco,22,"{'input_tensor': [[1, 550, 550]], 'dim': [[0]]}"
#158,yolact_r50_8x8_coco,2,"{'input_tensor': [[10, 550, 550]], 'dim': [[0]]}"
#159,yolact_r50_8x8_coco,4,"{'input_tensor': [[17, 550, 550]], 'dim': [[0]]}"
#160,yolact_r50_8x8_coco,6,"{'input_tensor': [[3, 550, 550]], 'dim': [[0]]}"
#161,yolact_r50_8x8_coco,10,"{'input_tensor': [[2, 550, 550]], 'dim': [[0]]}"
#162,yolact_r50_8x8_coco,4,"{'input_tensor': [[6, 550, 550]], 'dim': [[0]]}"
#163,yolact_r50_8x8_coco,6,"{'input_tensor': [[8, 550, 550]], 'dim': [[0]]}"
#164,yolact_r50_8x8_coco,4,"{'input_tensor': [[12, 550, 550]], 'dim': [[0]]}"
#165,yolact_r50_8x8_coco,10,"{'input_tensor': [[4, 550, 550]], 'dim': [[0]]}"
#166,yolact_r50_8x8_coco,2,"{'input_tensor': [[16, 550, 550]], 'dim': [[0]]}"
#167,yolact_r50_8x8_coco,2,"{'input_tensor': [[35, 550, 550]], 'dim': [[0]]}"
#168,yolact_r50_8x8_coco,2,"{'input_tensor': [[22, 550, 550]], 'dim': [[0]]}"
#169,yolact_r50_8x8_coco,2,"{'input_tensor': [[11, 550, 550]], 'dim': [[0]]}"
#170,yolact_r50_8x8_coco,2,"{'input_tensor': [[5, 550, 550]], 'dim': [[0]]}"
#171,yolact_r50_8x8_coco,2,"{'input_tensor': [[20, 550, 550]], 'dim': [[0]]}"
#172,lraspp_m-v3s-d8_scratch_512x1024_320k_cityscapes,5,"{'input_tensor': [[4, 512, 1024]], 'dim': [[0]]}"
#173,neg-margin_cosine_conv4_1xb64_cub_5way-1shot,5,"{'input_tensor': [[64]], 'dim': [[1]]}"
#174,fcn_unet_s5-d16_256x256_40k_hrf,10,"{'input_tensor': [[4, 256, 256]], 'dim': [[0]]}"
#175,ann_r50-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#176,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 8192, 512]], 'dim': [[2]]}"
#177,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,5,"{'input_tensor': [[2, 8192, 32]], 'dim': [[3]]}"
#178,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}"
#179,encnet_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 4096, 512]], 'dim': [[2]]}"
#180,encnet_r101-d8_512x512_20k_voc12aug,5,"{'input_tensor': [[4, 4096, 32]], 'dim': [[3]]}"
#181,encnet_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#182,deeplabv3plus_r18-d8_512x512_80k_potsdam,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#183,pspnet_unet_s5-d16_ce-1.0-dice-3.0_64x64_40k_drive,10,"{'input_tensor': [[4, 64, 64]], 'dim': [[0]]}"
#184,fcn_unet_s5-d16_64x64_40k_drive,10,"{'input_tensor': [[4, 64, 64]], 'dim': [[0]]}"
#185,pspnet_r50-d8_480x480_80k_pascal_context,10,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}"
#186,deeplabv3plus_r101-d8_769x769_80k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}"
#187,pspnet_r101-d8_512x1024_40k_dark,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}"
#188,ann_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#189,deeplabv3plus_r50-d8_512x1024_40k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}"
#190,nonlocal_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}"
#191,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,10,"{'input_tensor': [[4, 4096, 512]], 'dim': [[2]]}"
#192,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,5,"{'input_tensor': [[4, 4096, 32]], 'dim': [[3]]}"
#193,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#194,dh_faster_rcnn_r50_fpn_1x_coco,40,"{'input_tensor': [[4]], 'dim': [[0]]}"
#195,fcn_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#196,fastfcn_r50-d32_jpu_psp_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#197,drrg_r50_fpn_unet_1200e_ctw1500,20,"{'input_tensor': [[38, 800, 800]], 'dim': [[0]]}"
#198,deeplabv3_r101-d8_512x512_4x4_20k_coco-stuff10k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#199,deeplabv3plus_r101-d8_512x512_80k_potsdam,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#200,fastfcn_r50-d32_jpu_aspp_512x512_160k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}"
#201,faster_rcnn_r50_fpn_groie_1x_coco,40,"{'input_tensor': [[4]], 'dim': [[0]]}"
#202,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'input_tensor': [[7, 1]], 'dim': [[1]]}"
#203,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'input_tensor': [[4, 1]], 'dim': [[0]]}"
#204,faster_rcnn_r50_fpn_groie_1x_coco,5,"{'input_tensor': [[1024, 6, 7, 7, 4]], 'dim': [[4]]}"
#205,faster_rcnn_r50_fpn_groie_1x_coco,5,"{'input_tensor': [[1024, 6, 7, 7, 4]], 'dim': [[5]]}"
#206,ddod_r50_fpn_1x_coco,40,"{'input_tensor': [[4]], 'dim': [[0]]}"
#207,decoupled_solo_r50_fpn_1x_coco,3,"{'input_tensor': [[]], 'dim': [[0]]}"
#208,fcn_hr48_480x480_40k_pascal_context,5,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}"
