id,source_neural_network,num_of_calls,parameters
#126,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[2, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#127,isanet_r50-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#128,deeplabv3_r50-d8_512x512_40k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#129,deeplabv3plus_s101-d8_512x512_160k_ade20k,15,"{'input_tensor': [[4, 1, 2, 64]], 'dim0': [[1]], 'dim1': [[2]]}"
#130,deeplabv3plus_s101-d8_512x512_160k_ade20k,20,"{'input_tensor': [[4, 1, 2, 128]], 'dim0': [[1]], 'dim1': [[2]]}"
#131,deeplabv3plus_s101-d8_512x512_160k_ade20k,115,"{'input_tensor': [[4, 1, 2, 256]], 'dim0': [[1]], 'dim1': [[2]]}"
#132,deeplabv3plus_s101-d8_512x512_160k_ade20k,15,"{'input_tensor': [[4, 1, 2, 512]], 'dim0': [[1]], 'dim1': [[2]]}"
#133,deeplabv3plus_s101-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#134,ocrnet_hr18s_512x512_40k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#135,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 64]], 'dim0': [[1]], 'dim1': [[2]]}"
#136,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,20,"{'input_tensor': [[2, 1, 2, 128]], 'dim0': [[1]], 'dim1': [[2]]}"
#137,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,115,"{'input_tensor': [[2, 1, 2, 256]], 'dim0': [[1]], 'dim1': [[2]]}"
#138,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 512]], 'dim0': [[1]], 'dim1': [[2]]}"
#139,deeplabv3plus_r101-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}"
#140,pspnet_r50-d8_4x4_512x512_80k_potsdam,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#141,encnet_r101-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 512, 4096]], 'dim0': [[1]], 'dim1': [[2]]}"
#142,encnet_r101-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#143,pspnet_r50-d8_512x512_4x4_160k_coco-stuff164k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#144,pointrend_r50_512x512_160k_ade20k,5,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#145,pointrend_r50_512x512_160k_ade20k,5,"{'input_tensor': [[4, 1, 2048]], 'dim0': [[0]], 'dim1': [[1]]}"
#146,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,2,"{'input_tensor': [[4, 128]], 'dim0': [[0]], 'dim1': [[1]]}"
#147,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,2,"{'input_tensor': [[4, 256]], 'dim0': [[0]], 'dim1': [[1]]}"
#148,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,2,"{'input_tensor': [[4, 512]], 'dim0': [[0]], 'dim1': [[1]]}"
#149,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,1,"{'input_tensor': [[256, 4, 128]], 'dim0': [[1]], 'dim1': [[2]]}"
#150,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,1,"{'input_tensor': [[512, 4, 256]], 'dim0': [[1]], 'dim1': [[2]]}"
#151,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,1,"{'input_tensor': [[1024, 4, 512]], 'dim0': [[1]], 'dim1': [[2]]}"
#152,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input_tensor': [[2, 128, 6912]], 'dim0': [[1]], 'dim1': [[2]]}"
#153,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,10,"{'input_tensor': [[96, 4, 144, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}"
#154,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,10,"{'input_tensor': [[96, 4, 144, 32]], 'dim0': [[1]], 'dim1': [[2]]}"
#155,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input_tensor': [[2, 512, 1728]], 'dim0': [[1]], 'dim1': [[2]]}"
#156,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,10,"{'input_tensor': [[24, 8, 144, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}"
#157,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,10,"{'input_tensor': [[24, 8, 144, 32]], 'dim0': [[1]], 'dim1': [[2]]}"
#158,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,5,"{'input_tensor': [[2, 1024, 432]], 'dim0': [[1]], 'dim1': [[2]]}"
