id,source_neural_network,num_of_calls,parameters
#195,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[403200]]}
#196,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[100800]]}
#197,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[25200]]}
#198,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[6300]]}
#199,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[1638]]}
#200,rpn_r101_fpn_1x_coco,6,{'nonzero_0': [[217185]]}
#201,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[218276]]}
#202,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[364800]]}
#203,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[91200]]}
#204,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[22800]]}
#205,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[5700]]}
#206,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[1482]]}
#207,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[192300]]}
#208,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[176125]]}
#209,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[217700]]}
#210,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[61, 163206]]}"
#211,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[66, 163206]]}"
#212,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[30, 182403]]}"
#213,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[23, 182403]]}"
#214,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[68, 163206]]}"
#215,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[9, 163206]]}"
#216,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[1, 182403]]}"
#217,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'nonzero_0': [[9, 182403]]}"
#218,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[18, 182403]]}"
#219,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[230202]]}
#220,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[138120]]}
#221,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[345600]]}
#222,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[86400]]}
#223,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[21600]]}
#224,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[5400]]}
#225,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[1404]]}
#226,point_rend_r50_caffe_fpn_mstrain_3x_coco,10,{'nonzero_0': [[1000]]}
#227,point_rend_r50_caffe_fpn_mstrain_3x_coco,6,{'nonzero_0': [[1001]]}
#228,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1010]]}
#229,point_rend_r50_caffe_fpn_mstrain_3x_coco,20,{'nonzero_0': [[1024]]}
#230,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[123783]]}
#231,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[157542]]}
#232,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[236544]]}
#233,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[59136]]}
#234,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[14784]]}
#235,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[3696]]}
#236,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[924]]}
#237,point_rend_r50_caffe_fpn_mstrain_3x_coco,8,{'nonzero_0': [[1002]]}
#238,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1005]]}
#239,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[214848]]}
#240,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[182391]]}
#241,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[322560]]}
#242,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[80640]]}
#243,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[20160]]}
#244,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[5040]]}
#245,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1296]]}
#246,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[217413]]}
#247,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[225603]]}
#248,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[403200]]}
#249,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[100800]]}
#250,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[25200]]}
#251,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[6300]]}
#252,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[1638]]}
#253,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[150402]]}
#254,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[220968]]}
#255,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[331776]]}
#256,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[82944]]}
#257,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[20736]]}
#258,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[5184]]}
#259,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1003]]}
#260,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[191769]]}
#261,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[326400]]}
#262,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[81600]]}
#263,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[20400]]}
#264,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[5100]]}
#265,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[1326]]}
#266,detectors_htc_r50_1x_coco,10,{'nonzero_0': [[2000]]}
#267,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[2013]]}
#268,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[2011]]}
#269,detectors_htc_r50_1x_coco,90,{'nonzero_0': [[1024]]}
#270,detectors_htc_r50_1x_coco,5,{'nonzero_0': [[499]]}
#271,detectors_htc_r50_1x_coco,100,{'nonzero_0': [[512]]}
#272,detectors_htc_r50_1x_coco,5,{'nonzero_0': [[501]]}
#273,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[50]]}
#274,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[28]]}
#275,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[25]]}
#276,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[241557]]}
#277,detectors_htc_r50_1x_coco,6,{'nonzero_0': [[192300]]}
#278,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[403200]]}
#279,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[100800]]}
#280,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[25200]]}
#281,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[6300]]}
#282,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[1638]]}
#283,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[2016]]}
#284,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[2003]]}
#285,detectors_htc_r50_1x_coco,5,{'nonzero_0': [[496]]}
#286,detectors_htc_r50_1x_coco,10,{'nonzero_0': [[509]]}
#287,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[26]]}
#288,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[23]]}
#289,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[19]]}
#290,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[217374]]}
#291,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[364800]]}
#292,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[91200]]}
#293,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[22800]]}
#294,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[5700]]}
#295,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[1482]]}
#296,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[2002]]}
#297,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[2001]]}
#298,detectors_htc_r50_1x_coco,5,{'nonzero_0': [[510]]}
#299,detectors_htc_r50_1x_coco,5,{'nonzero_0': [[511]]}
#300,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[6]]}
#301,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[4]]}
#302,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[3]]}
#303,detectors_htc_r50_1x_coco,2,{'nonzero_0': [[222167]]}
#304,detectors_htc_r50_1x_coco,4,{'nonzero_0': [[217185]]}
#305,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[374400]]}
#306,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[93600]]}
#307,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[23400]]}
#308,detectors_htc_r50_1x_coco,1,{'nonzero_0': [[5850]]}
