id,source_neural_network,num_of_calls,parameters
#10,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,23,"{'dim': [[False]], 'tensor0': [[2, 9, 42, 56]], 'tensor1': [[2, 9, 42, 56]]}"
#11,master_toy_dataset,540,"{'dim': [[False]], 'tensor0': [[3]], 'tensor1': [[3]]}"
#12,attention-rpn_r50_c4_voc-split1_base-training,200,"{'dim': [[False]], 'tensor0': [[1, 1]], 'tensor1': [[1, 4]]}"
#13,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[0]], 'tensor0': [[1, 5]], 'tensor1': [[1, 5]], 'tensor2': [[1, 5]], 'tensor3': [[1, 5]], 'tensor4': [[1, 5]], 'tensor5': [[1, 5]], 'tensor6': [[1, 5]], 'tensor7': [[1, 5]], 'tensor8': [[1, 5]], 'tensor9': [[1, 5]], 'tensor10': [[1, 5]], 'tensor11': [[1, 5]], 'tensor12': [[1, 5]], 'tensor13': [[1, 5]], 'tensor14': [[1, 5]], 'tensor15': [[1, 5]], 'tensor16': [[1, 5]], 'tensor17': [[1, 5]], 'tensor18': [[1, 5]], 'tensor19': [[1, 5]]}"
#14,attention-rpn_r50_c4_voc-split1_base-training,20,"{'dim': [[False]], 'tensor0': [[12000]]}"
#15,attention-rpn_r50_c4_voc-split1_base-training,20,"{'dim': [[False]], 'tensor0': [[12000, 4]]}"
#16,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[False]], 'tensor0': [[12000, 2]], 'tensor1': [[12000, 2]]}"
#17,attention-rpn_r50_c4_voc-split1_base-training,8,"{'dim': [[False]], 'tensor0': [[3]], 'tensor1': [[2000]]}"
#18,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[False]], 'tensor0': [[128, 1]], 'tensor1': [[128, 4]]}"
#19,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[1]], 'tensor0': [[128, 2048]], 'tensor1': [[128, 2048]]}"
#20,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[1]], 'tensor0': [[128, 2048, 7, 7]], 'tensor1': [[128, 2048, 7, 7]]}"
#21,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[0]], 'tensor0': [[128]], 'tensor1': [[128]]}"
#22,attention-rpn_r50_c4_voc-split1_base-training,10,"{'dim': [[0]], 'tensor0': [[128, 4]], 'tensor1': [[128, 4]]}"
#23,attention-rpn_r50_c4_voc-split1_base-training,6,"{'dim': [[False]], 'tensor0': [[1, 4]], 'tensor1': [[2000, 4]]}"
#24,attention-rpn_r50_c4_voc-split1_base-training,24,"{'dim': [[False]], 'tensor0': [[1]], 'tensor1': [[2000]]}"
#25,attention-rpn_r50_c4_voc-split1_base-training,8,"{'dim': [[False]], 'tensor0': [[2]], 'tensor1': [[2000]]}"
#26,ann_r50-d8_769x769_40k_cityscapes,20,"{'dim': [[False]], 'tensor0': [[2, 256, 1]], 'tensor1': [[2, 256, 9]], 'tensor2': [[2, 256, 36]], 'tensor3': [[2, 256, 64]]}"
#27,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,20,"{'dim': [[False]], 'tensor0': [[16, 256, 4, 4]], 'tensor1': [[16, 256, 4, 4]]}"
#28,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,20,"{'dim': [[False]], 'tensor0': [[16, 256, 8, 8]], 'tensor1': [[16, 256, 8, 8]]}"
#29,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,15,"{'dim': [[False]], 'tensor0': [[16, 256, 16, 16]], 'tensor1': [[16, 256, 16, 16]]}"
#30,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,15,"{'dim': [[False]], 'tensor0': [[16, 128, 32, 32]], 'tensor1': [[16, 128, 32, 32]]}"
#31,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,10,"{'dim': [[False]], 'tensor0': [[16]]}"
#32,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,60,"{'dim': [[False]], 'tensor0': [[16, 3, 32, 32]]}"
#33,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,10,"{'dim': [[False]], 'tensor0': [[16, 1, 1, 1]]}"
#34,dmnet_r50-d8_512x512_160k_ade20k,1620,"{'dim': [[False]], 'tensor0': [[3]], 'tensor1': [[3]]}"
#35,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,6,"{'dim': [[False]], 'tensor0': [[320, 320]], 'tensor1': [[640, 320]]}"
#36,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,6,"{'dim': [[False]], 'tensor0': [[320]], 'tensor1': [[640]]}"
#37,raft_8x2_100k_flyingchairs_368x496,10,"{'dim': [[False]], 'tensor0': [[2, 46, 62, 81]], 'tensor1': [[2, 46, 62, 81]], 'tensor2': [[2, 46, 62, 81]], 'tensor3': [[2, 46, 62, 81]]}"
#38,raft_8x2_100k_flyingchairs_368x496,10,"{'dim': [[False]], 'tensor0': [[2, 192, 46, 62]], 'tensor1': [[2, 64, 46, 62]]}"
#39,raft_8x2_100k_flyingchairs_368x496,10,"{'dim': [[False]], 'tensor0': [[2, 126, 46, 62]], 'tensor1': [[2, 2, 46, 62]]}"
#40,raft_8x2_100k_flyingchairs_368x496,10,"{'dim': [[False]], 'tensor0': [[2, 128, 46, 62]], 'tensor1': [[2, 128, 46, 62]]}"
#41,raft_8x2_100k_flyingchairs_368x496,40,"{'dim': [[False]], 'tensor0': [[2, 128, 46, 62]], 'tensor1': [[2, 256, 46, 62]]}"
#42,yolact_r50_8x8_coco,80,"{'dim': [[False]], 'tensor0': [[14283, 4]], 'tensor1': [[3675, 4]], 'tensor2': [[972, 4]], 'tensor3': [[243, 4]], 'tensor4': [[75, 4]]}"
#43,yolact_r50_8x8_coco,40,"{'dim': [[False]], 'tensor0': [[14283]], 'tensor1': [[3675]], 'tensor2': [[972]], 'tensor3': [[243]], 'tensor4': [[75]]}"
#44,yolact_r50_8x8_coco,10,"{'dim': [[-1]], 'tensor0': [[8, 14283]], 'tensor1': [[8, 3675]], 'tensor2': [[8, 972]], 'tensor3': [[8, 243]], 'tensor4': [[8, 75]]}"
#45,yolact_r50_8x8_coco,15,"{'dim': [[-2]], 'tensor0': [[8, 14283, 4]], 'tensor1': [[8, 3675, 4]], 'tensor2': [[8, 972, 4]], 'tensor3': [[8, 243, 4]], 'tensor4': [[8, 75, 4]]}"
#46,ann_r50-d8_512x512_80k_ade20k,20,"{'dim': [[False]], 'tensor0': [[4, 256, 1]], 'tensor1': [[4, 256, 9]], 'tensor2': [[4, 256, 36]], 'tensor3': [[4, 256, 64]]}"
#47,ann_r101-d8_512x512_20k_voc12aug,20,"{'dim': [[False]], 'tensor0': [[4, 256, 1]], 'tensor1': [[4, 256, 9]], 'tensor2': [[4, 256, 36]], 'tensor3': [[4, 256, 64]]}"
#48,dh_faster_rcnn_r50_fpn_1x_coco,12,"{'dim': [[False]], 'tensor0': [[163200, 4]], 'tensor1': [[40800, 4]], 'tensor2': [[10200, 4]], 'tensor3': [[2550, 4]], 'tensor4': [[663, 4]]}"
#49,dh_faster_rcnn_r50_fpn_1x_coco,6,"{'dim': [[False]], 'tensor0': [[163200]], 'tensor1': [[40800]], 'tensor2': [[10200]], 'tensor3': [[2550]], 'tensor4': [[663]]}"
#50,dh_faster_rcnn_r50_fpn_1x_coco,12,"{'dim': [[False]], 'tensor0': [[2000]], 'tensor1': [[2000]], 'tensor2': [[2000]], 'tensor3': [[2000]], 'tensor4': [[663]]}"
#51,dh_faster_rcnn_r50_fpn_1x_coco,12,"{'dim': [[False]], 'tensor0': [[2000, 4]], 'tensor1': [[2000, 4]], 'tensor2': [[2000, 4]], 'tensor3': [[2000, 4]], 'tensor4': [[663, 4]]}"
#52,dh_faster_rcnn_r50_fpn_1x_coco,6,"{'dim': [[False]], 'tensor0': [[8663, 2]], 'tensor1': [[8663, 2]]}"
#53,dh_faster_rcnn_r50_fpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[1]], 'tensor1': [[1000]]}"
#54,dh_faster_rcnn_r50_fpn_1x_coco,10,"{'dim': [[False]], 'tensor0': [[512, 1]], 'tensor1': [[512, 4]]}"
#55,dh_faster_rcnn_r50_fpn_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512]], 'tensor1': [[512]]}"
#56,dh_faster_rcnn_r50_fpn_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512, 4]], 'tensor1': [[512, 4]]}"
#57,dh_faster_rcnn_r50_fpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[182400, 4]], 'tensor1': [[45600, 4]], 'tensor2': [[11400, 4]], 'tensor3': [[2850, 4]], 'tensor4': [[741, 4]]}"
#58,dh_faster_rcnn_r50_fpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[2000]], 'tensor1': [[2000]], 'tensor2': [[2000]], 'tensor3': [[2000]], 'tensor4': [[741]]}"
#59,dh_faster_rcnn_r50_fpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[2000, 4]], 'tensor1': [[2000, 4]], 'tensor2': [[2000, 4]], 'tensor3': [[2000, 4]], 'tensor4': [[741, 4]]}"
#60,drrg_r50_fpn_unet_1200e_ctw1500,10,"{'dim': [[False]], 'tensor0': [[9, 456]], 'tensor1': [[9, 120]]}"
#61,drrg_r50_fpn_unet_1200e_ctw1500,11,"{'dim': [[False]], 'tensor0': [[9, 576]], 'tensor1': [[7, 576]]}"
#62,drrg_r50_fpn_unet_1200e_ctw1500,18,"{'dim': [[False]], 'tensor0': [[9, 576]], 'tensor1': [[3, 576]]}"
#63,drrg_r50_fpn_unet_1200e_ctw1500,7,"{'dim': [[False]], 'tensor0': [[12, 576]], 'tensor1': [[2, 576]]}"
#64,drrg_r50_fpn_unet_1200e_ctw1500,32,"{'dim': [[False]], 'tensor0': [[9, 576]], 'tensor1': [[5, 576]]}"
#65,drrg_r50_fpn_unet_1200e_ctw1500,7,"{'dim': [[False]], 'tensor0': [[9, 576]], 'tensor1': [[8, 576]]}"
#66,faster_rcnn_r50_fpn_groie_1x_coco,16,"{'dim': [[False]], 'tensor0': [[2000]], 'tensor1': [[2000]], 'tensor2': [[2000]], 'tensor3': [[2000]], 'tensor4': [[741]]}"
#67,faster_rcnn_r50_fpn_groie_1x_coco,16,"{'dim': [[False]], 'tensor0': [[2000, 4]], 'tensor1': [[2000, 4]], 'tensor2': [[2000, 4]], 'tensor3': [[2000, 4]], 'tensor4': [[741, 4]]}"
#68,faster_rcnn_r50_fpn_groie_1x_coco,8,"{'dim': [[False]], 'tensor0': [[8741, 2]], 'tensor1': [[8741, 2]]}"
#69,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'dim': [[False]], 'tensor0': [[512, 1]], 'tensor1': [[512, 4]]}"
#70,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'dim': [[False]], 'tensor0': [[7, 4, 64]], 'tensor1': [[7, 4, 64]]}"
#71,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512]], 'tensor1': [[512]]}"
#72,faster_rcnn_r50_fpn_groie_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512, 4]], 'tensor1': [[512, 4]]}"
#73,faster_rcnn_r50_fpn_groie_1x_coco,12,"{'dim': [[False]], 'tensor0': [[182400, 4]], 'tensor1': [[45600, 4]], 'tensor2': [[11400, 4]], 'tensor3': [[2850, 4]], 'tensor4': [[741, 4]]}"
#74,faster_rcnn_r50_fpn_groie_1x_coco,6,"{'dim': [[False]], 'tensor0': [[182400]], 'tensor1': [[45600]], 'tensor2': [[11400]], 'tensor3': [[2850]], 'tensor4': [[741]]}"
#75,faster_rcnn_r50_fpn_groie_1x_coco,8,"{'dim': [[False]], 'tensor0': [[7]], 'tensor1': [[1000]]}"
#76,faster_rcnn_r50_fpn_groie_1x_coco,8,"{'dim': [[False]], 'tensor0': [[2]], 'tensor1': [[1000]]}"
#77,ddod_r50_fpn_1x_coco,10,"{'dim': [[False]], 'tensor0': [[18134, 2]], 'tensor1': [[18134, 2]]}"
#78,ddod_r50_fpn_1x_coco,6,"{'dim': [[False]], 'tensor0': [[9, 3]], 'tensor1': [[9, 3]], 'tensor2': [[9, 3]], 'tensor3': [[9, 3]], 'tensor4': [[9, 3]]}"
#79,ddod_r50_fpn_1x_coco,6,"{'dim': [[False]], 'tensor0': [[34, 2]], 'tensor1': [[34, 2]]}"
#80,ddod_r50_fpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[9, 2]], 'tensor1': [[9, 2]], 'tensor2': [[9, 2]], 'tensor3': [[9, 2]], 'tensor4': [[9, 2]]}"
#81,fcenet_r50dcnv2_fpn_1500e_ctw1500,20,"{'dim': [[False]], 'tensor0': [[6, 18, 100, 100]], 'tensor1': [[6, 18, 100, 100]]}"
#82,fcenet_r50dcnv2_fpn_1500e_ctw1500,30,"{'dim': [[False]], 'tensor0': [[6, 18, 50, 50]], 'tensor1': [[6, 18, 50, 50]]}"
#83,fcenet_r50dcnv2_fpn_1500e_ctw1500,15,"{'dim': [[False]], 'tensor0': [[6, 18, 25, 25]], 'tensor1': [[6, 18, 25, 25]]}"
#84,ocrnet_hr18s_512x512_40k_voc12aug,15,"{'dim': [[False]], 'tensor0': [[4, 18, 128, 128]], 'tensor1': [[4, 36, 128, 128]], 'tensor2': [[4, 72, 128, 128]], 'tensor3': [[4, 144, 128, 128]]}"
#85,deepfillv1_256x256_4x4_celeba,10,"{'dim': [[False]], 'tensor0': [[1, 3, 128, 128]], 'tensor1': [[1, 3, 128, 128]], 'tensor2': [[1, 3, 128, 128]], 'tensor3': [[1, 3, 128, 128]]}"
#86,pointrend_r50_512x512_160k_ade20k,20,"{'dim': [[False]], 'tensor0': [[4, 256, 2048]], 'tensor1': [[4, 150, 2048]]}"
#87,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,30,"{'dim': [[False]], 'tensor0': [[2, 20, 48, 36]], 'tensor1': [[2, 40, 48, 36]]}"
#88,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,140,"{'dim': [[False]], 'tensor0': [[2, 20, 96, 72]], 'tensor1': [[2, 20, 96, 72]]}"
#89,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,140,"{'dim': [[False]], 'tensor0': [[2, 40, 48, 36]], 'tensor1': [[2, 40, 48, 36]]}"
#90,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,80,"{'dim': [[False]], 'tensor0': [[2, 20, 24, 18]], 'tensor1': [[2, 40, 24, 18]], 'tensor2': [[2, 80, 24, 18]]}"
#91,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,110,"{'dim': [[False]], 'tensor0': [[2, 80, 24, 18]], 'tensor1': [[2, 80, 24, 18]]}"
#92,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,30,"{'dim': [[False]], 'tensor0': [[2, 20, 12, 9]], 'tensor1': [[2, 40, 12, 9]], 'tensor2': [[2, 80, 12, 9]], 'tensor3': [[2, 160, 12, 9]]}"
#93,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--litehrnet_30_coco_384x288.py,30,"{'dim': [[False]], 'tensor0': [[2, 160, 12, 9]], 'tensor1': [[2, 160, 12, 9]]}"
#94,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,10,"{'dim': [[False]], 'tensor0': [[128000, 1]], 'tensor1': [[128000, 1]], 'tensor2': [[128000, 1]]}"
#95,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,66,"{'dim': [[False]], 'tensor0': [[2, 2]], 'tensor1': [[2, 1]]}"
#96,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,30,"{'dim': [[False]], 'tensor0': [[128000, 2]], 'tensor1': [[128000, 1]]}"
#97,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,12,"{'dim': [[False]], 'tensor0': [[32768, 1]], 'tensor1': [[32768, 1]], 'tensor2': [[32768, 1]]}"
#98,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,36,"{'dim': [[False]], 'tensor0': [[32768, 2]], 'tensor1': [[32768, 1]]}"
#99,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,24,"{'dim': [[False]], 'tensor0': [[2, 20, 32, 32]], 'tensor1': [[2, 40, 32, 32]]}"
#100,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,112,"{'dim': [[False]], 'tensor0': [[2, 20, 64, 64]], 'tensor1': [[2, 20, 64, 64]]}"
#101,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,112,"{'dim': [[False]], 'tensor0': [[2, 40, 32, 32]], 'tensor1': [[2, 40, 32, 32]]}"
#102,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,64,"{'dim': [[False]], 'tensor0': [[2, 20, 16, 16]], 'tensor1': [[2, 40, 16, 16]], 'tensor2': [[2, 80, 16, 16]]}"
#103,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,88,"{'dim': [[False]], 'tensor0': [[2, 80, 16, 16]], 'tensor1': [[2, 80, 16, 16]]}"
#104,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,24,"{'dim': [[False]], 'tensor0': [[2, 20, 8, 8]], 'tensor1': [[2, 40, 8, 8]], 'tensor2': [[2, 80, 8, 8]], 'tensor3': [[2, 160, 8, 8]]}"
#105,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,24,"{'dim': [[False]], 'tensor0': [[2, 160, 8, 8]], 'tensor1': [[2, 160, 8, 8]]}"
#106,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,6,"{'dim': [[False]], 'tensor0': [[1, 20, 32, 32]], 'tensor1': [[1, 40, 32, 32]]}"
#107,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,28,"{'dim': [[False]], 'tensor0': [[1, 20, 64, 64]], 'tensor1': [[1, 20, 64, 64]]}"
#108,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,28,"{'dim': [[False]], 'tensor0': [[1, 40, 32, 32]], 'tensor1': [[1, 40, 32, 32]]}"
#109,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,16,"{'dim': [[False]], 'tensor0': [[1, 20, 16, 16]], 'tensor1': [[1, 40, 16, 16]], 'tensor2': [[1, 80, 16, 16]]}"
#110,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,22,"{'dim': [[False]], 'tensor0': [[1, 80, 16, 16]], 'tensor1': [[1, 80, 16, 16]]}"
#111,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,6,"{'dim': [[False]], 'tensor0': [[1, 20, 8, 8]], 'tensor1': [[1, 40, 8, 8]], 'tensor2': [[1, 80, 8, 8]], 'tensor3': [[1, 160, 8, 8]]}"
#112,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii--litehrnet_30_mpii_256x256.py,6,"{'dim': [[False]], 'tensor0': [[1, 160, 8, 8]], 'tensor1': [[1, 160, 8, 8]]}"
#113,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[15200, 2]], 'tensor1': [[15200, 2]]}"
#114,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[3800, 2]], 'tensor1': [[3800, 2]]}"
#115,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[950, 2]], 'tensor1': [[950, 2]]}"
#116,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[247, 2]], 'tensor1': [[247, 2]]}"
#117,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[70, 2]], 'tensor1': [[70, 2]]}"
#118,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[15200, 4]], 'tensor1': [[3800, 4]], 'tensor2': [[950, 4]], 'tensor3': [[247, 4]], 'tensor4': [[70, 4]]}"
#119,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,"{'dim': [[False]], 'tensor0': [[15200]], 'tensor1': [[3800]], 'tensor2': [[950]], 'tensor3': [[247]], 'tensor4': [[70]]}"
#120,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'dim': [[False]], 'tensor0': [[30400, 1]], 'tensor1': [[30400, 1]], 'tensor2': [[30400, 1]], 'tensor3': [[30400, 1]]}"
#121,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'dim': [[False]], 'tensor0': [[7600, 1]], 'tensor1': [[7600, 1]], 'tensor2': [[7600, 1]], 'tensor3': [[7600, 1]]}"
#122,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'dim': [[False]], 'tensor0': [[1900, 1]], 'tensor1': [[1900, 1]], 'tensor2': [[1900, 1]], 'tensor3': [[1900, 1]]}"
#123,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'dim': [[False]], 'tensor0': [[494, 1]], 'tensor1': [[494, 1]], 'tensor2': [[494, 1]], 'tensor3': [[494, 1]]}"
#124,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,"{'dim': [[False]], 'tensor0': [[140, 1]], 'tensor1': [[140, 1]], 'tensor2': [[140, 1]], 'tensor3': [[140, 1]]}"
#125,faster_rcnn_r50_pafpn_1x_coco,16,"{'dim': [[False]], 'tensor0': [[182400, 4]], 'tensor1': [[45600, 4]], 'tensor2': [[11400, 4]], 'tensor3': [[2850, 4]], 'tensor4': [[741, 4]]}"
#126,faster_rcnn_r50_pafpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[182400]], 'tensor1': [[45600]], 'tensor2': [[11400]], 'tensor3': [[2850]], 'tensor4': [[741]]}"
#127,faster_rcnn_r50_pafpn_1x_coco,16,"{'dim': [[False]], 'tensor0': [[2000]], 'tensor1': [[2000]], 'tensor2': [[2000]], 'tensor3': [[2000]], 'tensor4': [[741]]}"
#128,faster_rcnn_r50_pafpn_1x_coco,16,"{'dim': [[False]], 'tensor0': [[2000, 4]], 'tensor1': [[2000, 4]], 'tensor2': [[2000, 4]], 'tensor3': [[2000, 4]], 'tensor4': [[741, 4]]}"
#129,faster_rcnn_r50_pafpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[8741, 2]], 'tensor1': [[8741, 2]]}"
#130,faster_rcnn_r50_pafpn_1x_coco,12,"{'dim': [[False]], 'tensor0': [[4]], 'tensor1': [[1000]]}"
#131,faster_rcnn_r50_pafpn_1x_coco,10,"{'dim': [[False]], 'tensor0': [[512, 1]], 'tensor1': [[512, 4]]}"
#132,faster_rcnn_r50_pafpn_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512]], 'tensor1': [[512]]}"
#133,faster_rcnn_r50_pafpn_1x_coco,10,"{'dim': [[0]], 'tensor0': [[512, 4]], 'tensor1': [[512, 4]]}"
#134,faster_rcnn_r50_pafpn_1x_coco,8,"{'dim': [[False]], 'tensor0': [[1]], 'tensor1': [[1000]]}"
#135,conformer-tiny-p16_8xb128_in1k,60,"{'dim': [[False]], 'tensor0': [[8, 1, 384]], 'tensor1': [[8, 196, 384]]}"
#136,bytetrack_yolox_x_crowdhuman_mot17-private-half,10,"{'dim': [[False]], 'tensor0': [[4, 160, 100, 180]], 'tensor1': [[4, 160, 100, 180]]}"
#137,bytetrack_yolox_x_crowdhuman_mot17-private-half,15,"{'dim': [[False]], 'tensor0': [[4, 320, 50, 90]], 'tensor1': [[4, 320, 50, 90]]}"
#138,bytetrack_yolox_x_crowdhuman_mot17-private-half,10,"{'dim': [[False]], 'tensor0': [[4, 640, 25, 45]], 'tensor1': [[4, 640, 25, 45]]}"
#139,bytetrack_yolox_x_crowdhuman_mot17-private-half,20,"{'dim': [[False]], 'tensor0': [[23625, 2]], 'tensor1': [[23625, 2]]}"
#140,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--jhmdb--cpm_jhmdb_sub2_368x368.py,15,"{'dim': [[1]], 'tensor0': [[2, 15, 46, 46]], 'tensor1': [[2, 32, 46, 46]]}"
#141,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--jhmdb--cpm_jhmdb_sub2_368x368.py,10,"{'dim': [[1]], 'tensor0': [[1, 15, 46, 46]], 'tensor1': [[1, 32, 46, 46]]}"
