id,source_neural_network,num_of_calls,parameters
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 6]], 'tensor1': [[45, 6]], 'tensor2': [[45, 6]], 'tensor3': [[45, 6]]}"
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[16368, 4]], 'tensor1': [[16368, 4]]}"
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[16368]], 'tensor1': [[16368]]}"
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[33]], 'tensor1': [[33]]}"
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[54]], 'tensor1': [[54]]}"
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'dim': [[False]], 'tensor0': [[27]], 'tensor1': [[27]]}"
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[7904]], 'tensor1': [[7904]], 'tensor2': [[7904]], 'tensor3': [[7904]]}"
#49,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[15808]], 'tensor1': [[15808]]}"
#50,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[15808]], 'tensor1': [[15808]], 'tensor2': [[15808]], 'tensor3': [[15808]]}"
#51,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[1976]], 'tensor1': [[1976]], 'tensor2': [[1976]], 'tensor3': [[1976]]}"
#52,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[3952]], 'tensor1': [[3952]]}"
#53,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[3952]], 'tensor1': [[3952]], 'tensor2': [[3952]], 'tensor3': [[3952]]}"
#54,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[494]], 'tensor1': [[494]], 'tensor2': [[494]], 'tensor3': [[494]]}"
#55,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[988]], 'tensor1': [[988]]}"
#56,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[988]], 'tensor1': [[988]], 'tensor2': [[988]], 'tensor3': [[988]]}"
#57,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[130]], 'tensor1': [[130]], 'tensor2': [[130]], 'tensor3': [[130]]}"
#58,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[260]], 'tensor1': [[260]]}"
#59,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[260]], 'tensor1': [[260]], 'tensor2': [[260]], 'tensor3': [[260]]}"
#60,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[35]], 'tensor1': [[35]], 'tensor2': [[35]], 'tensor3': [[35]]}"
#61,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[70]], 'tensor1': [[70]]}"
#62,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[70]], 'tensor1': [[70]], 'tensor2': [[70]], 'tensor3': [[70]]}"
#63,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[False]], 'tensor0': [[9]], 'tensor1': [[9]]}"
#64,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[9980]], 'tensor1': [[9980]]}"
#65,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 9]], 'tensor1': [[45, 9]], 'tensor2': [[45, 9]], 'tensor3': [[45, 9]]}"
#66,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[10140]], 'tensor1': [[10140]]}"
#67,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[10539, 4]], 'tensor1': [[10539, 4]]}"
#68,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[10539]], 'tensor1': [[10539]]}"
#69,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[43]], 'tensor1': [[43]]}"
#70,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[False]], 'tensor0': [[25]], 'tensor1': [[25]]}"
#71,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[11520]], 'tensor1': [[11520]], 'tensor2': [[11520]], 'tensor3': [[11520]]}"
#72,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[23040]], 'tensor1': [[23040]]}"
#73,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[23040]], 'tensor1': [[23040]], 'tensor2': [[23040]], 'tensor3': [[23040]]}"
#74,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[2880]], 'tensor1': [[2880]], 'tensor2': [[2880]], 'tensor3': [[2880]]}"
#75,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[5760]], 'tensor1': [[5760]]}"
#76,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[5760]], 'tensor1': [[5760]], 'tensor2': [[5760]], 'tensor3': [[5760]]}"
#77,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[720]], 'tensor1': [[720]], 'tensor2': [[720]], 'tensor3': [[720]]}"
#78,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[1440]], 'tensor1': [[1440]]}"
#79,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[1440]], 'tensor1': [[1440]], 'tensor2': [[1440]], 'tensor3': [[1440]]}"
#80,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[180]], 'tensor1': [[180]], 'tensor2': [[180]], 'tensor3': [[180]]}"
#81,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[360]], 'tensor1': [[360]]}"
#82,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[360]], 'tensor1': [[360]], 'tensor2': [[360]], 'tensor3': [[360]]}"
#83,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[45]], 'tensor1': [[45]], 'tensor2': [[45]], 'tensor3': [[45]]}"
#84,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[90]], 'tensor1': [[90]]}"
#85,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[90]], 'tensor1': [[90]], 'tensor2': [[90]], 'tensor3': [[90]]}"
#86,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[12]], 'tensor1': [[12]]}"
#87,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[15345]], 'tensor1': [[15345]]}"
#88,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 12]], 'tensor1': [[45, 12]], 'tensor2': [[45, 12]], 'tensor3': [[45, 12]]}"
#89,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[5]], 'tensor1': [[5]]}"
#90,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[11085]], 'tensor1': [[11085]]}"
#91,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 5]], 'tensor1': [[45, 5]], 'tensor2': [[45, 5]], 'tensor3': [[45, 5]]}"
#92,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[15345, 4]], 'tensor1': [[15345, 4]]}"
#93,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[15345]], 'tensor1': [[15345]]}"
#94,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[76]], 'tensor1': [[76]]}"
#95,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[50]], 'tensor1': [[50]]}"
#96,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[9408]], 'tensor1': [[9408]], 'tensor2': [[9408]], 'tensor3': [[9408]]}"
#97,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[18816]], 'tensor1': [[18816]]}"
#98,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[18816]], 'tensor1': [[18816]], 'tensor2': [[18816]], 'tensor3': [[18816]]}"
#99,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[2352]], 'tensor1': [[2352]], 'tensor2': [[2352]], 'tensor3': [[2352]]}"
#100,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[4704]], 'tensor1': [[4704]]}"
#101,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[4704]], 'tensor1': [[4704]], 'tensor2': [[4704]], 'tensor3': [[4704]]}"
#102,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[588]], 'tensor1': [[588]], 'tensor2': [[588]], 'tensor3': [[588]]}"
#103,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[1176]], 'tensor1': [[1176]]}"
#104,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[1176]], 'tensor1': [[1176]], 'tensor2': [[1176]], 'tensor3': [[1176]]}"
#105,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[154]], 'tensor1': [[154]], 'tensor2': [[154]], 'tensor3': [[154]]}"
#106,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[308]], 'tensor1': [[308]]}"
#107,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[308]], 'tensor1': [[308]], 'tensor2': [[308]], 'tensor3': [[308]]}"
#108,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[42]], 'tensor1': [[42]], 'tensor2': [[42]], 'tensor3': [[42]]}"
#109,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[84]], 'tensor1': [[84]]}"
#110,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[-1]], 'tensor0': [[84]], 'tensor1': [[84]], 'tensor2': [[84]], 'tensor3': [[84]]}"
#111,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[10311]], 'tensor1': [[10311]]}"
#112,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 25]], 'tensor1': [[45, 25]], 'tensor2': [[45, 25]], 'tensor3': [[45, 25]]}"
#113,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[4]], 'tensor1': [[4]]}"
#114,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[12544]], 'tensor1': [[12544]]}"
#115,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'dim': [[False]], 'tensor0': [[45, 4]], 'tensor1': [[45, 4]], 'tensor2': [[45, 4]], 'tensor3': [[45, 4]]}"
#116,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[0]], 'tensor0': [[12544, 4]], 'tensor1': [[12544, 4]]}"
#117,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'dim': [[0]], 'tensor0': [[12544]], 'tensor1': [[12544]]}"
#118,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[144]], 'tensor1': [[144]]}"
#119,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[28]], 'tensor1': [[28]]}"
#120,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[15]], 'tensor1': [[15]]}"
#121,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'dim': [[False]], 'tensor0': [[26]], 'tensor1': [[26]]}"
#122,master_toy_dataset,5,"{'dim': [[0]], 'tensor0': [[30]]}"
#123,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[15]], 'tensor1': [[15]], 'tensor2': [[15]], 'tensor3': [[15]]}"
#124,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[1632]], 'tensor1': [[1632]], 'tensor2': [[1632]], 'tensor3': [[1632]]}"
#125,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[10]], 'tensor1': [[10]], 'tensor2': [[10]], 'tensor3': [[10]]}"
#126,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[0]], 'tensor0': [[24480]], 'tensor1': [[24480]]}"
#127,attention-rpn_r50_c4_voc-split1_base-training,3,"{'dim': [[0]], 'tensor0': [[24480, 4]], 'tensor1': [[24480, 4]]}"
#128,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[9]], 'tensor1': [[9]], 'tensor2': [[9]], 'tensor3': [[9]]}"
#129,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[7]], 'tensor1': [[7]], 'tensor2': [[7]], 'tensor3': [[7]]}"
#130,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[1092]], 'tensor1': [[1092]], 'tensor2': [[1092]], 'tensor3': [[1092]]}"
#131,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[16]], 'tensor1': [[16]], 'tensor2': [[16]], 'tensor3': [[16]]}"
#132,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[0]], 'tensor0': [[16380]], 'tensor1': [[16380]]}"
#133,attention-rpn_r50_c4_voc-split1_base-training,3,"{'dim': [[0]], 'tensor0': [[16380, 4]], 'tensor1': [[16380, 4]]}"
#134,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[23]], 'tensor1': [[23]], 'tensor2': [[23]], 'tensor3': [[23]]}"
#135,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[20]], 'tensor1': [[20]], 'tensor2': [[20]], 'tensor3': [[20]]}"
#136,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[1260]], 'tensor1': [[1260]], 'tensor2': [[1260]], 'tensor3': [[1260]]}"
#137,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[59]], 'tensor1': [[59]], 'tensor2': [[59]], 'tensor3': [[59]]}"
#138,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[0]], 'tensor0': [[18900]], 'tensor1': [[18900]]}"
#139,attention-rpn_r50_c4_voc-split1_base-training,3,"{'dim': [[0]], 'tensor0': [[18900, 4]], 'tensor1': [[18900, 4]]}"
#140,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[17]], 'tensor1': [[17]], 'tensor2': [[17]], 'tensor3': [[17]]}"
#141,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[1770]], 'tensor1': [[1770]], 'tensor2': [[1770]], 'tensor3': [[1770]]}"
#142,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[46]], 'tensor1': [[46]], 'tensor2': [[46]], 'tensor3': [[46]]}"
#143,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[0]], 'tensor0': [[26550]], 'tensor1': [[26550]]}"
#144,attention-rpn_r50_c4_voc-split1_base-training,3,"{'dim': [[0]], 'tensor0': [[26550, 4]], 'tensor1': [[26550, 4]]}"
#145,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[13]], 'tensor1': [[13]], 'tensor2': [[13]], 'tensor3': [[13]]}"
#146,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[12]], 'tensor1': [[12]], 'tensor2': [[12]], 'tensor3': [[12]]}"
#147,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[1050]], 'tensor1': [[1050]], 'tensor2': [[1050]], 'tensor3': [[1050]]}"
#148,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[False]], 'tensor0': [[53]], 'tensor1': [[53]], 'tensor2': [[53]], 'tensor3': [[53]]}"
#149,attention-rpn_r50_c4_voc-split1_base-training,2,"{'dim': [[0]], 'tensor0': [[15750]], 'tensor1': [[15750]]}"
#150,attention-rpn_r50_c4_voc-split1_base-training,3,"{'dim': [[0]], 'tensor0': [[15750, 4]], 'tensor1': [[15750, 4]]}"
#151,attention-rpn_r50_c4_voc-split1_base-training,1,"{'dim': [[False]], 'tensor0': [[14]], 'tensor1': [[14]], 'tensor2': [[14]], 'tensor3': [[14]]}"
#152,efficientnet-b0_8xb32_cifar10,5,"{'dim': [[0]], 'tensor0': [[3, 224, 224]], 'tensor1': [[3, 224, 224]], 'tensor2': [[3, 224, 224]], 'tensor3': [[3, 224, 224]]}"
#153,ann_r50-d8_769x769_40k_cityscapes,5,"{'dim': [[False]], 'tensor0': [[2, 2048, 97, 97]]}"
