id,source_neural_network,num_of_calls,parameters,running_time
#26,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[1, 15213]], 'dims': [[-1]]}",2.8491020202636717e-06
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,6,"{'input_tensor': [[45, 1]], 'dims': [[-1]]}",2.841949462890625e-06
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,8,"{'input_tensor': [[45]], 'dims': [[-1, 1]]}",2.894401550292969e-06
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45]], 'dims': [[-1]]}",2.865791320800781e-06
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[8349]], 'dims': [[1, -1]]}",2.913475036621094e-06
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[3, 8349]], 'dims': [[-1]]}",2.9540061950683595e-06
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 3]], 'dims': [[-1]]}",2.8538703918457033e-06
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[135]], 'dims': [[-1, 3]]}",2.8586387634277344e-06
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[135]], 'dims': [[-1]]}",2.8920173645019533e-06
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[25047]], 'dims': [[3, -1]]}",2.949237823486328e-06
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[22816]], 'dims': [[-1, 1]]}",2.9540061950683595e-06
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[5704]], 'dims': [[-1, 1]]}",2.8872489929199217e-06
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1426]], 'dims': [[-1, 1]]}",2.8896331787109373e-06
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[384]], 'dims': [[-1, 1]]}",2.9158592224121095e-06
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[96]], 'dims': [[-1, 1]]}",2.875328063964844e-06
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[128]], 'dims': [[-1, 1]]}",2.8634071350097656e-06
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[128, 96]], 'dims': [[-1]]}",2.8538703918457033e-06
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[12288, 1, 4]], 'dims': [[-1, 4]]}",4.072189331054687e-06
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[64]], 'dims': [[-1, 1]]}",3.914833068847657e-06
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[64, 48]], 'dims': [[-1]]}",3.8909912109375e-06
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[3072, 1, 4]], 'dims': [[-1, 4]]}",3.921985626220703e-06
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[32]], 'dims': [[-1, 1]]}",3.914833068847657e-06
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[32, 24]], 'dims': [[-1]]}",3.914833068847657e-06
#49,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[768, 1, 4]], 'dims': [[-1, 4]]}",3.988742828369141e-06
#50,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[16]], 'dims': [[-1, 1]]}",3.917217254638672e-06
#51,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[16, 12]], 'dims': [[-1]]}",3.895759582519531e-06
#52,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[8]], 'dims': [[-1, 1]]}",3.900527954101562e-06
#53,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[8, 6]], 'dims': [[-1]]}",3.881454467773438e-06
#54,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[12288, 1]], 'dims': [[-1]]}",3.0183792114257813e-06
#55,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[3072, 1]], 'dims': [[-1]]}",2.865791320800781e-06
#56,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[768, 1]], 'dims': [[-1]]}",2.8514862060546877e-06
#57,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[10539]], 'dims': [[1, -1]]}",2.9063224792480468e-06
#58,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[8, 10539]], 'dims': [[-1]]}",4.0507316589355465e-06
#59,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 8]], 'dims': [[-1]]}",3.859996795654297e-06
#60,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[360]], 'dims': [[-1, 8]]}",3.969669342041015e-06
#61,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[360]], 'dims': [[-1]]}",3.845691680908203e-06
#62,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[84312]], 'dims': [[8, -1]]}",3.969669342041015e-06
#63,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[16368]], 'dims': [[1, -1]]}",3.914833068847657e-06
#64,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[6, 16368]], 'dims': [[-1]]}",3.917217254638672e-06
#65,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 6]], 'dims': [[-1]]}",4.1627883911132815e-06
#66,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[270]], 'dims': [[-1, 6]]}",3.921985626220703e-06
#67,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[270]], 'dims': [[-1]]}",3.910064697265625e-06
#68,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[98208]], 'dims': [[6, -1]]}",3.991127014160156e-06
#69,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[24576]], 'dims': [[-1, 1]]}",3.936290740966797e-06
#70,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[6144]], 'dims': [[-1, 1]]}",3.969669342041015e-06
#71,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1536]], 'dims': [[-1, 1]]}",3.895759582519531e-06
#72,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[76]], 'dims': [[-1, 1]]}",3.919601440429688e-06
#73,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[76, 104]], 'dims': [[-1]]}",3.862380981445312e-06
#74,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[7904, 1, 4]], 'dims': [[-1, 4]]}",4.0125846862792965e-06
#75,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[38]], 'dims': [[-1, 1]]}",3.917217254638672e-06
#76,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[38, 52]], 'dims': [[-1]]}",3.917217254638672e-06
#77,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[1976, 1, 4]], 'dims': [[-1, 4]]}",3.914833068847657e-06
#78,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[19]], 'dims': [[-1, 1]]}",2.9587745666503907e-06
#79,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[19, 26]], 'dims': [[-1]]}",2.86102294921875e-06
#80,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[494, 1, 4]], 'dims': [[-1, 4]]}",2.8824806213378906e-06
#81,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,8,"{'input_tensor': [[10]], 'dims': [[-1, 1]]}",2.9277801513671873e-06
#82,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[10, 13]], 'dims': [[-1]]}",2.8729438781738283e-06
#83,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[130, 1, 4]], 'dims': [[-1, 4]]}",2.899169921875e-06
#84,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,8,"{'input_tensor': [[5]], 'dims': [[-1, 1]]}",2.9015541076660156e-06
#85,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[5, 7]], 'dims': [[-1]]}",2.8538703918457033e-06
#86,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[35, 1, 4]], 'dims': [[-1, 4]]}",2.956390380859375e-06
#87,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[7904, 1]], 'dims': [[-1]]}",2.8729438781738283e-06
#88,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[1976, 1]], 'dims': [[-1]]}",2.8777122497558594e-06
#89,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[494, 1]], 'dims': [[-1]]}",2.899169921875e-06
#90,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[130, 1]], 'dims': [[-1]]}",2.8777122497558594e-06
#91,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[35, 1]], 'dims': [[-1]]}",2.841949462890625e-06
#92,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[9980]], 'dims': [[1, -1]]}",2.930164337158203e-06
#93,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[9, 9980]], 'dims': [[-1]]}",3.955364227294922e-06
#94,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 9]], 'dims': [[-1]]}",3.9768218994140624e-06
#95,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[405]], 'dims': [[-1, 9]]}",3.926753997802734e-06
#96,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[405]], 'dims': [[-1]]}",3.910064697265625e-06
#97,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[89820]], 'dims': [[9, -1]]}",4.00543212890625e-06
#98,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_tensor': [[10140]], 'dims': [[1, -1]]}",4.0149688720703125e-06
#99,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[1, 10140]], 'dims': [[-1]]}",3.881454467773438e-06
#100,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[15808]], 'dims': [[-1, 1]]}",3.936290740966797e-06
#101,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[3952]], 'dims': [[-1, 1]]}",3.9076805114746095e-06
#102,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[988]], 'dims': [[-1, 1]]}",3.917217254638672e-06
#103,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[260]], 'dims': [[-1, 1]]}",3.921985626220703e-06
#104,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[70]], 'dims': [[-1, 1]]}",3.995895385742188e-06
#105,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[80]], 'dims': [[-1, 1]]}",3.924369812011719e-06
#106,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[80, 144]], 'dims': [[-1]]}",3.864765167236328e-06
#107,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11520, 1, 4]], 'dims': [[-1, 4]]}",4.003047943115234e-06
#108,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[40]], 'dims': [[-1, 1]]}",3.914833068847657e-06
#109,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[40, 72]], 'dims': [[-1]]}",3.881454467773438e-06
#110,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2880, 1, 4]], 'dims': [[-1, 4]]}",3.972053527832031e-06
#111,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[20]], 'dims': [[-1, 1]]}",3.917217254638672e-06
#112,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[20, 36]], 'dims': [[-1]]}",3.859996795654297e-06
#113,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[720, 1, 4]], 'dims': [[-1, 4]]}",3.938674926757812e-06
#114,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[10, 18]], 'dims': [[-1]]}",3.857612609863281e-06
#115,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[180, 1, 4]], 'dims': [[-1, 4]]}",3.924369812011719e-06
#116,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[5, 9]], 'dims': [[-1]]}",3.879070281982422e-06
#117,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 1, 4]], 'dims': [[-1, 4]]}",3.9768218994140624e-06
#118,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11520, 1]], 'dims': [[-1]]}",3.0374526977539063e-06
#119,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2880, 1]], 'dims': [[-1]]}",2.923011779785156e-06
#120,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[720, 1]], 'dims': [[-1]]}",2.86102294921875e-06
#121,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[180, 1]], 'dims': [[-1]]}",2.846717834472656e-06
#122,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[15345]], 'dims': [[1, -1]]}",2.8824806213378906e-06
#123,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[12, 15345]], 'dims': [[-1]]}",4.0125846862792965e-06
#124,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 12]], 'dims': [[-1]]}",3.855228424072266e-06
#125,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[540]], 'dims': [[-1, 12]]}",3.9792060852050784e-06
#126,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[540]], 'dims': [[-1]]}",3.845691680908203e-06
#127,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[184140]], 'dims': [[12, -1]]}",3.986358642578125e-06
#128,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[11085]], 'dims': [[1, -1]]}",3.919601440429688e-06
#129,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[5, 11085]], 'dims': [[-1]]}",3.898143768310547e-06
#130,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 5]], 'dims': [[-1]]}",3.8671493530273435e-06
#131,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[225]], 'dims': [[-1, 5]]}",3.921985626220703e-06
#132,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[225]], 'dims': [[-1]]}",3.848075866699219e-06
#133,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[55425]], 'dims': [[5, -1]]}",3.950595855712891e-06
#134,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[23040]], 'dims': [[-1, 1]]}",3.933906555175781e-06
#135,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[5760]], 'dims': [[-1, 1]]}",3.96728515625e-06
#136,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1440]], 'dims': [[-1, 1]]}",3.900527954101562e-06
#137,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[360]], 'dims': [[-1, 1]]}",3.969669342041015e-06
#138,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[90]], 'dims': [[-1, 1]]}",3.910064697265625e-06
#139,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,5,"{'input_tensor': [[84]], 'dims': [[-1, 1]]}",3.964900970458984e-06
#140,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[84, 112]], 'dims': [[-1]]}",3.864765167236328e-06
#141,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[9408, 1, 4]], 'dims': [[-1, 4]]}",3.957748413085938e-06
#142,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[42]], 'dims': [[-1, 1]]}",3.919601440429688e-06
#143,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[42, 56]], 'dims': [[-1]]}",3.85284423828125e-06
#144,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2352, 1, 4]], 'dims': [[-1, 4]]}",3.972053527832031e-06
#145,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[21]], 'dims': [[-1, 1]]}",3.9052963256835935e-06
#146,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[21, 28]], 'dims': [[-1]]}",3.855228424072266e-06
#147,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[588, 1, 4]], 'dims': [[-1, 4]]}",3.9076805114746095e-06
#148,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[11]], 'dims': [[-1, 1]]}",3.9052963256835935e-06
#149,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[11, 14]], 'dims': [[-1]]}",3.917217254638672e-06
#150,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[154, 1, 4]], 'dims': [[-1, 4]]}",3.919601440429688e-06
#151,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[6, 7]], 'dims': [[-1]]}",3.914833068847657e-06
#152,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[42, 1, 4]], 'dims': [[-1, 4]]}",3.6144256591796875e-06
#153,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[9408, 1]], 'dims': [[-1]]}",2.9015541076660156e-06
#154,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[2352, 1]], 'dims': [[-1]]}",2.837181091308594e-06
#155,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[588, 1]], 'dims': [[-1]]}",2.8300285339355467e-06
#156,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[154, 1]], 'dims': [[-1]]}",2.880096435546875e-06
#157,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[42, 1]], 'dims': [[-1]]}",2.8204917907714844e-06
#158,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[10311]], 'dims': [[1, -1]]}",2.956390380859375e-06
#159,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[25, 10311]], 'dims': [[-1]]}",4.0149688720703125e-06
#160,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 25]], 'dims': [[-1]]}",3.850460052490234e-06
#161,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[1125]], 'dims': [[-1, 25]]}",3.986358642578125e-06
#162,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[1125]], 'dims': [[-1]]}",3.85284423828125e-06
#163,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_tensor': [[257775]], 'dims': [[25, -1]]}",3.986358642578125e-06
#164,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[12544]], 'dims': [[1, -1]]}",3.96728515625e-06
#165,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,4,"{'input_tensor': [[4, 12544]], 'dims': [[-1]]}",3.957748413085938e-06
#166,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_tensor': [[45, 4]], 'dims': [[-1]]}",3.857612609863281e-06
