id,source_neural_network,num_of_calls,parameters,running_time
#30,fcn_hr48_512x512_40k_voc12aug,5,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.470348358154297e-06
#31,dmnet_r50-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.4226646423339845e-06
#32,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 64, 3072]], 'dim0': [[1]], 'dim1': [[2]]}",9.028911590576171e-06
#33,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 64, 3072]], 'dim0': [[1]], 'dim1': [[2]]}",3.5524368286132813e-06
#34,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,35,"{'input_tensor': [[2, 3072, 64]], 'dim0': [[1]], 'dim1': [[2]]}",4.3821334838867185e-06
#35,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[2, 64, 48]], 'dim0': [[1]], 'dim1': [[2]]}",4.251003265380859e-06
#36,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[2, 3072, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.3082237243652344e-06
#37,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[2, 48, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.1627883911132815e-06
#38,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[3072, 2, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.303455352783203e-06
#39,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[48, 2, 64]], 'dim0': [[0]], 'dim1': [[1]]}",6.155967712402344e-06
#40,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[2, 48, 64]], 'dim0': [[-2]], 'dim1': [[-1]]}",4.389286041259766e-06
#41,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,25,"{'input_tensor': [[2, 128, 768]], 'dim0': [[1]], 'dim1': [[2]]}",3.6478042602539064e-06
#42,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 128, 768]], 'dim0': [[1]], 'dim1': [[2]]}",3.528594970703125e-06
#43,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,45,"{'input_tensor': [[2, 768, 128]], 'dim0': [[1]], 'dim1': [[2]]}",4.389286041259766e-06
#44,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 128, 48]], 'dim0': [[1]], 'dim1': [[2]]}",4.241466522216797e-06
#45,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 768, 128]], 'dim0': [[0]], 'dim1': [[1]]}",4.286766052246094e-06
#46,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 48, 128]], 'dim0': [[0]], 'dim1': [[1]]}",4.110336303710937e-06
#47,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[768, 4, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.355907440185547e-06
#48,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,40,"{'input_tensor': [[48, 4, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.374980926513672e-06
#49,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[4, 48, 64]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.993511199951172e-06
#50,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[4, 768, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.496574401855469e-06
#51,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[768, 2, 128]], 'dim0': [[0]], 'dim1': [[1]]}",4.339218139648437e-06
#52,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,35,"{'input_tensor': [[2, 320, 192]], 'dim0': [[1]], 'dim1': [[2]]}",4.062652587890625e-06
#53,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 320, 192]], 'dim0': [[1]], 'dim1': [[2]]}",3.6215782165527343e-06
#54,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,65,"{'input_tensor': [[2, 192, 320]], 'dim0': [[1]], 'dim1': [[2]]}",4.472732543945313e-06
#55,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[2, 320, 48]], 'dim0': [[1]], 'dim1': [[2]]}",4.2009353637695315e-06
#56,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[2, 192, 320]], 'dim0': [[0]], 'dim1': [[1]]}",4.1961669921875e-06
#57,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[2, 48, 320]], 'dim0': [[0]], 'dim1': [[1]]}",4.794597625732422e-06
#58,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[192, 10, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.258155822753906e-06
#59,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,60,"{'input_tensor': [[48, 10, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.40835952758789e-06
#60,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[10, 48, 64]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.688335418701172e-06
#61,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[10, 192, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.1270256042480466e-06
#62,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[192, 2, 320]], 'dim0': [[0]], 'dim1': [[1]]}",4.1604042053222655e-06
#63,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 512, 48]], 'dim0': [[1]], 'dim1': [[2]]}",4.1985511779785155e-06
#64,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,5,"{'input_tensor': [[1, 512, 48]], 'dim0': [[1]], 'dim1': [[2]]}",3.5691261291503908e-06
#65,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,30,"{'input_tensor': [[2, 48, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.627704620361328e-06
#66,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,45,"{'input_tensor': [[48, 16, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.231929779052734e-06
#67,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[16, 48, 64]], 'dim0': [[-2]], 'dim1': [[-1]]}",4.110336303710937e-06
#68,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[16, 48, 64]], 'dim0': [[0]], 'dim1': [[1]]}",4.673004150390625e-06
#69,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,15,"{'input_tensor': [[48, 2, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.855228424072266e-06
#70,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,20,"{'input_tensor': [[2, 48, 512]], 'dim0': [[1]], 'dim1': [[2]]}",4.155635833740234e-06
#71,lraspp_m-v3s-d8_scratch_512x1024_320k_cityscapes,5,"{'input_tensor': [[4, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}",4.363059997558594e-06
#72,fcn_unet_s5-d16_256x256_40k_hrf,10,"{'input_tensor': [[4, 1, 256, 256]], 'dim0': [[0]], 'dim1': [[1]]}",3.497600555419922e-06
#73,ann_r50-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.251003265380859e-06
#74,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,5,"{'input_tensor': [[2, 512, 8192]], 'dim0': [[1]], 'dim1': [[2]]}",3.304481506347656e-06
#75,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}",4.427433013916016e-06
#76,encnet_r101-d8_512x512_20k_voc12aug,5,"{'input_tensor': [[4, 512, 4096]], 'dim0': [[1]], 'dim1': [[2]]}",3.4046173095703123e-06
#77,encnet_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.477500915527344e-06
#78,deeplabv3plus_r18-d8_512x512_80k_potsdam,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.266334533691406e-06
#79,pspnet_unet_s5-d16_ce-1.0-dice-3.0_64x64_40k_drive,10,"{'input_tensor': [[4, 1, 64, 64]], 'dim0': [[0]], 'dim1': [[1]]}",3.0469894409179686e-06
#80,fcn_unet_s5-d16_64x64_40k_drive,10,"{'input_tensor': [[4, 1, 64, 64]], 'dim0': [[0]], 'dim1': [[1]]}",3.1685829162597654e-06
#81,pspnet_r50-d8_480x480_80k_pascal_context,10,"{'input_tensor': [[4, 1, 480, 480]], 'dim0': [[0]], 'dim1': [[1]]}",3.0565261840820313e-06
#82,deeplabv3plus_r101-d8_769x769_80k_cityscapes,10,"{'input_tensor': [[2, 1, 769, 769]], 'dim0': [[0]], 'dim1': [[1]]}",2.949237823486328e-06
#83,pspnet_r101-d8_512x1024_40k_dark,10,"{'input_tensor': [[2, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}",3.044605255126953e-06
#84,ann_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",2.9850006103515624e-06
#85,deeplabv3plus_r50-d8_512x1024_40k_cityscapes,10,"{'input_tensor': [[2, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}",3.0159950256347657e-06
#86,nonlocal_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 1, 769, 769]], 'dim0': [[0]], 'dim1': [[1]]}",3.006458282470703e-06
#87,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,5,"{'input_tensor': [[4, 512, 4096]], 'dim0': [[1]], 'dim1': [[2]]}",3.3736228942871095e-06
#88,fastfcn_r50-d32_jpu_enc_512x512_80k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.230571746826172e-06
#89,fcn_r101-d8_512x512_20k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.1709671020507814e-06
#90,fastfcn_r50-d32_jpu_psp_512x512_80k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.3164024353027344e-06
#91,deeplabv3_r101-d8_512x512_4x4_20k_coco-stuff10k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.2138824462890626e-06
#92,deeplabv3plus_r101-d8_512x512_80k_potsdam,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.0612945556640625e-06
#93,fastfcn_r50-d32_jpu_aspp_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.2448768615722655e-06
#94,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest50_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 64]], 'dim0': [[1]], 'dim1': [[2]]}",3.0755996704101563e-06
#95,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest50_coco_256x192.py,20,"{'input_tensor': [[2, 1, 2, 128]], 'dim0': [[1]], 'dim1': [[2]]}",3.154277801513672e-06
#96,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest50_coco_256x192.py,30,"{'input_tensor': [[2, 1, 2, 256]], 'dim0': [[1]], 'dim1': [[2]]}",3.039836883544922e-06
#97,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest50_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 512]], 'dim0': [[1]], 'dim1': [[2]]}",2.9158592224121095e-06
#98,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--shufflenetv1_coco_384x288.py,20,"{'input_tensor': [[2, 3, 20, 48, 36]], 'dim0': [[1]], 'dim1': [[2]]}",2.949237823486328e-06
#99,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--shufflenetv1_coco_384x288.py,40,"{'input_tensor': [[2, 3, 40, 24, 18]], 'dim0': [[1]], 'dim1': [[2]]}",3.197193145751953e-06
#100,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--shufflenetv1_coco_384x288.py,20,"{'input_tensor': [[2, 3, 80, 12, 9]], 'dim0': [[1]], 'dim1': [[2]]}",3.1423568725585937e-06
#101,fcn_hr48_480x480_40k_pascal_context,5,"{'input_tensor': [[4, 1, 480, 480]], 'dim0': [[0]], 'dim1': [[1]]}",3.1948089599609376e-06
#102,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input_tensor': [[256, 128, 2304]], 'dim0': [[1]], 'dim1': [[2]]}",7.614374160766602e-05
#103,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[16384, 4, 36, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.5691261291503908e-06
#104,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[16384, 4, 36, 32]], 'dim0': [[1]], 'dim1': [[2]]}",3.333091735839844e-06
#105,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input_tensor': [[256, 512, 576]], 'dim0': [[1]], 'dim1': [[2]]}",3.3974647521972656e-06
#106,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[4096, 8, 36, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.5691261291503908e-06
#107,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[4096, 8, 36, 32]], 'dim0': [[1]], 'dim1': [[2]]}",3.4809112548828124e-06
#108,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input_tensor': [[256, 1024, 144]], 'dim0': [[1]], 'dim1': [[2]]}",3.5524368286132813e-06
#109,simmim_swin-base_8xb256-coslr-100e_in1k-192,90,"{'input_tensor': [[1024, 16, 36, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.4999847412109374e-06
#110,simmim_swin-base_8xb256-coslr-100e_in1k-192,90,"{'input_tensor': [[1024, 16, 36, 32]], 'dim0': [[1]], 'dim1': [[2]]}",3.7789344787597655e-06
#111,simmim_swin-base_8xb256-coslr-100e_in1k-192,5,"{'input_tensor': [[256, 2048, 36]], 'dim0': [[1]], 'dim1': [[2]]}",3.4499168395996095e-06
#112,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[256, 32, 36, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.3164024353027344e-06
#113,simmim_swin-base_8xb256-coslr-100e_in1k-192,10,"{'input_tensor': [[256, 32, 36, 32]], 'dim0': [[1]], 'dim1': [[2]]}",5.32388687133789e-06
#114,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input_tensor': [[2, 192, 16384]], 'dim0': [[1]], 'dim1': [[2]]}",3.5238265991210936e-06
#115,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[722, 6, 49, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.4666061401367185e-06
#116,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[722, 6, 49, 32]], 'dim0': [[1]], 'dim1': [[2]]}",3.399848937988281e-06
#117,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input_tensor': [[2, 768, 4096]], 'dim0': [[1]], 'dim1': [[2]]}",3.5071372985839846e-06
#118,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[200, 12, 49, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.848075866699219e-06
#119,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[200, 12, 49, 32]], 'dim0': [[1]], 'dim1': [[2]]}",5.517005920410156e-06
#120,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input_tensor': [[2, 1536, 1024]], 'dim0': [[1]], 'dim1': [[2]]}",3.724098205566406e-06
#121,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,90,"{'input_tensor': [[50, 24, 49, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.4666061401367185e-06
#122,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,90,"{'input_tensor': [[50, 24, 49, 32]], 'dim0': [[1]], 'dim1': [[2]]}",3.6382675170898437e-06
#123,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,5,"{'input_tensor': [[2, 3072, 256]], 'dim0': [[1]], 'dim1': [[2]]}",3.635883331298828e-06
#124,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[18, 48, 49, 32]], 'dim0': [[-2]], 'dim1': [[-1]]}",3.54766845703125e-06
#125,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[18, 48, 49, 32]], 'dim0': [[1]], 'dim1': [[2]]}",5.424022674560547e-06
#126,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,10,"{'input_tensor': [[2, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.291534423828125e-06
#127,isanet_r50-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.6038627624511716e-06
#128,deeplabv3_r50-d8_512x512_40k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.02212142944336e-06
#129,deeplabv3plus_s101-d8_512x512_160k_ade20k,15,"{'input_tensor': [[4, 1, 2, 64]], 'dim0': [[1]], 'dim1': [[2]]}",4.332065582275391e-06
#130,deeplabv3plus_s101-d8_512x512_160k_ade20k,20,"{'input_tensor': [[4, 1, 2, 128]], 'dim0': [[1]], 'dim1': [[2]]}",4.227161407470703e-06
#131,deeplabv3plus_s101-d8_512x512_160k_ade20k,115,"{'input_tensor': [[4, 1, 2, 256]], 'dim0': [[1]], 'dim1': [[2]]}",3.554821014404297e-06
#132,deeplabv3plus_s101-d8_512x512_160k_ade20k,15,"{'input_tensor': [[4, 1, 2, 512]], 'dim0': [[1]], 'dim1': [[2]]}",3.464221954345703e-06
#133,deeplabv3plus_s101-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.4379959106445312e-06
#134,ocrnet_hr18s_512x512_40k_voc12aug,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",3.1375885009765625e-06
#135,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 64]], 'dim0': [[1]], 'dim1': [[2]]}",3.032684326171875e-06
#136,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,20,"{'input_tensor': [[2, 1, 2, 128]], 'dim0': [[1]], 'dim1': [[2]]}",3.020763397216797e-06
#137,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,115,"{'input_tensor': [[2, 1, 2, 256]], 'dim0': [[1]], 'dim1': [[2]]}",2.9993057250976563e-06
#138,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--resnest101_coco_256x192.py,15,"{'input_tensor': [[2, 1, 2, 512]], 'dim0': [[1]], 'dim1': [[2]]}",2.9540061950683595e-06
#139,deeplabv3plus_r101-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 1, 512, 1024]], 'dim0': [[0]], 'dim1': [[1]]}",4.632472991943359e-06
#140,pspnet_r50-d8_4x4_512x512_80k_potsdam,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.267692565917968e-06
#141,encnet_r101-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 512, 4096]], 'dim0': [[1]], 'dim1': [[2]]}",3.4332275390625e-06
#142,encnet_r101-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.8613548278808595e-06
#143,pspnet_r50-d8_512x512_4x4_160k_coco-stuff164k,10,"{'input_tensor': [[4, 1, 512, 512]], 'dim0': [[0]], 'dim1': [[1]]}",4.589557647705078e-06
