id,source_neural_network,num_of_calls,parameters,running_time
#16,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 1, 2, 128]], 'dim': [[2]]}",3.4809112548828124e-06
#17,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,600,"{'input_tensor': [[2, 128]], 'dim': [[1]]}",3.478527069091797e-06
#18,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 128]], 'dim': [[2]]}",3.4427642822265624e-06
#19,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[128, 128, 3, 3]], 'dim': [[0]]}",3.497600555419922e-06
#20,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 128]], 'dim': [[3]]}",3.5333633422851563e-06
#21,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 128, 1]], 'dim': [[4]]}",3.440380096435547e-06
#22,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 128]], 'dim': [[2]]}",3.5333633422851563e-06
#23,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 128, 1]], 'dim': [[3]]}",3.497600555419922e-06
#24,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 128, 1, 1]], 'dim': [[4]]}",3.5190582275390624e-06
#25,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[108, 128, 3, 3]], 'dim': [[0]]}",4.5299530029296875e-06
#26,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 108]], 'dim': [[2]]}",4.353523254394532e-06
#27,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 108, 1]], 'dim': [[3]]}",4.487037658691406e-06
#28,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 108, 1, 1]], 'dim': [[4]]}",4.1627883911132815e-06
#29,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[108]], 'dim': [[0]]}",3.509521484375e-06
#30,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[91, 108, 3, 3]], 'dim': [[0]]}",3.6001205444335937e-06
#31,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 108]], 'dim': [[1]]}",3.712177276611328e-06
#32,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 108]], 'dim': [[3]]}",3.77655029296875e-06
#33,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 108, 1]], 'dim': [[4]]}",3.4189224243164062e-06
#34,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 91]], 'dim': [[2]]}",3.4570693969726562e-06
#35,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 91, 1]], 'dim': [[3]]}",3.4236907958984374e-06
#36,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 91, 1, 1]], 'dim': [[4]]}",3.5381317138671875e-06
#37,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[91]], 'dim': [[0]]}",3.390312194824219e-06
#38,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[76, 91, 3, 3]], 'dim': [[0]]}",3.4928321838378907e-06
#39,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 91]], 'dim': [[1]]}",3.478527069091797e-06
#40,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 91]], 'dim': [[3]]}",3.428459167480469e-06
#41,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 91, 1]], 'dim': [[4]]}",3.6025047302246092e-06
#42,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 76]], 'dim': [[2]]}",3.4189224243164062e-06
#43,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 76, 1]], 'dim': [[3]]}",3.47137451171875e-06
#44,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 76, 1, 1]], 'dim': [[4]]}",3.440380096435547e-06
#45,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[76]], 'dim': [[0]]}",3.3926963806152345e-06
#46,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[64, 76, 3, 3]], 'dim': [[0]]}",3.490447998046875e-06
#47,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 76]], 'dim': [[1]]}",5.207061767578125e-06
#48,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 76]], 'dim': [[3]]}",4.472732543945313e-06
#49,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 76, 1]], 'dim': [[4]]}",4.689693450927735e-06
#50,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64]], 'dim': [[2]]}",3.4117698669433595e-06
#51,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64, 1]], 'dim': [[3]]}",3.8051605224609377e-06
#52,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 64, 1, 1]], 'dim': [[4]]}",3.4618377685546874e-06
#53,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[64]], 'dim': [[0]]}",4.177093505859375e-06
#54,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[54, 64, 3, 3]], 'dim': [[0]]}",4.0173530578613285e-06
#55,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 64]], 'dim': [[1]]}",3.5119056701660157e-06
#56,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 64]], 'dim': [[3]]}",3.588199615478516e-06
#57,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 64, 1]], 'dim': [[4]]}",3.9052963256835935e-06
#58,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54]], 'dim': [[2]]}",3.3259391784667967e-06
#59,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54, 1]], 'dim': [[3]]}",2.856254577636719e-06
#60,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 54, 1, 1]], 'dim': [[4]]}",2.772808074951172e-06
#61,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[54]], 'dim': [[0]]}",2.880096435546875e-06
#62,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[45, 54, 3, 3]], 'dim': [[0]]}",2.799034118652344e-06
#63,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 54]], 'dim': [[1]]}",2.8014183044433594e-06
#64,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 54]], 'dim': [[3]]}",2.7871131896972655e-06
#65,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 54, 1]], 'dim': [[4]]}",2.7680397033691405e-06
#66,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45]], 'dim': [[2]]}",2.8252601623535155e-06
#67,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45, 1]], 'dim': [[3]]}",2.8443336486816406e-06
#68,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 45, 1, 1]], 'dim': [[4]]}",2.777576446533203e-06
#69,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[45]], 'dim': [[0]]}",2.8228759765625e-06
#70,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[38, 45, 3, 3]], 'dim': [[0]]}",2.8252601623535155e-06
#71,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 45]], 'dim': [[1]]}",2.8634071350097656e-06
#72,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 45]], 'dim': [[3]]}",2.8061866760253905e-06
#73,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 45, 1]], 'dim': [[4]]}",2.777576446533203e-06
#74,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38]], 'dim': [[2]]}",2.856254577636719e-06
#75,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38, 1]], 'dim': [[3]]}",2.758502960205078e-06
#76,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 38, 1, 1]], 'dim': [[4]]}",2.7561187744140626e-06
#77,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[38]], 'dim': [[0]]}",2.8491020202636717e-06
#78,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[32, 38, 3, 3]], 'dim': [[0]]}",2.913475036621094e-06
#79,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 38]], 'dim': [[1]]}",2.8586387634277344e-06
#80,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 38]], 'dim': [[3]]}",2.8204917907714844e-06
#81,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 38, 1]], 'dim': [[4]]}",2.791881561279297e-06
#82,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32]], 'dim': [[2]]}",2.875328063964844e-06
#83,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32, 1]], 'dim': [[3]]}",2.789497375488281e-06
#84,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 32, 1, 1]], 'dim': [[4]]}",2.8133392333984377e-06
#85,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[32]], 'dim': [[0]]}",2.8324127197265627e-06
#86,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[27, 32, 3, 3]], 'dim': [[0]]}",2.8204917907714844e-06
#87,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 32]], 'dim': [[3]]}",2.8920173645019533e-06
#88,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 32, 1]], 'dim': [[4]]}",2.8014183044433594e-06
#89,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27]], 'dim': [[2]]}",2.7298927307128905e-06
#90,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27, 1]], 'dim': [[3]]}",2.8777122497558594e-06
#91,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 27, 1, 1]], 'dim': [[4]]}",3.643035888671875e-06
#92,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[27]], 'dim': [[0]]}",2.734661102294922e-06
#93,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[23, 27, 3, 3]], 'dim': [[0]]}",2.8109550476074217e-06
#94,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 27]], 'dim': [[1]]}",2.8705596923828123e-06
#95,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 27]], 'dim': [[3]]}",2.8729438781738283e-06
#96,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 27, 1]], 'dim': [[4]]}",2.791881561279297e-06
#97,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23]], 'dim': [[2]]}",2.7608871459960938e-06
#98,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23, 1]], 'dim': [[3]]}",2.8491020202636717e-06
#99,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 23, 1, 1]], 'dim': [[4]]}",2.789497375488281e-06
#100,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[23]], 'dim': [[0]]}",2.770423889160156e-06
#101,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[19, 23, 3, 3]], 'dim': [[0]]}",2.9397010803222656e-06
#102,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 23]], 'dim': [[1]]}",2.7489662170410155e-06
#103,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 23]], 'dim': [[3]]}",2.7418136596679688e-06
#104,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 23, 1]], 'dim': [[4]]}",2.8443336486816406e-06
#105,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19]], 'dim': [[2]]}",2.7418136596679688e-06
#106,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19, 1]], 'dim': [[3]]}",2.808570861816406e-06
#107,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[2, 19, 1, 1]], 'dim': [[4]]}",2.8014183044433594e-06
#108,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[19]], 'dim': [[0]]}",2.8681755065917967e-06
#109,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[16, 19, 3, 3]], 'dim': [[0]]}",2.918243408203125e-06
#110,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 19]], 'dim': [[1]]}",2.7632713317871093e-06
#111,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 19]], 'dim': [[3]]}",2.78472900390625e-06
#112,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 1, 19, 1]], 'dim': [[4]]}",2.9087066650390623e-06
#113,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16]], 'dim': [[2]]}",2.772808074951172e-06
#114,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16, 1]], 'dim': [[3]]}",2.8133392333984377e-06
#115,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[2, 16, 1, 1]], 'dim': [[4]]}",2.9754638671875e-06
#116,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,200,"{'input_tensor': [[16]], 'dim': [[0]]}",2.8300285339355467e-06
#117,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[16, 16, 3, 3]], 'dim': [[0]]}",2.8133392333984377e-06
#118,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 16]], 'dim': [[1]]}",2.765655517578125e-06
#119,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 16]], 'dim': [[3]]}",2.8109550476074217e-06
#120,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,400,"{'input_tensor': [[2, 1, 16, 1]], 'dim': [[4]]}",2.8824806213378906e-06
#121,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_tensor': [[3, 16, 1, 1]], 'dim': [[0]]}",2.799034118652344e-06
#122,apcnet_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}",3.8695335388183595e-06
#123,deeplabv3_unet_s5-d16_ce-1.0-dice-3.0_64x64_40k_drive,10,"{'input_tensor': [[4, 64, 64]], 'dim': [[0]]}",3.6954879760742188e-06
#124,master_toy_dataset,1,"{'input_tensor': [[31]], 'dim': [[-1]]}",3.871917724609375e-06
#125,master_toy_dataset,1,"{'input_tensor': [[31, 512]], 'dim': [[0]]}",3.8051605224609377e-06
#126,master_toy_dataset,1,"{'input_tensor': [[240]], 'dim': [[-1]]}",3.969669342041015e-06
#127,master_toy_dataset,1,"{'input_tensor': [[240, 512]], 'dim': [[0]]}",4.52280044555664e-06
#128,master_toy_dataset,5,"{'input_tensor': [[1, 256, 1920]], 'dim': [[1]]}",3.440380096435547e-06
#129,master_toy_dataset,5,"{'input_tensor': [[1, 1, 1920]], 'dim': [[-1]]}",3.452301025390625e-06
#130,master_toy_dataset,10,"{'input_tensor': [[1, 256, 480]], 'dim': [[1]]}",4.498958587646485e-06
#131,master_toy_dataset,10,"{'input_tensor': [[1, 1, 480]], 'dim': [[-1]]}",4.258155822753906e-06
#132,master_toy_dataset,40,"{'input_tensor': [[1, 512, 240]], 'dim': [[1]]}",4.231929779052734e-06
#133,master_toy_dataset,40,"{'input_tensor': [[1, 1, 240]], 'dim': [[-1]]}",4.17470932006836e-06
#134,master_toy_dataset,5,"{'input_tensor': [[1, 30]], 'dim': [[1]]}",4.451274871826172e-06
#135,master_toy_dataset,5,"{'input_tensor': [[1, 1, 30]], 'dim': [[3]]}",4.3821334838867185e-06
#136,isanet_r50-d8_512x1024_40k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}",3.895759582519531e-06
#137,gcnet_r50-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 512, 4096]], 'dim': [[1]]}",3.3664703369140623e-06
#138,gcnet_r50-d8_512x512_80k_ade20k,5,"{'input_tensor': [[4, 1, 4096]], 'dim': [[-1]]}",3.0851364135742186e-06
#139,gcnet_r50-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",3.817081451416016e-06
#140,pspnet_r101-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",4.584789276123047e-06
#141,nonlocal_r101-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}",4.546642303466797e-06
#142,fcn_hr48_4x4_512x512_80k_vaihingen,5,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",4.327297210693359e-06
#143,pspnet_unet_s5-d16_128x128_40k_chase_db1,10,"{'input_tensor': [[4, 128, 128]], 'dim': [[0]]}",3.4737586975097657e-06
#144,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 34, 48]], 'dim': [[0]]}",4.830360412597657e-06
#145,attention-rpn_r50_c4_voc-split1_base-training,40,"{'input_tensor': [[4]], 'dim': [[0]]}",4.556179046630859e-06
#146,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 39, 28]], 'dim': [[0]]}",4.4941902160644535e-06
#147,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 42, 30]], 'dim': [[0]]}",4.744529724121093e-06
#148,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 30, 59]], 'dim': [[0]]}",5.2285194396972656e-06
#149,attention-rpn_r50_c4_voc-split1_base-training,3,"{'input_tensor': [[1024, 35, 30]], 'dim': [[0]]}",4.482269287109375e-06
#150,deeplabv3plus_r101-d8_480x480_80k_pascal_context_59,10,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}",4.506111145019531e-06
#151,fcn_hr18s_480x480_80k_pascal_context,5,"{'input_tensor': [[4, 480, 480]], 'dim': [[0]]}",4.634857177734375e-06
#152,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_tensor': [[2, 769, 769]], 'dim': [[0]]}",3.914833068847657e-06
#153,fcn_hr48_512x512_40k_voc12aug,5,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",4.208087921142578e-06
#154,ddpm_cosine_hybird_timestep-4k_drop0.3_cifar10_32x32_b8x16_500k,5,"{'input_tensor': [[16]], 'dim': [[0]]}",4.477500915527344e-06
#155,dmnet_r50-d8_512x512_160k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",4.506111145019531e-06
#156,yolact_r50_8x8_coco,80,"{'input_tensor': [[4]], 'dim': [[0]]}",4.208087921142578e-06
#157,yolact_r50_8x8_coco,22,"{'input_tensor': [[1, 550, 550]], 'dim': [[0]]}",3.933906555175781e-06
#158,yolact_r50_8x8_coco,2,"{'input_tensor': [[10, 550, 550]], 'dim': [[0]]}",4.928112030029297e-06
#159,yolact_r50_8x8_coco,4,"{'input_tensor': [[17, 550, 550]], 'dim': [[0]]}",4.990100860595703e-06
#160,yolact_r50_8x8_coco,6,"{'input_tensor': [[3, 550, 550]], 'dim': [[0]]}",4.193782806396484e-06
#161,yolact_r50_8x8_coco,10,"{'input_tensor': [[2, 550, 550]], 'dim': [[0]]}",4.191398620605468e-06
#162,yolact_r50_8x8_coco,4,"{'input_tensor': [[6, 550, 550]], 'dim': [[0]]}",4.479885101318359e-06
#163,yolact_r50_8x8_coco,6,"{'input_tensor': [[8, 550, 550]], 'dim': [[0]]}",4.520416259765625e-06
#164,yolact_r50_8x8_coco,4,"{'input_tensor': [[12, 550, 550]], 'dim': [[0]]}",4.248619079589844e-06
#165,yolact_r50_8x8_coco,10,"{'input_tensor': [[4, 550, 550]], 'dim': [[0]]}",4.410743713378906e-06
#166,yolact_r50_8x8_coco,2,"{'input_tensor': [[16, 550, 550]], 'dim': [[0]]}",4.363059997558594e-06
#167,yolact_r50_8x8_coco,2,"{'input_tensor': [[35, 550, 550]], 'dim': [[0]]}",3.47137451171875e-06
#168,yolact_r50_8x8_coco,2,"{'input_tensor': [[22, 550, 550]], 'dim': [[0]]}",3.361701965332031e-06
#169,yolact_r50_8x8_coco,2,"{'input_tensor': [[11, 550, 550]], 'dim': [[0]]}",4.887580871582031e-06
#170,yolact_r50_8x8_coco,2,"{'input_tensor': [[5, 550, 550]], 'dim': [[0]]}",4.796981811523438e-06
#171,yolact_r50_8x8_coco,2,"{'input_tensor': [[20, 550, 550]], 'dim': [[0]]}",3.3259391784667967e-06
#172,lraspp_m-v3s-d8_scratch_512x1024_320k_cityscapes,5,"{'input_tensor': [[4, 512, 1024]], 'dim': [[0]]}",4.682540893554688e-06
#173,neg-margin_cosine_conv4_1xb64_cub_5way-1shot,5,"{'input_tensor': [[64]], 'dim': [[1]]}",4.696846008300781e-06
#174,fcn_unet_s5-d16_256x256_40k_hrf,10,"{'input_tensor': [[4, 256, 256]], 'dim': [[0]]}",3.4689903259277345e-06
#175,ann_r50-d8_512x512_80k_ade20k,10,"{'input_tensor': [[4, 512, 512]], 'dim': [[0]]}",4.1604042053222655e-06
#176,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 8192, 512]], 'dim': [[2]]}",3.3736228942871095e-06
#177,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,5,"{'input_tensor': [[2, 8192, 32]], 'dim': [[3]]}",3.4809112548828124e-06
#178,fastfcn_r50-d32_jpu_enc_512x1024_80k_cityscapes,10,"{'input_tensor': [[2, 512, 1024]], 'dim': [[0]]}",3.6954879760742188e-06
