id,source_neural_network,num_of_calls,parameters,running_time
#11,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[30, 1]], 'dim': [[]]}",4.4536590576171874e-06
#12,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[30, 1]], 'dim': [-1]}",3.4332275390625e-06
#13,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[8319, 1]], 'dim': [-1]}",3.3879280090332033e-06
#14,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,8,"{'input_shape': [[0, 1]], 'dim': [1]}",3.4427642822265624e-06
#15,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[18, 1]], 'dim': [1]}",3.3974647521972656e-06
#16,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[21, 1]], 'dim': [1]}",3.380775451660156e-06
#17,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[72, 1]], 'dim': [[]]}",3.3473968505859373e-06
#18,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[72, 1]], 'dim': [-1]}",3.4117698669433595e-06
#19,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[10467, 1]], 'dim': [-1]}",3.459453582763672e-06
#20,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[60, 1]], 'dim': [[]]}",3.3116340637207033e-06
#21,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[60, 1]], 'dim': [-1]}",3.4189224243164062e-06
#22,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[16308, 1]], 'dim': [-1]}",3.407001495361328e-06
#23,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[33, 1]], 'dim': [1]}",3.39508056640625e-06
#24,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[54, 1]], 'dim': [1]}",3.452301025390625e-06
#25,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[27, 1]], 'dim': [1]}",3.3783912658691406e-06
#26,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[65, 1]], 'dim': [[]]}",3.294944763183594e-06
#27,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[65, 1]], 'dim': [-1]}",3.5047531127929686e-06
#28,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[9915, 1]], 'dim': [-1]}",3.407001495361328e-06
#29,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[10131, 1]], 'dim': [-1]}",3.4618377685546874e-06
#30,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[43, 1]], 'dim': [1]}",3.4022331237792968e-06
#31,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[6, 1]], 'dim': [1]}",3.3926963806152345e-06
#32,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[25, 1]], 'dim': [1]}",3.4809112548828124e-06
#33,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[117, 1]], 'dim': [[]]}",3.2567977905273438e-06
#34,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[117, 1]], 'dim': [-1]}",3.4022331237792968e-06
#35,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15228, 1]], 'dim': [-1]}",3.428459167480469e-06
#36,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[45, 1]], 'dim': [[]]}",3.2901763916015627e-06
#37,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[45, 1]], 'dim': [-1]}",3.5142898559570313e-06
#38,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[11040, 1]], 'dim': [-1]}",3.4117698669433595e-06
#39,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[76, 1]], 'dim': [1]}",3.399848937988281e-06
#40,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[50, 1]], 'dim': [1]}",3.464221954345703e-06
#41,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[9, 1]], 'dim': [1]}",3.407001495361328e-06
#42,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[172, 1]], 'dim': [[]]}",3.376007080078125e-06
#43,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[172, 1]], 'dim': [-1]}",3.399848937988281e-06
#44,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[10139, 1]], 'dim': [-1]}",3.4236907958984374e-06
#45,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[41, 1]], 'dim': [[]]}",3.3354759216308594e-06
#46,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[41, 1]], 'dim': [-1]}",3.426074981689453e-06
#47,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[12503, 1]], 'dim': [-1]}",3.526210784912109e-06
#48,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[144, 1]], 'dim': [1]}",3.3855438232421873e-06
#49,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[28, 1]], 'dim': [1]}",3.407001495361328e-06
#50,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15, 1]], 'dim': [1]}",3.4618377685546874e-06
#51,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[26, 1]], 'dim': [1]}",3.4165382385253906e-06
#52,apcnet_r101-d8_512x1024_40k_cityscapes,10,"{'input_shape': [[2, 1, 512, 1024]], 'dim': [1]}",4.777908325195312e-06
#53,configs--face--2d_kpt_sview_rgb_img--topdown_heatmap--wflw--res50_wflw_256x256.py,980,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}",4.756450653076172e-06
#54,fcn_r50-d8_480x480_80k_pascal_context,10,"{'input_shape': [[4, 1, 480, 480]], 'dim': [1]}",4.646778106689453e-06
#55,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--jhmdb--res50_2deconv_jhmdb_sub1_256x256.py,90,"{'input_shape': [[2, 1, 1024]], 'dim': [1]}",5.202293395996094e-06
#56,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--jhmdb--res50_2deconv_jhmdb_sub1_256x256.py,60,"{'input_shape': [[1, 1, 1024]], 'dim': [1]}",5.087852478027344e-06
#57,fcn_hr48_512x512_80k_potsdam,5,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",5.221366882324218e-06
#58,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_shape': [[2, 128, 1]], 'dim': [2]}",5.099773406982422e-06
#59,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,100,"{'input_shape': [[2, 36, 36, 1, 128]], 'dim': [3]}",4.355907440185547e-06
#60,stylegan3_t_noaug_fp16_gamma2.0_ffhq_256_b4x8,150,"{'input_shape': [[1, 1, 1, 1, 1]], 'dim': [2]}",5.32388687133789e-06
#61,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--seresnet101_coco_384x288.py,170,"{'input_shape': [[2, 1, 6912]], 'dim': [1]}",4.9304962158203124e-06
#62,apcnet_r50-d8_769x769_40k_cityscapes,10,"{'input_shape': [[2, 1, 769, 769]], 'dim': [1]}",5.321502685546875e-06
#63,deeplabv3_unet_s5-d16_ce-1.0-dice-3.0_64x64_40k_drive,10,"{'input_shape': [[4, 1, 64, 64]], 'dim': [1]}",5.1522254943847655e-06
#64,configs--hand--2d_kpt_sview_rgb_img--topdown_heatmap--coco_wholebody_hand--mobilenetv2_coco_wholebody_hand_256x256.py,210,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}",4.725456237792969e-06
#65,isanet_r50-d8_512x1024_40k_cityscapes,10,"{'input_shape': [[2, 1, 512, 1024]], 'dim': [1]}",5.173683166503906e-06
#66,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--horse10--hrnet_w48_horse10_256x256-split3.py,132,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}",5.125999450683594e-06
#67,configs--animal--2d_kpt_sview_rgb_img--topdown_heatmap--horse10--hrnet_w48_horse10_256x256-split3.py,88,"{'input_shape': [[1, 1, 4096]], 'dim': [1]}",4.534721374511719e-06
#68,gcnet_r50-d8_512x512_80k_ade20k,10,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",4.851818084716797e-06
#69,pspnet_r101-d8_512x512_160k_ade20k,10,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",5.2285194396972656e-06
#70,nonlocal_r101-d8_512x1024_80k_cityscapes,10,"{'input_shape': [[2, 1, 512, 1024]], 'dim': [1]}",4.217624664306641e-06
#71,configs--body--2d_kpt_sview_rgb_vid--posewarper--posetrack18--hrnet_w48_posetrack18_384x288_posewarper_stage2.py,170,"{'input_shape': [[1, 1, 6912]], 'dim': [1]}",4.110336303710937e-06
#72,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--alexnet_coco_256x192.py,170,"{'input_shape': [[2, 1, 2240]], 'dim': [1]}",4.189014434814453e-06
#73,fcn_hr48_4x4_512x512_80k_vaihingen,5,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",4.146099090576172e-06
#74,pspnet_unet_s5-d16_128x128_40k_chase_db1,10,"{'input_shape': [[4, 1, 128, 128]], 'dim': [1]}",4.286766052246094e-06
#75,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[10, 1]], 'dim': [1]}",4.146099090576172e-06
#76,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[24242, 1]], 'dim': [1]}",4.184246063232422e-06
#77,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[6, 1]], 'dim': [[]]}",4.02212142944336e-06
#78,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[9, 1]], 'dim': [1]}",4.203319549560547e-06
#79,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1994, 1]], 'dim': [1]}",4.115104675292969e-06
#80,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[4, 1]], 'dim': [[]]}",4.069805145263672e-06
#81,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[7, 1]], 'dim': [1]}",4.124641418457031e-06
#82,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1996, 1]], 'dim': [1]}",4.1604042053222655e-06
#83,attention-rpn_r50_c4_voc-split1_base-training,30,"{'input_shape': [[128, 2048, 1, 1]], 'dim': [3]}",4.2772293090820316e-06
#84,attention-rpn_r50_c4_voc-split1_base-training,30,"{'input_shape': [[128, 2048, 1]], 'dim': [2]}",5.233287811279297e-06
#85,attention-rpn_r50_c4_voc-split1_base-training,10,"{'input_shape': [[1, 2048, 1, 1]], 'dim': [3]}",4.856586456298828e-06
#86,attention-rpn_r50_c4_voc-split1_base-training,10,"{'input_shape': [[1, 2048, 1]], 'dim': [2]}",4.663467407226562e-06
#87,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[9, 1]], 'dim': [-1]}",4.3487548828125e-06
#88,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[247, 1]], 'dim': [-1]}",4.2009353637695315e-06
#89,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[16, 1]], 'dim': [1]}",4.169940948486328e-06
#90,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[15793, 1]], 'dim': [1]}",4.17470932006836e-06
#91,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[22, 1]], 'dim': [[]]}",4.034042358398438e-06
#92,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[23, 1]], 'dim': [1]}",4.115104675292969e-06
#93,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1978, 1]], 'dim': [1]}",4.096031188964844e-06
#94,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[19, 1]], 'dim': [[]]}",4.007816314697265e-06
#95,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[20, 1]], 'dim': [1]}",4.203319549560547e-06
#96,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1981, 1]], 'dim': [1]}",4.09841537475586e-06
#97,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[23, 1]], 'dim': [-1]}",4.0912628173828125e-06
#98,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[233, 1]], 'dim': [-1]}",3.4046173095703123e-06
#99,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[59, 1]], 'dim': [1]}",3.3974647521972656e-06
#100,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[16794, 1]], 'dim': [1]}",3.4165382385253906e-06
#101,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[13, 1]], 'dim': [[]]}",3.2901763916015627e-06
#102,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[15, 1]], 'dim': [1]}",3.4689903259277345e-06
#103,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[1987, 1]], 'dim': [1]}",3.4546852111816407e-06
#104,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[15, 1]], 'dim': [[]]}",3.294944763183594e-06
#105,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[17, 1]], 'dim': [1]}",3.4546852111816407e-06
#106,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1985, 1]], 'dim': [1]}",3.35693359375e-06
#107,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[15, 1]], 'dim': [-1]}",3.4952163696289063e-06
#108,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[241, 1]], 'dim': [-1]}",3.447532653808594e-06
#109,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[46, 1]], 'dim': [1]}",3.390312194824219e-06
#110,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[24936, 1]], 'dim': [1]}",3.3974647521972656e-06
#111,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[12, 1]], 'dim': [[]]}",3.294944763183594e-06
#112,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[13, 1]], 'dim': [1]}",3.4809112548828124e-06
#113,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[1988, 1]], 'dim': [1]}",3.440380096435547e-06
#114,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[11, 1]], 'dim': [[]]}",3.2830238342285155e-06
#115,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[12, 1]], 'dim': [1]}",3.4666061401367185e-06
#116,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[1989, 1]], 'dim': [1]}",3.4332275390625e-06
#117,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[13, 1]], 'dim': [-1]}",3.426074981689453e-06
#118,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[243, 1]], 'dim': [-1]}",3.445148468017578e-06
#119,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[53, 1]], 'dim': [1]}",3.3926963806152345e-06
#120,attention-rpn_r50_c4_voc-split1_base-training,2,"{'input_shape': [[13736, 1]], 'dim': [1]}",3.4666061401367185e-06
#121,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[14, 1]], 'dim': [1]}",3.380775451660156e-06
#122,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[14, 1]], 'dim': [-1]}",3.3974647521972656e-06
#123,attention-rpn_r50_c4_voc-split1_base-training,1,"{'input_shape': [[242, 1]], 'dim': [-1]}",3.459453582763672e-06
#124,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii_trb--res50_mpii_trb_256x256.py,320,"{'input_shape': [[2, 1, 4096]], 'dim': [1]}",3.3473968505859373e-06
#125,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--mpii_trb--res50_mpii_trb_256x256.py,80,"{'input_shape': [[1, 1, 4096]], 'dim': [1]}",3.3974647521972656e-06
#126,deeplabv3plus_r101-d8_480x480_80k_pascal_context_59,10,"{'input_shape': [[4, 1, 480, 480]], 'dim': [1]}",4.944801330566406e-06
#127,fcn_hr18s_480x480_80k_pascal_context,5,"{'input_shape': [[4, 1, 480, 480]], 'dim': [1]}",5.109310150146484e-06
#128,ann_r50-d8_769x769_40k_cityscapes,10,"{'input_shape': [[2, 1, 769, 769]], 'dim': [1]}",4.928112030029297e-06
#129,fcn_hr48_512x512_40k_voc12aug,5,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",4.6062469482421876e-06
#130,dmnet_r50-d8_512x512_160k_ade20k,10,"{'input_shape': [[4, 1, 512, 512]], 'dim': [1]}",5.037784576416015e-06
#131,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,170,"{'input_shape': [[2, 1, 3072]], 'dim': [1]}",4.878044128417969e-06
#132,yolact_r50_8x8_coco,3,"{'input_shape': [[3, 1]], 'dim': [[]]}",4.293918609619141e-06
#133,yolact_r50_8x8_coco,3,"{'input_shape': [[3, 1]], 'dim': [-1]}",4.360675811767578e-06
#134,yolact_r50_8x8_coco,2,"{'input_shape': [[19241, 1]], 'dim': [-1]}",4.208087921142578e-06
#135,yolact_r50_8x8_coco,2,"{'input_shape': [[26, 1]], 'dim': [[]]}",3.9792060852050784e-06
#136,yolact_r50_8x8_coco,2,"{'input_shape': [[26, 1]], 'dim': [-1]}",4.179477691650391e-06
#137,yolact_r50_8x8_coco,2,"{'input_shape': [[19145, 1]], 'dim': [-1]}",4.112720489501953e-06
#138,yolact_r50_8x8_coco,2,"{'input_shape': [[36, 1]], 'dim': [[]]}",4.041194915771484e-06
#139,yolact_r50_8x8_coco,2,"{'input_shape': [[36, 1]], 'dim': [-1]}",4.110336303710937e-06
#140,yolact_r50_8x8_coco,1,"{'input_shape': [[19146, 1]], 'dim': [-1]}",4.1985511779785155e-06
#141,yolact_r50_8x8_coco,3,"{'input_shape': [[7, 1]], 'dim': [[]]}",3.988742828369141e-06
#142,yolact_r50_8x8_coco,3,"{'input_shape': [[7, 1]], 'dim': [-1]}",4.1985511779785155e-06
#143,yolact_r50_8x8_coco,2,"{'input_shape': [[19229, 1]], 'dim': [-1]}",3.414154052734375e-06
#144,yolact_r50_8x8_coco,3,"{'input_shape': [[10, 1]], 'dim': [[]]}",3.2806396484375e-06
#145,yolact_r50_8x8_coco,3,"{'input_shape': [[10, 1]], 'dim': [-1]}",3.478527069091797e-06
#146,yolact_r50_8x8_coco,1,"{'input_shape': [[19214, 1]], 'dim': [-1]}",3.47137451171875e-06
#147,yolact_r50_8x8_coco,1,"{'input_shape': [[12, 1]], 'dim': [[]]}",3.3402442932128906e-06
#148,yolact_r50_8x8_coco,1,"{'input_shape': [[12, 1]], 'dim': [-1]}",3.3974647521972656e-06
#149,yolact_r50_8x8_coco,1,"{'input_shape': [[19226, 1]], 'dim': [-1]}",3.4809112548828124e-06
#150,yolact_r50_8x8_coco,2,"{'input_shape': [[19228, 1]], 'dim': [-1]}",3.4189224243164062e-06
#151,yolact_r50_8x8_coco,1,"{'input_shape': [[18, 1]], 'dim': [[]]}",3.2925605773925782e-06
#152,yolact_r50_8x8_coco,1,"{'input_shape': [[18, 1]], 'dim': [-1]}",3.4809112548828124e-06
#153,yolact_r50_8x8_coco,2,"{'input_shape': [[19194, 1]], 'dim': [-1]}",3.4236907958984374e-06
#154,yolact_r50_8x8_coco,11,"{'input_shape': [[1, 1, 69, 69]], 'dim': [0]}",3.4308433532714845e-06
#155,yolact_r50_8x8_coco,1,"{'input_shape': [[1, 10, 69, 69]], 'dim': [0]}",4.258155822753906e-06
#156,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 17, 69, 69]], 'dim': [0]}",5.195140838623047e-06
#157,yolact_r50_8x8_coco,3,"{'input_shape': [[1, 3, 69, 69]], 'dim': [0]}",5.221366882324218e-06
#158,yolact_r50_8x8_coco,5,"{'input_shape': [[1, 2, 69, 69]], 'dim': [0]}",4.773139953613281e-06
#159,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 6, 69, 69]], 'dim': [0]}",4.096031188964844e-06
#160,yolact_r50_8x8_coco,3,"{'input_shape': [[1, 8, 69, 69]], 'dim': [0]}",4.124641418457031e-06
#161,yolact_r50_8x8_coco,11,"{'input_shape': [[1, 1, 138, 138]], 'dim': [0]}",4.181861877441406e-06
#162,yolact_r50_8x8_coco,1,"{'input_shape': [[1, 10, 138, 138]], 'dim': [0]}",4.131793975830078e-06
#163,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 17, 138, 138]], 'dim': [0]}",4.138946533203125e-06
#164,yolact_r50_8x8_coco,3,"{'input_shape': [[1, 3, 138, 138]], 'dim': [0]}",4.1294097900390626e-06
#165,yolact_r50_8x8_coco,5,"{'input_shape': [[1, 2, 138, 138]], 'dim': [0]}",4.112720489501953e-06
#166,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 6, 138, 138]], 'dim': [0]}",4.1270256042480466e-06
#167,yolact_r50_8x8_coco,3,"{'input_shape': [[1, 8, 138, 138]], 'dim': [0]}",5.331039428710937e-06
#168,yolact_r50_8x8_coco,1,"{'input_shape': [[19240, 1]], 'dim': [-1]}",4.689693450927735e-06
#169,yolact_r50_8x8_coco,1,"{'input_shape': [[29, 1]], 'dim': [[]]}",4.222393035888672e-06
#170,yolact_r50_8x8_coco,1,"{'input_shape': [[29, 1]], 'dim': [-1]}",4.2366981506347655e-06
#171,yolact_r50_8x8_coco,3,"{'input_shape': [[4, 1]], 'dim': [[]]}",4.1270256042480466e-06
#172,yolact_r50_8x8_coco,3,"{'input_shape': [[4, 1]], 'dim': [-1]}",4.172325134277344e-06
#173,yolact_r50_8x8_coco,2,"{'input_shape': [[19237, 1]], 'dim': [-1]}",4.217624664306641e-06
#174,yolact_r50_8x8_coco,3,"{'input_shape': [[9, 1]], 'dim': [[]]}",4.026889801025391e-06
#175,yolact_r50_8x8_coco,3,"{'input_shape': [[9, 1]], 'dim': [-1]}",4.2724609375e-06
#176,yolact_r50_8x8_coco,1,"{'input_shape': [[19231, 1]], 'dim': [-1]}",4.141330718994141e-06
#177,yolact_r50_8x8_coco,2,"{'input_shape': [[13, 1]], 'dim': [[]]}",4.112720489501953e-06
#178,yolact_r50_8x8_coco,2,"{'input_shape': [[13, 1]], 'dim': [-1]}",4.165172576904297e-06
#179,yolact_r50_8x8_coco,1,"{'input_shape': [[19196, 1]], 'dim': [-1]}",4.2724609375e-06
#180,yolact_r50_8x8_coco,3,"{'input_shape': [[11, 1]], 'dim': [[]]}",3.771781921386719e-06
#181,yolact_r50_8x8_coco,3,"{'input_shape': [[11, 1]], 'dim': [-1]}",3.921985626220703e-06
#182,yolact_r50_8x8_coco,1,"{'input_shape': [[19232, 1]], 'dim': [-1]}",3.7550926208496094e-06
#183,yolact_r50_8x8_coco,1,"{'input_shape': [[22, 1]], 'dim': [[]]}",3.4236907958984374e-06
#184,yolact_r50_8x8_coco,1,"{'input_shape': [[22, 1]], 'dim': [-1]}",3.4999847412109374e-06
#185,yolact_r50_8x8_coco,1,"{'input_shape': [[19180, 1]], 'dim': [-1]}",3.445148468017578e-06
#186,yolact_r50_8x8_coco,1,"{'input_shape': [[6, 1]], 'dim': [[]]}",3.3497810363769533e-06
#187,yolact_r50_8x8_coco,1,"{'input_shape': [[6, 1]], 'dim': [-1]}",3.483295440673828e-06
#188,yolact_r50_8x8_coco,1,"{'input_shape': [[19239, 1]], 'dim': [-1]}",3.502368927001953e-06
#189,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 12, 69, 69]], 'dim': [0]}",4.2748451232910156e-06
#190,yolact_r50_8x8_coco,5,"{'input_shape': [[1, 4, 69, 69]], 'dim': [0]}",5.099773406982422e-06
#191,yolact_r50_8x8_coco,2,"{'input_shape': [[1, 12, 138, 138]], 'dim': [0]}",5.1903724670410155e-06
#192,yolact_r50_8x8_coco,5,"{'input_shape': [[1, 4, 138, 138]], 'dim': [0]}",4.115104675292969e-06
#193,yolact_r50_8x8_coco,1,"{'input_shape': [[42, 1]], 'dim': [[]]}",4.322528839111328e-06
#194,yolact_r50_8x8_coco,1,"{'input_shape': [[42, 1]], 'dim': [-1]}",4.7516822814941406e-06
#195,yolact_r50_8x8_coco,1,"{'input_shape': [[19150, 1]], 'dim': [-1]}",4.341602325439453e-06
#196,yolact_r50_8x8_coco,2,"{'input_shape': [[19234, 1]], 'dim': [-1]}",4.131793975830078e-06
