id,source_neural_network,num_of_calls,parameters,running_time
#139,ddod_r50_fpn_1x_coco,2,{'nonzero_0': [[2050]]},5.523204803466797e-05
#140,ddod_r50_fpn_1x_coco,4,{'nonzero_0': [[546]]},5.9456825256347655e-05
#141,ddod_r50_fpn_1x_coco,4,{'nonzero_0': [[154]]},5.488872528076172e-05
#142,ddod_r50_fpn_1x_coco,6,{'nonzero_0': [[21486]]},5.446434020996094e-05
#143,ddod_r50_fpn_1x_coco,2,"{'nonzero_0': [[2, 16800]]}",5.804300308227539e-05
#144,ddod_r50_fpn_1x_coco,2,"{'nonzero_0': [[2, 4200]]}",0.00012665748596191406
#145,ddod_r50_fpn_1x_coco,2,"{'nonzero_0': [[2, 1050]]}",8.781671524047851e-05
#146,ddod_r50_fpn_1x_coco,2,{'nonzero_0': [[33600]]},5.3489208221435546e-05
#147,ddod_r50_fpn_1x_coco,2,{'nonzero_0': [[8400]]},5.296468734741211e-05
#148,ddod_r50_fpn_1x_coco,2,{'nonzero_0': [[2100]]},4.6126842498779297e-05
#149,decoupled_solo_r50_fpn_1x_coco,5,{'nonzero_0': [[4]]},4.544973373413086e-05
#150,decoupled_solo_r50_fpn_1x_coco,10,"{'nonzero_0': [[40, 40]]}",4.9734115600585936e-05
#151,decoupled_solo_r50_fpn_1x_coco,10,"{'nonzero_0': [[36, 36]]}",4.9810409545898435e-05
#152,decoupled_solo_r50_fpn_1x_coco,10,"{'nonzero_0': [[24, 24]]}",4.979610443115235e-05
#153,decoupled_solo_r50_fpn_1x_coco,10,"{'nonzero_0': [[16, 16]]}",4.955291748046875e-05
#154,decoupled_solo_r50_fpn_1x_coco,10,"{'nonzero_0': [[12, 12]]}",4.947185516357422e-05
#155,decoupled_solo_r50_fpn_1x_coco,10,{'nonzero_0': [[1]]},4.458904266357422e-05
#156,decoupled_solo_r50_fpn_1x_coco,5,{'nonzero_0': [[10]]},4.535198211669922e-05
#157,decoupled_solo_r50_fpn_1x_coco,15,{'nonzero_0': [[2]]},4.5359134674072266e-05
#158,decoupled_solo_r50_fpn_1x_coco,5,{'nonzero_0': [[5]]},4.53948974609375e-05
#159,decoupled_solo_r50_fpn_1x_coco,5,{'nonzero_0': [[18]]},4.5311450958251956e-05
#160,decoupled_solo_r50_fpn_1x_coco,5,{'nonzero_0': [[7]]},4.540443420410156e-05
#161,yolov3_mobilenetv2_mstrain-416_300e_coco,2,{'nonzero_0': [[5733]]},4.5998096466064455e-05
#162,yolov3_mobilenetv2_mstrain-416_300e_coco,4,{'nonzero_0': [[8190]]},5.406379699707031e-05
#163,yolov3_mobilenetv2_mstrain-416_300e_coco,2,{'nonzero_0': [[9828]]},5.305767059326172e-05
#164,yolov3_mobilenetv2_mstrain-416_300e_coco,2,{'nonzero_0': [[6048]]},4.688262939453125e-05
#165,bbox_r50_grid_fpn_gn-neck+head_1x_coco,30,{'nonzero_0': [[20267]]},5.339860916137695e-05
#166,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,{'nonzero_0': [[18672]]},5.34820556640625e-05
#167,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,{'nonzero_0': [[18134]]},5.2950382232666016e-05
#168,bbox_r50_grid_fpn_gn-neck+head_1x_coco,12,{'nonzero_0': [[13343]]},5.3637027740478515e-05
#169,bbox_r50_grid_fpn_gn-neck+head_1x_coco,6,{'nonzero_0': [[22400]]},5.450963973999023e-05
#170,faster_rcnn_r50_pafpn_1x_coco,10,{'nonzero_0': [[242991]]},5.3992271423339846e-05
#171,faster_rcnn_r50_pafpn_1x_coco,8,{'nonzero_0': [[217413]]},5.407094955444336e-05
#172,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[364800]]},5.5592060089111325e-05
#173,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[91200]]},5.3832530975341795e-05
#174,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[22800]]},5.3713321685791014e-05
#175,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[5700]]},4.596471786499023e-05
#176,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[1482]]},4.51970100402832e-05
#177,faster_rcnn_r50_pafpn_1x_coco,10,{'nonzero_0': [[1000]]},4.6539306640625e-05
#178,faster_rcnn_r50_pafpn_1x_coco,6,{'nonzero_0': [[1004]]},4.559993743896484e-05
#179,faster_rcnn_r50_pafpn_1x_coco,20,{'nonzero_0': [[1024]]},4.551410675048828e-05
#180,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[211038]]},5.5408477783203126e-05
#181,faster_rcnn_r50_pafpn_1x_coco,1,{'nonzero_0': [[326400]]},5.584716796875e-05
#182,faster_rcnn_r50_pafpn_1x_coco,1,{'nonzero_0': [[81600]]},5.833864212036133e-05
#183,faster_rcnn_r50_pafpn_1x_coco,1,{'nonzero_0': [[20400]]},5.418300628662109e-05
#184,faster_rcnn_r50_pafpn_1x_coco,1,{'nonzero_0': [[5100]]},4.697561264038086e-05
#185,faster_rcnn_r50_pafpn_1x_coco,1,{'nonzero_0': [[1326]]},4.597902297973633e-05
#186,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[1002]]},4.575967788696289e-05
#187,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[1012]]},4.576683044433594e-05
#188,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[1005]]},4.567623138427735e-05
#189,faster_rcnn_r50_pafpn_1x_coco,4,{'nonzero_0': [[1001]]},4.5409202575683596e-05
#190,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[1009]]},4.539966583251953e-05
#191,faster_rcnn_r50_pafpn_1x_coco,2,{'nonzero_0': [[1019]]},4.5630931854248044e-05
#192,bytetrack_yolox_x_crowdhuman_mot17-private-half,40,{'nonzero_0': [[23625]]},5.8355331420898435e-05
#193,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[219592]]},5.494117736816406e-05
#194,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[224826]]},5.439996719360351e-05
#195,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[403200]]},5.644083023071289e-05
#196,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[100800]]},5.372047424316406e-05
#197,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[25200]]},5.3527355194091795e-05
#198,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[6300]]},5.225181579589844e-05
#199,rpn_r101_fpn_1x_coco,1,{'nonzero_0': [[1638]]},4.5592784881591794e-05
#200,rpn_r101_fpn_1x_coco,6,{'nonzero_0': [[217185]]},5.894184112548828e-05
#201,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[218276]]},5.684614181518555e-05
#202,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[364800]]},5.546092987060547e-05
#203,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[91200]]},5.371809005737305e-05
#204,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[22800]]},5.376577377319336e-05
#205,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[5700]]},4.625082015991211e-05
#206,rpn_r101_fpn_1x_coco,4,{'nonzero_0': [[1482]]},4.527568817138672e-05
#207,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[192300]]},5.389928817749023e-05
#208,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[176125]]},5.422115325927734e-05
#209,rpn_r101_fpn_1x_coco,2,{'nonzero_0': [[217700]]},5.491256713867187e-05
#210,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[61, 163206]]}",0.00045401811599731444
#211,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[66, 163206]]}",0.0004876470565795898
#212,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[30, 182403]]}",0.00027842044830322265
#213,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[23, 182403]]}",0.00021539211273193358
#214,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[68, 163206]]}",0.0005015921592712402
#215,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[9, 163206]]}",0.00012951850891113281
#216,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[1, 182403]]}",5.968570709228516e-05
#217,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'nonzero_0': [[9, 182403]]}",0.00014726877212524415
#218,retinanet_free_anchor_r50_fpn_1x_coco,1,"{'nonzero_0': [[18, 182403]]}",0.00019771814346313476
#219,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[230202]]},5.456209182739258e-05
#220,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[138120]]},5.976438522338867e-05
#221,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[345600]]},5.50079345703125e-05
#222,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[86400]]},0.00013556957244873047
#223,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[21600]]},5.4030418395996095e-05
#224,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[5400]]},4.591226577758789e-05
#225,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[1404]]},4.543304443359375e-05
#226,point_rend_r50_caffe_fpn_mstrain_3x_coco,10,{'nonzero_0': [[1000]]},4.5261383056640626e-05
#227,point_rend_r50_caffe_fpn_mstrain_3x_coco,6,{'nonzero_0': [[1001]]},4.5418739318847656e-05
#228,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1010]]},4.5535564422607424e-05
#229,point_rend_r50_caffe_fpn_mstrain_3x_coco,20,{'nonzero_0': [[1024]]},4.513978958129883e-05
#230,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[123783]]},5.392789840698242e-05
#231,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[157542]]},5.4256916046142576e-05
#232,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[236544]]},5.665302276611328e-05
#233,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[59136]]},5.336284637451172e-05
#234,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[14784]]},5.3648948669433596e-05
#235,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[3696]]},4.5938491821289064e-05
#236,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[924]]},4.507541656494141e-05
#237,point_rend_r50_caffe_fpn_mstrain_3x_coco,8,{'nonzero_0': [[1002]]},4.5299530029296875e-05
#238,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1005]]},4.5349597930908205e-05
#239,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[214848]]},5.452394485473633e-05
#240,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[182391]]},5.4454803466796876e-05
#241,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[322560]]},5.564689636230469e-05
#242,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[80640]]},5.564451217651367e-05
#243,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[20160]]},5.3429603576660155e-05
#244,point_rend_r50_caffe_fpn_mstrain_3x_coco,1,{'nonzero_0': [[5040]]},4.636526107788086e-05
#245,point_rend_r50_caffe_fpn_mstrain_3x_coco,2,{'nonzero_0': [[1296]]},4.563808441162109e-05
