id,source_neural_network,num_of_calls,parameters,running_time
#34,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[42]], 'dim': [[0]]}",2.805471420288086e-05
#35,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[19]], 'dim': [[0]]}",1.4493465423583984e-05
#36,dmnet_r50-d8_512x512_160k_ade20k,4,"{'input_tensor': [[112]], 'dim': [[0]]}",7.910490036010743e-05
#37,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[137]], 'dim': [[0]]}",9.999513626098633e-05
#38,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[127]], 'dim': [[0]]}",9.208917617797852e-05
#39,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[96]], 'dim': [[0]]}",6.696701049804687e-05
#40,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[91]], 'dim': [[0]]}",6.38437271118164e-05
#41,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[135]], 'dim': [[0]]}",9.829998016357422e-05
#42,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[125]], 'dim': [[0]]}",9.053707122802735e-05
#43,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[93]], 'dim': [[0]]}",6.496906280517578e-05
#44,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[132]], 'dim': [[0]]}",9.59157943725586e-05
#45,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[116]], 'dim': [[0]]}",8.175849914550782e-05
#46,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[105]], 'dim': [[0]]}",7.228851318359375e-05
#47,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[131]], 'dim': [[0]]}",9.485483169555665e-05
#48,dmnet_r50-d8_512x512_160k_ade20k,2,"{'input_tensor': [[99]], 'dim': [[0]]}",6.906270980834961e-05
#49,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvt-s_coco_256x192.py,1,"{'input_tensor': [[16]], 'dim': [[0]]}",1.281261444091797e-05
#50,yolact_r50_8x8_coco,5,"{'input_tensor': [[8, 19248, 81]], 'dim': [[0]]}",9.725093841552734e-06
#51,yolact_r50_8x8_coco,15,"{'input_tensor': [[8, 19248, 4]], 'dim': [[0]]}",1.338958740234375e-05
#52,yolact_r50_8x8_coco,10,"{'input_tensor': [[8, 19248]], 'dim': [[0]]}",1.3065338134765624e-05
#53,decoupled_solo_r50_fpn_1x_coco,7,"{'input_tensor': [[1, 800, 1088]], 'dim': [[0]]}",5.664825439453125e-06
#54,decoupled_solo_r50_fpn_1x_coco,76,"{'input_tensor': [[1]], 'dim': [[0]]}",4.153251647949219e-06
#55,decoupled_solo_r50_fpn_1x_coco,4,"{'input_tensor': [[2, 800, 1088]], 'dim': [[0]]}",5.075931549072265e-06
#56,decoupled_solo_r50_fpn_1x_coco,24,"{'input_tensor': [[2]], 'dim': [[0]]}",4.291534423828125e-06
#57,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[3, 800, 1088]], 'dim': [[0]]}",8.971691131591797e-06
#58,decoupled_solo_r50_fpn_1x_coco,16,"{'input_tensor': [[3]], 'dim': [[0]]}",8.64267349243164e-06
#59,decoupled_solo_r50_fpn_1x_coco,2,"{'input_tensor': [[1, 800, 1120]], 'dim': [[0]]}",6.35385513305664e-06
#60,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[2, 800, 1216]], 'dim': [[0]]}",7.519721984863281e-06
#61,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[4, 800, 1216]], 'dim': [[0]]}",1.0395050048828125e-05
#62,decoupled_solo_r50_fpn_1x_coco,4,"{'input_tensor': [[4]], 'dim': [[0]]}",9.264945983886719e-06
#63,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[7, 800, 1216]], 'dim': [[0]]}",1.1529922485351562e-05
#64,decoupled_solo_r50_fpn_1x_coco,8,"{'input_tensor': [[7]], 'dim': [[0]]}",9.808540344238281e-06
#65,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[6, 800, 1216]], 'dim': [[0]]}",1.0476112365722656e-05
#66,decoupled_solo_r50_fpn_1x_coco,8,"{'input_tensor': [[6]], 'dim': [[0]]}",8.974075317382813e-06
#67,decoupled_solo_r50_fpn_1x_coco,4,"{'input_tensor': [[1, 800, 1216]], 'dim': [[0]]}",5.474090576171875e-06
#68,decoupled_solo_r50_fpn_1x_coco,3,"{'input_tensor': [[1, 1088, 800]], 'dim': [[0]]}",5.545616149902344e-06
#69,decoupled_solo_r50_fpn_1x_coco,2,"{'input_tensor': [[3, 1088, 800]], 'dim': [[0]]}",7.510185241699219e-06
#70,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[10, 800, 800]], 'dim': [[0]]}",1.5277862548828125e-05
#71,decoupled_solo_r50_fpn_1x_coco,4,"{'input_tensor': [[10]], 'dim': [[0]]}",1.153707504272461e-05
#72,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[11, 800, 800]], 'dim': [[0]]}",1.6200542449951173e-05
#73,decoupled_solo_r50_fpn_1x_coco,4,"{'input_tensor': [[11]], 'dim': [[0]]}",1.161336898803711e-05
#74,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[7, 800, 800]], 'dim': [[0]]}",1.1258125305175781e-05
#75,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[3, 800, 800]], 'dim': [[0]]}",7.274150848388672e-06
#76,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[1, 800, 800]], 'dim': [[0]]}",5.118846893310547e-06
#77,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[6, 608, 1344]], 'dim': [[0]]}",1.0380744934082031e-05
#78,decoupled_solo_r50_fpn_1x_coco,1,"{'input_tensor': [[2, 608, 1344]], 'dim': [[0]]}",6.287097930908203e-06
#79,decoupled_solo_r50_fpn_1x_coco,2,"{'input_tensor': [[1, 608, 1344]], 'dim': [[0]]}",5.147457122802734e-06
#80,simmim_swin-base_8xb256-coslr-100e_in1k-192,1,"{'input_tensor': [[24]], 'dim': [[0]]}",2.7618408203125e-05
#81,upernet_swin_large_patch4_window7_512x512_pretrain_224x224_22K_160k_ade20k,1,"{'input_tensor': [[24]], 'dim': [[0]]}",2.3617744445800782e-05
#82,deepfillv1_256x256_4x4_celeba,60,"{'input_tensor': [[4]], 'dim': [[0]]}",5.390644073486328e-06
#83,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_384x288.py,1,"{'input_tensor': [[24]], 'dim': [[0]]}",1.7330646514892578e-05
#84,configs--body--3d_kpt_mview_rgb_img--voxelpose--campus--voxelpose_prn32x32x32_cpn80x80x20_campus_cam3.py,66,"{'input_tensor': [[3]], 'dim': [[0]]}",4.732608795166016e-06
#85,conformer-tiny-p16_8xb128_in1k,1,"{'input_tensor': [[12]], 'dim': [[0]]}",1.0135173797607421e-05
#86,bytetrack_yolox_x_crowdhuman_mot17-private-half,10,"{'input_tensor': [[4, 23625, 4]], 'dim': [[0]]}",8.158683776855468e-06
#87,bytetrack_yolox_x_crowdhuman_mot17-private-half,5,"{'input_tensor': [[4, 23625, 1]], 'dim': [[0]]}",8.122920989990234e-06
#88,bytetrack_yolox_x_crowdhuman_mot17-private-half,5,"{'input_tensor': [[4, 23625]], 'dim': [[0]]}",8.041858673095702e-06
#89,configs--body--3d_kpt_mview_rgb_img--voxelpose--shelf--voxelpose_prn32x32x32_cpn48x48x12_shelf_cam5.py,50,"{'input_tensor': [[3]], 'dim': [[0]]}",6.8759918212890625e-06
#90,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'input_tensor': [[2, 163206, 80]], 'dim': [[0]]}",4.799365997314453e-06
#91,retinanet_free_anchor_r50_fpn_1x_coco,2,"{'input_tensor': [[2, 163206, 4]], 'dim': [[0]]}",6.5851211547851565e-06
#92,retinanet_free_anchor_r50_fpn_1x_coco,3,"{'input_tensor': [[2, 182403, 80]], 'dim': [[0]]}",4.773139953613281e-06
#93,retinanet_free_anchor_r50_fpn_1x_coco,3,"{'input_tensor': [[2, 182403, 4]], 'dim': [[0]]}",6.299018859863282e-06
#94,upernet_vit-b16_ln_mln_512x512_160k_ade20k,1,"{'input_tensor': [[12]], 'dim': [[0]]}",1.6145706176757812e-05
#95,wgangp_GN_celeba-cropped_128_b64x1_160kiter,20,"{'input_tensor': [[4]], 'dim': [[0]]}",7.772445678710938e-06
#96,wgangp_GN_celeba-cropped_128_b64x1_160kiter,5,"{'input_tensor': [[4, 3, 128, 128]], 'dim': [[0]]}",8.175373077392578e-06
#97,wgangp_GN_celeba-cropped_128_b64x1_160kiter,20,"{'input_tensor': [[3, 128, 128]], 'dim': [[0]]}",7.01904296875e-06
#98,wgangp_GN_celeba-cropped_128_b64x1_160kiter,10,"{'input_tensor': [[432]], 'dim': [[0]]}",0.0004242324829101562
#99,fovea_align_r101_fpn_gn-head_4x4_2x_coco,75,"{'input_tensor': [[2]], 'dim': [[0]]}",4.169940948486328e-06
#100,fovea_align_r101_fpn_gn-head_4x4_2x_coco,15,"{'input_tensor': [[2, 4]], 'dim': [[0]]}",4.215240478515625e-06
#101,fovea_align_r101_fpn_gn-head_4x4_2x_coco,290,"{'input_tensor': [[4]], 'dim': [[0]]}",5.47647476196289e-06
#102,fovea_align_r101_fpn_gn-head_4x4_2x_coco,30,"{'input_tensor': [[5]], 'dim': [[0]]}",5.98907470703125e-06
#103,fovea_align_r101_fpn_gn-head_4x4_2x_coco,6,"{'input_tensor': [[5, 4]], 'dim': [[0]]}",6.093978881835937e-06
#104,fovea_align_r101_fpn_gn-head_4x4_2x_coco,50,"{'input_tensor': [[3]], 'dim': [[0]]}",4.76837158203125e-06
#105,fovea_align_r101_fpn_gn-head_4x4_2x_coco,10,"{'input_tensor': [[3, 4]], 'dim': [[0]]}",4.827976226806641e-06
#106,fovea_align_r101_fpn_gn-head_4x4_2x_coco,6,"{'input_tensor': [[4, 4]], 'dim': [[0]]}",5.5694580078125e-06
#107,fovea_align_r101_fpn_gn-head_4x4_2x_coco,95,"{'input_tensor': [[1]], 'dim': [[0]]}",3.516674041748047e-06
#108,fovea_align_r101_fpn_gn-head_4x4_2x_coco,19,"{'input_tensor': [[1, 4]], 'dim': [[0]]}",3.5119056701660157e-06
#109,fovea_align_r101_fpn_gn-head_4x4_2x_coco,10,"{'input_tensor': [[11]], 'dim': [[0]]}",9.6893310546875e-06
#110,fovea_align_r101_fpn_gn-head_4x4_2x_coco,2,"{'input_tensor': [[11, 4]], 'dim': [[0]]}",9.818077087402344e-06
#111,fovea_align_r101_fpn_gn-head_4x4_2x_coco,15,"{'input_tensor': [[10]], 'dim': [[0]]}",8.990764617919922e-06
#112,fovea_align_r101_fpn_gn-head_4x4_2x_coco,3,"{'input_tensor': [[10, 4]], 'dim': [[0]]}",9.243488311767579e-06
#113,fovea_align_r101_fpn_gn-head_4x4_2x_coco,25,"{'input_tensor': [[7]], 'dim': [[0]]}",7.238388061523437e-06
#114,fovea_align_r101_fpn_gn-head_4x4_2x_coco,5,"{'input_tensor': [[7, 4]], 'dim': [[0]]}",7.326602935791016e-06
#115,fovea_align_r101_fpn_gn-head_4x4_2x_coco,10,"{'input_tensor': [[8]], 'dim': [[0]]}",7.810592651367187e-06
#116,fovea_align_r101_fpn_gn-head_4x4_2x_coco,2,"{'input_tensor': [[8, 4]], 'dim': [[0]]}",7.979869842529297e-06
#117,fovea_align_r101_fpn_gn-head_4x4_2x_coco,10,"{'input_tensor': [[9]], 'dim': [[0]]}",8.397102355957031e-06
#118,fovea_align_r101_fpn_gn-head_4x4_2x_coco,2,"{'input_tensor': [[9, 4]], 'dim': [[0]]}",8.58306884765625e-06
#119,fovea_align_r101_fpn_gn-head_4x4_2x_coco,5,"{'input_tensor': [[6]], 'dim': [[0]]}",6.577968597412109e-06
#120,fovea_align_r101_fpn_gn-head_4x4_2x_coco,1,"{'input_tensor': [[6, 4]], 'dim': [[0]]}",6.697177886962891e-06
#121,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--pvtv2-b2_coco_256x192.py,1,"{'input_tensor': [[16]], 'dim': [[0]]}",1.2769699096679688e-05
#122,mask_rcnn_convnext-t_p4_w7_fpn_fp16_ms-crop_3x_coco,1,"{'input_tensor': [[18]], 'dim': [[0]]}",1.3940334320068359e-05
#123,van-tiny_8xb128_in1k,1,"{'input_tensor': [[13]], 'dim': [[0]]}",1.079559326171875e-05
#124,configs--body--2d_kpt_sview_rgb_img--topdown_heatmap--coco--swin_b_p4_w7_coco_256x192.py,1,"{'input_tensor': [[24]], 'dim': [[0]]}",1.7364025115966796e-05
#125,cae_vit-base-p16_32xb64-fp16-coslr-300e_in1k,2,"{'input_tensor': [[4]], 'dim': [[0]]}",5.3739547729492185e-06
#126,cae_vit-base-p16_32xb64-fp16-coslr-300e_in1k,5,"{'input_tensor': [[64, 3, 224, 224]], 'dim': [[0]]}",4.974126815795898e-05
#127,dbnetpp_r50dcnv2_fpnc_100k_iter_synthtext,5,"{'input_tensor': [[4]], 'dim': [[0]]}",5.428791046142578e-06
#128,tridentnet_r50_caffe_mstrain_3x_coco,27,"{'input_tensor': [[1]], 'dim': [[0]]}",3.5429000854492186e-06
#129,centernet_resnet18_140e_coco,15,"{'input_tensor': [[2, 2]], 'dim': [[0]]}",4.298686981201172e-06
#130,centernet_resnet18_140e_coco,798,"{'input_tensor': [[2]], 'dim': [[0]]}",4.141330718994141e-06
#131,centernet_resnet18_140e_coco,5,"{'input_tensor': [[4, 2]], 'dim': [[0]]}",5.517005920410156e-06
#132,centernet_resnet18_140e_coco,3,"{'input_tensor': [[5, 2]], 'dim': [[0]]}",6.062984466552734e-06
#133,centernet_resnet18_140e_coco,13,"{'input_tensor': [[3, 2]], 'dim': [[0]]}",4.887580871582031e-06
#134,centernet_resnet18_140e_coco,16,"{'input_tensor': [[1, 2]], 'dim': [[0]]}",3.521442413330078e-06
#135,centernet_resnet18_140e_coco,2,"{'input_tensor': [[13, 2]], 'dim': [[0]]}",1.1379718780517577e-05
#136,centernet_resnet18_140e_coco,4,"{'input_tensor': [[8, 2]], 'dim': [[0]]}",7.891654968261719e-06
#137,centernet_resnet18_140e_coco,6,"{'input_tensor': [[6, 2]], 'dim': [[0]]}",6.673336029052734e-06
#138,centernet_resnet18_140e_coco,1,"{'input_tensor': [[12, 2]], 'dim': [[0]]}",1.0468959808349609e-05
#139,centernet_resnet18_140e_coco,3,"{'input_tensor': [[9, 2]], 'dim': [[0]]}",8.535385131835937e-06
#140,centernet_resnet18_140e_coco,3,"{'input_tensor': [[11, 2]], 'dim': [[0]]}",9.822845458984376e-06
#141,centernet_resnet18_140e_coco,1,"{'input_tensor': [[21, 2]], 'dim': [[0]]}",1.6095638275146486e-05
#142,centernet_resnet18_140e_coco,3,"{'input_tensor': [[7, 2]], 'dim': [[0]]}",7.326602935791016e-06
#143,centernet_resnet18_140e_coco,1,"{'input_tensor': [[18, 2]], 'dim': [[0]]}",1.4293193817138673e-05
#144,centernet_resnet18_140e_coco,2,"{'input_tensor': [[10, 2]], 'dim': [[0]]}",9.293556213378906e-06
#145,centernet_resnet18_140e_coco,1,"{'input_tensor': [[14, 2]], 'dim': [[0]]}",1.1749267578125e-05
#146,centernet_resnet18_140e_coco,1,"{'input_tensor': [[19, 2]], 'dim': [[0]]}",1.4810562133789062e-05
#147,relation-net_conv4_1xb105_cub_5way-1shot,5,"{'input_tensor': [[5]], 'dim': [[0]]}",6.031990051269531e-06
#148,relation-net_conv4_1xb105_cub_5way-1shot,5,"{'input_tensor': [[80]], 'dim': [[0]]}",5.431890487670899e-05
#149,panet_r18_fpem_ffm_600e_icdar2015,10,"{'input_tensor': [[8, 33856]], 'dim': [[0]]}",1.2114048004150391e-05
#150,panet_r18_fpem_ffm_600e_icdar2015,5,"{'input_tensor': [[8, 4, 33856]], 'dim': [[0]]}",1.2576580047607422e-05
#151,upernet_mae-base_fp16_512x512_160k_ade20k_ms,1,"{'input_tensor': [[12]], 'dim': [[0]]}",1.5730857849121095e-05
#152,twins_pcpvt-s_uperhead_8x4_512x512_160k_ade20k,1,"{'input_tensor': [[16]], 'dim': [[0]]}",1.9507408142089842e-05
#153,darts_subnet_1xb96_cifar10,800,"{'input_tensor': [[8]], 'dim': [[0]]}",7.960796356201172e-06
#154,configs--body--3d_kpt_mview_rgb_img--voxelpose--panoptic--voxelpose_prn64x64x64_cpn80x80x20_panoptic_cam5.py,50,"{'input_tensor': [[3]], 'dim': [[0]]}",4.796981811523438e-06
#155,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,180,"{'input_tensor': [[6]], 'dim': [[0]]}",6.556510925292969e-06
#156,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,60,"{'input_tensor': [[128]], 'dim': [[0]]}",9.434938430786133e-05
#157,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,60,"{'input_tensor': [[256]], 'dim': [[0]]}",0.00021152496337890626
#158,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,30,"{'input_tensor': [[512]], 'dim': [[0]]}",0.0005463099479675293
#159,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,90,"{'input_tensor': [[64]], 'dim': [[0]]}",4.4994354248046875e-05
#160,realesrgan_c64b23g32_12x4_lr1e-4_400k_df2k_ost,60,"{'input_tensor': [[576]], 'dim': [[0]]}",0.0005646944046020508
#161,dmnet_r50-d8_512x1024_80k_cityscapes,25,"{'input_tensor': [[1, 1024, 64, 128]], 'dim': [[0]]}",5.404949188232422e-06
#162,dmnet_r50-d8_512x1024_80k_cityscapes,8,"{'input_tensor': [[74]], 'dim': [[0]]}",5.566120147705078e-05
#163,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[1, 1, 1]], 'dim': [[0]]}",3.6191940307617187e-06
#164,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[1, 1]], 'dim': [[0]]}",3.566741943359375e-06
#165,dmnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[6]], 'dim': [[0]]}",6.570816040039062e-06
#166,dmnet_r50-d8_512x1024_80k_cityscapes,5,"{'input_tensor': [[1, 1024, 66, 130]], 'dim': [[0]]}",5.414485931396485e-06
#167,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[63]], 'dim': [[0]]}",4.7178268432617186e-05
#168,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[1, 3, 3]], 'dim': [[0]]}",3.6191940307617187e-06
#169,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[3, 3]], 'dim': [[0]]}",4.868507385253907e-06
#170,dmnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[54]], 'dim': [[0]]}",3.714323043823242e-05
#171,dmnet_r50-d8_512x1024_80k_cityscapes,5,"{'input_tensor': [[1, 1024, 68, 132]], 'dim': [[0]]}",5.142688751220703e-06
#172,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[15]], 'dim': [[0]]}",1.2903213500976562e-05
#173,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[1, 5, 5]], 'dim': [[0]]}",3.5953521728515625e-06
#174,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[5, 5]], 'dim': [[0]]}",6.167888641357422e-06
#175,dmnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[150]], 'dim': [[0]]}",0.00011422157287597656
#176,dmnet_r50-d8_512x1024_80k_cityscapes,5,"{'input_tensor': [[1, 1024, 70, 134]], 'dim': [[0]]}",5.4478645324707035e-06
#177,dmnet_r50-d8_512x1024_80k_cityscapes,30,"{'input_tensor': [[1, 7, 7]], 'dim': [[0]]}",4.9591064453125e-06
#178,dmnet_r50-d8_512x1024_80k_cityscapes,10,"{'input_tensor': [[216]], 'dim': [[0]]}",0.00017246723175048828
#179,dmnet_r50-d8_512x1024_80k_cityscapes,6,"{'input_tensor': [[96]], 'dim': [[0]]}",6.813526153564452e-05
#180,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[46]], 'dim': [[0]]}",3.2517910003662106e-05
#181,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[14]], 'dim': [[0]]}",1.1458396911621094e-05
#182,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[40]], 'dim': [[0]]}",2.6998519897460936e-05
#183,dmnet_r50-d8_512x1024_80k_cityscapes,4,"{'input_tensor': [[12]], 'dim': [[0]]}",1.015186309814453e-05
#184,dmnet_r50-d8_512x1024_80k_cityscapes,4,"{'input_tensor': [[109]], 'dim': [[0]]}",8.419990539550782e-05
#185,dmnet_r50-d8_512x1024_80k_cityscapes,4,"{'input_tensor': [[47]], 'dim': [[0]]}",3.1230449676513674e-05
#186,dmnet_r50-d8_512x1024_80k_cityscapes,6,"{'input_tensor': [[102]], 'dim': [[0]]}",7.210731506347656e-05
#187,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[11]], 'dim': [[0]]}",9.577274322509766e-06
#188,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[137]], 'dim': [[0]]}",9.985923767089843e-05
#189,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[103]], 'dim': [[0]]}",7.208108901977539e-05
#190,dmnet_r50-d8_512x1024_80k_cityscapes,6,"{'input_tensor': [[114]], 'dim': [[0]]}",8.032798767089844e-05
#191,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[129]], 'dim': [[0]]}",9.533166885375977e-05
#192,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[106]], 'dim': [[0]]}",7.411479949951172e-05
#193,dmnet_r50-d8_512x1024_80k_cityscapes,4,"{'input_tensor': [[91]], 'dim': [[0]]}",6.29281997680664e-05
#194,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[111]], 'dim': [[0]]}",7.757425308227539e-05
#195,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[82]], 'dim': [[0]]}",6.381750106811524e-05
#196,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[105]], 'dim': [[0]]}",7.532119750976563e-05
#197,dmnet_r50-d8_512x1024_80k_cityscapes,2,"{'input_tensor': [[107]], 'dim': [[0]]}",7.692575454711914e-05
#198,maskflownet_8x1_800k_flyingchairs_384x448,5,"{'input_tensor': [[2]], 'dim': [[0]]}",4.215240478515625e-06
#199,siamese_rpn_r50_20e_lasot,28,"{'input_tensor': [[4]], 'dim': [[0]]}",5.507469177246094e-06
#200,convnext-tiny_32xb128_in1k,1,"{'input_tensor': [[18]], 'dim': [[0]]}",1.4140605926513672e-05
