id,source_neural_network,num_of_calls,parameters,running_time
#74,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,6,"{'input_shape': [[2, 48]], 'reshape_shape': [[-1]]}",3.859996795654297e-06
#75,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 128, 96]], 'reshape_shape': [[2, 1536, 12288]]}",3.862380981445312e-06
#76,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 12288]], 'reshape_shape': [[2, 256, 128, 96]]}",3.6787986755371093e-06
#77,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 128, 96, 4]], 'reshape_shape': [[-1, 4]]}",3.3116340637207033e-06
#78,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[24576, 4]], 'reshape_shape': [[2, 128, 96, 4]]}",4.334449768066406e-06
#79,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 64, 48]], 'reshape_shape': [[2, 1536, 3072]]}",3.573894500732422e-06
#80,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 3072]], 'reshape_shape': [[2, 256, 64, 48]]}",3.502368927001953e-06
#81,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 64, 48, 4]], 'reshape_shape': [[-1, 4]]}",2.9587745666503907e-06
#82,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[6144, 4]], 'reshape_shape': [[2, 64, 48, 4]]}",2.9921531677246095e-06
#83,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 32, 24]], 'reshape_shape': [[2, 1536, 768]]}",4.341602325439453e-06
#84,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 768]], 'reshape_shape': [[2, 256, 32, 24]]}",4.286766052246094e-06
#85,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 32, 24, 4]], 'reshape_shape': [[-1, 4]]}",4.0507316589355465e-06
#86,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[1536, 4]], 'reshape_shape': [[2, 32, 24, 4]]}",3.981590270996094e-06
#87,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 16, 12]], 'reshape_shape': [[2, 1536, 192]]}",4.1604042053222655e-06
#88,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 192]], 'reshape_shape': [[2, 256, 16, 12]]}",4.191398620605468e-06
#89,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 16, 12, 4]], 'reshape_shape': [[-1, 4]]}",3.948211669921875e-06
#90,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[384, 4]], 'reshape_shape': [[2, 16, 12, 4]]}",4.038810729980469e-06
#91,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 8, 6]], 'reshape_shape': [[2, 1536, 48]]}",4.122257232666015e-06
#92,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 48]], 'reshape_shape': [[2, 256, 8, 6]]}",4.024505615234375e-06
#93,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 8, 6, 4]], 'reshape_shape': [[-1, 4]]}",3.972053527832031e-06
#94,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[96, 4]], 'reshape_shape': [[2, 8, 6, 4]]}",3.9792060852050784e-06
#95,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 80]], 'reshape_shape': [[2, -1, 80]]}",4.179477691650391e-06
#96,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 80]], 'reshape_shape': [[2, -1, 80]]}",4.124641418457031e-06
#97,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 80]], 'reshape_shape': [[2, -1, 80]]}",4.057884216308594e-06
#98,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 80]], 'reshape_shape': [[2, -1, 80]]}",4.010200500488281e-06
#99,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 80]], 'reshape_shape': [[2, -1, 80]]}",4.019737243652344e-06
#100,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 4]], 'reshape_shape': [[2, -1, 4]]}",4.029273986816406e-06
#101,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 4]], 'reshape_shape': [[2, -1, 4]]}",4.0555000305175785e-06
#102,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 4]], 'reshape_shape': [[2, -1, 4]]}",3.96728515625e-06
#103,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 4]], 'reshape_shape': [[2, -1, 4]]}",4.0173530578613285e-06
#104,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 4]], 'reshape_shape': [[2, -1, 4]]}",3.948211669921875e-06
#105,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 12288, 4]], 'reshape_shape': [[-1, 4]]}",3.974437713623047e-06
#106,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 128, 96, 80]], 'reshape_shape': [[-1, 80]]}",4.141330718994141e-06
#107,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 12288]], 'reshape_shape': [[-1]]}",3.871917724609375e-06
#108,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 3072, 4]], 'reshape_shape': [[-1, 4]]}",3.972053527832031e-06
#109,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 64, 48, 80]], 'reshape_shape': [[-1, 80]]}",4.0555000305175785e-06
#110,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 3072]], 'reshape_shape': [[-1]]}",3.864765167236328e-06
#111,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 768, 4]], 'reshape_shape': [[-1, 4]]}",3.9076805114746095e-06
#112,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 32, 24, 80]], 'reshape_shape': [[-1, 80]]}",3.9792060852050784e-06
#113,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 768]], 'reshape_shape': [[-1]]}",3.85284423828125e-06
#114,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 16, 12, 80]], 'reshape_shape': [[-1, 80]]}",3.9458274841308595e-06
#115,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 8, 6, 80]], 'reshape_shape': [[-1, 80]]}",3.98397445678711e-06
#116,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 76, 104]], 'reshape_shape': [[2, 1536, 7904]]}",4.37021255493164e-06
#117,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 7904]], 'reshape_shape': [[2, 256, 76, 104]]}",4.317760467529297e-06
#118,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 76, 104, 4]], 'reshape_shape': [[-1, 4]]}",3.5047531127929686e-06
#119,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[15808, 4]], 'reshape_shape': [[2, 76, 104, 4]]}",3.249645233154297e-06
#120,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 38, 52]], 'reshape_shape': [[2, 1536, 1976]]}",4.694461822509766e-06
#121,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 1976]], 'reshape_shape': [[2, 256, 38, 52]]}",4.007816314697265e-06
#122,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 38, 52, 4]], 'reshape_shape': [[-1, 4]]}",3.249645233154297e-06
#123,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[3952, 4]], 'reshape_shape': [[2, 38, 52, 4]]}",2.9754638671875e-06
#124,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 19, 26]], 'reshape_shape': [[2, 1536, 494]]}",3.566741943359375e-06
#125,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 494]], 'reshape_shape': [[2, 256, 19, 26]]}",3.3473968505859373e-06
#126,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 19, 26, 4]], 'reshape_shape': [[-1, 4]]}",2.8705596923828123e-06
#127,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[988, 4]], 'reshape_shape': [[2, 19, 26, 4]]}",2.865791320800781e-06
#128,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 10, 13]], 'reshape_shape': [[2, 1536, 130]]}",3.039836883544922e-06
#129,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 130]], 'reshape_shape': [[2, 256, 10, 13]]}",3.0183792114257813e-06
#130,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 10, 13, 4]], 'reshape_shape': [[-1, 4]]}",2.8300285339355467e-06
#131,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[260, 4]], 'reshape_shape': [[2, 10, 13, 4]]}",2.930164337158203e-06
#132,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1536, 5, 7]], 'reshape_shape': [[2, 1536, 35]]}",2.9969215393066407e-06
#133,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 256, 35]], 'reshape_shape': [[2, 256, 5, 7]]}",2.930164337158203e-06
#134,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 5, 7, 4]], 'reshape_shape': [[-1, 4]]}",2.8777122497558594e-06
#135,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[70, 4]], 'reshape_shape': [[2, 5, 7, 4]]}",2.865791320800781e-06
#136,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 80]], 'reshape_shape': [[2, -1, 80]]}",3.1328201293945314e-06
#137,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 38, 52, 80]], 'reshape_shape': [[2, -1, 80]]}",3.1375885009765625e-06
#138,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 19, 26, 80]], 'reshape_shape': [[2, -1, 80]]}",3.058910369873047e-06
#139,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 10, 13, 80]], 'reshape_shape': [[2, -1, 80]]}",2.913475036621094e-06
#140,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 5, 7, 80]], 'reshape_shape': [[2, -1, 80]]}",2.856254577636719e-06
#141,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 4]], 'reshape_shape': [[2, -1, 4]]}",2.9063224792480468e-06
#142,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 38, 52, 4]], 'reshape_shape': [[2, -1, 4]]}",3.097057342529297e-06
#143,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 19, 26, 4]], 'reshape_shape': [[2, -1, 4]]}",2.903938293457031e-06
#144,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 10, 13, 4]], 'reshape_shape': [[2, -1, 4]]}",2.856254577636719e-06
#145,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 5, 7, 4]], 'reshape_shape': [[2, -1, 4]]}",2.9206275939941406e-06
#146,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 7904, 4]], 'reshape_shape': [[-1, 4]]}",2.8443336486816406e-06
#147,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,1,"{'input_shape': [[2, 76, 104, 80]], 'reshape_shape': [[-1, 80]]}",3.006458282470703e-06
#148,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,3,"{'input_shape': [[2, 7904]], 'reshape_shape': [[-1]]}",2.803802490234375e-06
#149,tood_x101_64x4d_fpn_dconv_c4-c5_mstrain_2x_coco,2,"{'input_shape': [[2, 1976, 4]], 'reshape_shape': [[-1, 4]]}",2.8014183044433594e-06
